"Data Source","World Development Indicators",

"Last Updated Date","2018-05-02",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Antigua and Barbuda","ATG","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","4429.54255251132","4595.40355685557","4952.92044732024","5363.42302580372","5596.68643314412","5639.6857834531","6009.30273201764","6705.70254770422","7315.8166233318","8272.02435806321","8945.48375466538","9522.2941783404","10087.2651462129","10380.307825656","10509.9922411754","10457.7140897922","10772.0218720648","11205.8221937841","10440.7068934545","10834.6287714332","11117.0947807136","11335.1285555574","11470.9864981247","11981.9162572389","11191.1024034415","11147.2633922514","11683.4623449575","12218.7446732722","12857.1641591771","14325.4809859587","15466.9527742436","15278.8740470609","13270.6971014231","12174.6978594572","11789.7990769713","12069.8113772725","11928.2184658505","12403.5282209861","12771.7675773519","13315.5086311154","",
"Australia","AUS","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","19306.5529749374","19394.6161728232","19178.0910100303","19982.6905301495","20961.1859037462","21783.2486768645","21794.9925819135","22876.9934362002","23621.3794608676","24763.0828899532","26020.2079448989","26162.3944449506","26690.66003826","26968.9599418453","27372.1239058573","27397.5568726721","27827.0012360494","28507.9019111667","28431.4148379114","29266.6006557147","29794.5384628033","30309.7609697282","30797.9963904252","29736.6986278124","30763.4458550313","31938.6162017929","32707.6721962772","33044.5754166397","34386.2533573522","35121.2126875046","35827.0967196418","35240.582540066","34967.5177240199","36033.6358843432","37098.7987775714","38078.9039470847","39065.9243827866","40156.3352495743","41504.4958976453","43087.4467189905","44223.5912367361","44473.4086078834","45626.6220312732","46449.8451866154","47817.8992322005","48702.734693348","49418.6863195941","50952.467037889","51788.440148049","51651.2232575577","51874.0804819957","52372.1545375312","53315.0299153974","53732.0039694765","54293.7942049523","54800.3663958845","55478.5772943505","",
"Austria","AUT","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","13031.0315898249","13677.4642130876","13953.9500033393","14438.3566555942","15220.8197176825","15648.5266978249","16416.0054041203","16783.8896871799","17443.704979075","18474.5400142328","19598.9316270442","20509.6827627519","21656.6624478635","22590.2607930587","23440.8683908755","23417.6548141923","24533.1243177899","25769.5073945009","25736.0507663608","27160.913794742","27631.1717765841","27521.0283124008","28054.4191937638","28935.2236090317","28951.8826477363","29661.3675451793","30324.7149327169","30716.8272249432","31684.3295042601","32767.9658148856","33932.3911441928","34751.5143445284","35090.7212116008","34985.8862482266","35688.6693159936","36584.7806788387","37411.6514385095","38193.2818499291","39509.5730398158","40848.4085441634","42122.9360005981","42528.7014138777","43020.7398882342","43135.4042363727","44028.529561821","44665.7089068331","45934.5351997659","47444.0215135592","48027.5240737498","46082.0507456377","46858.0432733717","48065.3167058917","48172.2377048248","47903.8962534401","47949.1635547631","47958.4252217142","48106.4944709433","",
"Azerbaijan","AZE","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3118.54658676172","3049.01599483444","2324.4529766324","1760.55465085842","1394.74420894615","1216.07791710291","1219.50934895182","1277.85412406008","1392.36119355104","1482.32977280697","1633.3944354131","1781.24639507096","1955.41315045621","2158.00717069154","2357.39602637373","2949.44281843844","3923.65815354896","4851.17690871859","5262.10135550006","5639.001689405","5842.80578358576","5770.96970270605","5820.0798474712","6078.32064851423","6122.98048925179","6117.03086236702","5861.51196206606","",
"Burundi","BDI","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","214.136954470044","181.217677492176","193.953239849349","198.122221553641","206.289435971814","209.803506248281","214.271136487222","237.75560255054","231.170921449921","222.724813129144","265.229179977529","268.644207587246","248.697790543501","263.272084401766","258.462588473879","256.515815155787","271.842957220528","296.556107016593","286.818182523121","284.361189879462","279.958965460882","306.101523535186","295.174780278171","298.204169945346","290.660218774574","315.872850697748","316.742305242519","324.379639217989","330.866922120253","326.182283933915","329.157780967159","337.708351238027","333.94321893393","307.123481022235","290.319817820472","263.270850380452","239.039632650715","232.506872313885","240.62759815185","234.684850023308","228.247568715153","227.428111030652","230.996154204304","221.22748245559","224.515553169343","219.186550201302","223.40359025878","226.304441502933","229.834701437855","230.053170925045","231.194325649216","233.518126039129","235.705287861241","239.331065435125","243.101911790451","226.528058208507","218.28352838019","",
"Belgium","BEL","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","13193.3149413605","13804.1993476581","14465.9774292721","14983.0426057267","15874.4046901559","16291.0196565313","16692.0169886591","17241.4473706698","17894.0438026985","19026.4296503728","20070.5479732956","20832.5240820801","21850.0028718164","23171.3793566533","24153.0991616343","23609.9371038687","24900.0171083108","25025.0098811635","25712.1941187834","26290.4941793372","27428.6118861353","27352.7295955632","27522.9536289161","27610.9754180225","28292.3925990391","28751.1590966802","29264.7899111196","29914.3154726966","31227.7917487716","32193.9793055008","33105.1552433006","33586.9583104952","33962.9863856718","33505.1655027068","34479.937551965","35228.3419165189","35719.8102344149","36955.6361964793","37605.2280552923","38856.0634985051","40170.4189271218","40357.370757271","40892.2177249607","41036.7982641216","42344.6948333994","42994.3636536563","43782.1395544946","44960.7978629635","44956.3673344759","43591.2718827821","44380.1766327308","44556.0368071799","44337.5767700468","44209.7433543915","44702.3168947694","45068.2542754005","45469.7108326081","",
"Benin","BEN","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","520.404179984985","529.297338642614","503.599084051538","519.130656001452","544.427762856429","563.14643870332","572.453222994978","567.383628665014","577.305494894223","581.61037421383","581.235118982927","560.180110614056","583.056243099538","591.050532244085","596.657708163309","553.93664820434","545.14357661952","557.93222697945","550.42650351024","571.072511282984","593.619562439568","635.117493477248","631.527135880661","587.287625984981","616.037500535204","643.587476348851","638.749042846944","611.028136374675","613.231180279321","577.539883272228","609.345623847634","614.005294113839","610.55090183852","623.953655204789","615.120445612328","631.171223502581","638.076330738046","654.542811574812","660.631781368267","675.677481564767","694.243748862815","709.469362156737","720.168276979008","722.667195343064","732.335422521139","723.199959377189","730.275255572894","752.215214660521","767.057378825483","763.105014071657","757.695907409377","758.5775214493","773.137026245662","805.944940706023","833.662487448943","827.8459673295","837.341956405278","",
"Burkina Faso","BFA","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","238.854562360996","245.198582661663","256.777174402718","250.117852037582","252.261831813637","257.91507753529","255.28153124882","273.300218245601","276.974204233536","277.774091102005","273.331515512249","272.410460368818","273.83695464318","270.182895737443","287.264561673976","290.373108648389","309.153850689155","304.242226817525","311.834178785847","316.437746591525","311.891569083801","317.607545255431","339.56329188478","332.260179910774","318.102431922458","336.411586413563","353.888019006108","343.970454997046","354.488976474489","352.677859553805","341.352617189917","362.478919951271","353.668786014067","356.128863354102","351.104458678869","361.121421967347","389.965445880456","403.216943616745","420.723454429533","439.299726397477","434.763330444212","450.452280722016","456.73413491079","478.304352301957","485.307404342803","511.967590461138","527.962349488741","541.268695046728","563.447065061273","562.841935400742","575.446452687734","595.393248086405","615.097084338391","631.612184358054","639.709550663991","645.369843460608","663.906712033544","",
"Bangladesh","BGD","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","370.594171598507","382.004772248412","391.489183817685","378.559952378411","407.633123637666","401.533415961706","398.708156847372","378.448326715215","401.180445699144","394.309596310703","406.030709159679","375.826580987217","317.700603668735","323.039586875878","347.980629217091","327.100950492445","337.60268601685","337.713294109014","351.707710948965","358.34779039864","351.37610417876","366.666307385361","364.53821824281","368.69402600033","376.20766114278","378.487457982543","383.812479658935","387.755874242805","386.775599124052","387.672868830259","399.483940851139","403.753798979427","416.18052405083","426.309441333235","433.412344067767","445.918917287425","456.237710100466","466.77254422232","480.868833099348","493.255219870374","509.293434722413","525.072110746691","535.246723365611","550.862805736311","570.336735954774","598.617425921471","630.04818002342","666.401447207163","698.564892037526","725.766259956842","757.671757176894","797.411680369498","839.513687185166","879.581966135063","922.161127998654","971.641988030431","1029.57821239239","",
"Bulgaria","BGR","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","3223.80920991508","3370.52941673568","3439.02848938878","3548.13238630796","3660.06912821001","3758.34027851788","3917.5150570367","4148.59408966285","4597.47573901246","4498.55228087794","4162.8159827076","3849.18655875106","3607.7939153346","3582.85635557714","3660.40222148562","3781.90374487118","3862.28186922653","3843.12252499241","4004.26340929735","3800.87414209981","4011.0958404745","4265.56026222469","4621.50486846638","4894.7818856957","5255.17917906694","5678.04794405951","6107.7068038195","6625.02873255093","6914.39889715097","6709.52776334086","6843.26328885315","7019.17801535239","7062.13711726262","7162.99482436387","7299.55244471069","7612.02494778448","7967.70870191608","",
"Bahrain","BHR","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","21184.9828376582","19295.58521837","17290.8180745626","17906.0163509295","18304.5726983488","16926.3747444092","16571.426671545","17663.4657118083","18240.5661888089","17702.3755890439","17934.7430502843","19407.4436493518","20178.4651617478","22217.9133183868","21623.0156816472","21910.2398805927","22220.6829070812","22281.7951076819","22634.8884697697","22760.9869862741","22955.0934939164","22416.0818465599","22038.331198939","22058.7633255054","22144.4733857539","22066.0711292424","21796.0151385957","21838.0745654035","21563.650666009","20797.0052179038","20722.1038895508","20514.7563869279","20921.199710437","21799.6521659427","22390.6828514575","22436.2075318381","","",
"Bahamas, The","BHS","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","13895.4735592249","14632.2637547002","15364.1072491338","16147.539016177","16993.8132245417","17913.8935129113","18696.4130346827","19652.664116133","20499.3898405667","21576.0224051116","19743.2903950452","19544.0618902346","18438.8696179374","19435.4562131575","15863.5638605894","13244.5717259706","13641.004018421","14571.8790685356","16274.6465171963","20078.4580129694","20912.7555627732","18565.9554463542","19370.893838904","19629.9391033896","21941.3062468978","22543.0042810344","22521.6355974645","22787.6567932101","22919.7983785394","24046.9505640449","23248.8936715994","21868.8772986471","20635.6985113897","20315.1782744707","20595.6313807486","21170.9531347603","21782.0991621408","21984.9465790558","22776.6096750456","24111.8577544435","24748.3079735458","24958.6549679116","25134.3811263706","24298.6237850202","23997.8477712196","24305.990666923","24429.4457482206","24312.400634406","23314.994167221","21951.1466446952","21921.5590634977","21710.5899917159","22050.2021461459","21622.8655854331","21078.6804680605","20184.7356938325","19991.092229426","",
"Bosnia and Herzegovina","BIH","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","698.56429427465","866.940672136616","1665.5953656484","2255.05736934854","2608.19884143362","2852.02104121862","3002.82084105655","3131.1394017013","3293.14024872433","3421.74843067042","3628.51643997036","3946.05667880525","4160.56310253483","4405.28505871939","4664.09180327094","4545.22766596344","4614.8290411405","4700.88783699632","4714.11540571216","4882.75700586414","4992.90537999347","5190.09875812558","5377.83721224245","",
"Belarus","BLR","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3102.46277600103","3063.72977300968","2763.64739826199","2547.87398790412","2252.41253505173","2024.69482093138","2088.35154492373","2336.31155380518","2544.63471695903","2642.24242039819","2808.69399564789","2956.5406182076","3125.5389116145","3369.17210775321","3780.63623184238","4164.36194901709","4608.93224089946","5028.31988296768","5560.38190408405","5583.93852426094","6029.3967998293","6375.34503859546","6491.67338247292","6557.10657206217","6664.09724918665","6398.68973515141","6221.37259322516","",
"Belize","BLZ","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","1072.46634260442","1093.58687436345","1115.51260836849","1138.30724581886","1161.53392771519","1183.7738043707","1203.63677603739","1225.29045481547","1277.37249090434","1306.57540231887","1336.65355452179","1360.50392236172","1471.72742289853","1524.78188362483","1704.99670096739","1740.36879321917","1715.48494222329","1802.36748511474","1917.47094820066","2027.46758674584","2288.80068857562","2264.75222366621","2199.6971440665","2093.64356710567","2074.39643056479","2038.38100093768","2073.20486457227","2242.87624258294","2385.6333854209","2632.62745358041","2849.03459347252","3089.23044045696","3404.20680748937","3557.4772563526","3491.40076155601","3424.08611479284","3363.89631145811","3358.51052496872","3352.85453866553","3513.85527628729","3838.89248817263","3910.1872567279","3997.12068452635","4257.48738791646","4343.17724006303","4342.12889141106","4424.43737866722","4358.46900107434","4385.17593228253","4307.22111778001","4344.15017661252","4333.36177568641","4398.76441758112","4359.71418881586","4415.98709389403","4446.79339023275","4328.02073820173","",
"Bermuda","BMU","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","27838.3930375774","28436.716583056","29006.5798401619","28640.8780165917","31041.9500043757","31740.6355233978","35659.1612543762","39616.1419860849","39686.9553481262","40290.5688347111","42055.0304719923","43819.358387283","44942.9191535041","45948.8338277272","46699.0989703916","48824.501768485","52988.7455136405","55903.5590573088","56504.0914894508","57503.2189423032","61083.4509496361","62106.1317965972","58400.2839788516","59061.1697050723","58826.9549652087","57167.1018852694","60463.9087856699","62224.8917779393","64196.2324263801","63939.8115704253","63429.2767665396","61503.6383589572","61913.7772348381","63435.4731513697","63374.766845423","65690.9641699689","66969.933143424","69624.4363363497","71810.384072276","73825.1848453623","79988.3500115683","84844.7383808264","83048.803111906","85321.2432651983","86733.3700723903","87616.3859691804","91944.8738136662","94029.6080297516","94903.19153445","89391.2111759902","88207.3275597322","86001.1711723395","81547.8552352009","79251.7816637313","","","","",
"Bolivia","BOL","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","1304.69876203001","1306.59062917974","1353.03319227365","1412.20202228543","1451.18601734897","1502.79134508916","1568.79940247413","1643.75497750463","1414.69863105784","1428.91347768619","1392.75207133517","1433.11540880501","1515.18999129163","1568.61847521433","1580.58476207579","1659.88110423865","1698.97372607902","1744.63977787242","1741.63539449785","1706.0752845574","1646.41122762662","1615.67773350912","1519.16984469315","1427.24335223749","1394.99615517799","1343.7758593911","1283.0906378895","1288.90471574904","1300.64203133752","1323.78298990794","1358.24108435809","1401.90835201166","1397.1799330787","1428.36572409464","1465.80404330815","1504.39678385825","1539.34488523904","1584.11720415994","1631.57491819291","1607.21008087073","1616.53917776886","1613.41081598593","1623.51879364219","1637.80850362229","1676.22795997223","1720.09901866727","1771.94687725178","1821.79549543765","1901.89980193506","1933.74010151189","1981.16070450437","2051.152291621","2122.38456393316","2231.47724076427","2317.25718610303","2392.98397316016","2457.62596155017","",
"Brazil","BRA","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","3424.99708941488","3668.02448523518","3747.3862627079","3670.82629746442","3690.44868553176","3697.03901185568","3745.52252936706","3824.75431320957","4150.48526731892","4438.02772468322","4706.12639251504","5108.94562636202","5586.68382373255","6216.13081592217","6617.88358952089","6798.09671380472","7287.51909511966","7443.89864502837","7504.2960198983","7824.86435613182","8339.2691185217","7788.33354621582","7653.55956185636","7225.53835852389","7439.11081055545","7860.01557811087","8314.87892074386","8445.03699462262","8276.54252172788","8391.19229212742","7986.04587296904","7966.79646758777","7796.84183089866","8027.18938430715","8319.20902382918","8547.94115970694","8598.01495879817","8750.27405767678","8644.4208430246","8554.83443909603","8778.18814081675","8776.86371936394","8924.33352798132","8910.85562414267","9309.00819513988","9495.10493913007","9761.87640157734","10245.23081298","10658.2253077189","10540.1087666864","11224.1540829355","11559.2122714428","11671.1829427136","11912.1467557492","11866.3889224247","11322.1466804372","10826.2714348298","",
"Barbados","BRB","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13830.0119081306","13244.8079643431","12446.54903487","12502.9648451095","12708.2942696018","12919.2229038363","13381.9875046244","13963.6496912725","14431.6216806745","14426.3179057437","15017.0768031104","14616.1817065074","14688.7813590316","14964.7160473718","15128.9458608363","15676.1091888706","16502.6900650941","16726.2798684695","16721.73309543","15979.6809292206","15959.0297922874","15972.7676372964","15961.701817585","15910.9348648734","15864.6197950218","15961.2001541015","16242.7699742254","",
"Brunei Darussalam","BRN","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","45621.3614622116","43925.2390991564","50722.6081256912","54151.703021782","55752.538552744","66001.5809029995","59391.9511535856","46156.2248219058","46575.7780789852","45483.6311842018","44479.3539125007","42589.6832960567","40274.3388424821","39933.7551259678","39243.0170156511","37732.3751708754","37071.735304991","37162.5405979061","37838.3205639022","36904.4750646566","37043.1816690002","37703.791734616","37833.3647703949","36400.0373869634","35382.1426546445","35672.339906887","35923.4018274107","36162.9779292315","36832.2662281767","37202.3579409858","36752.047316298","36325.1207263069","37401.0531640605","36997.8072614836","35860.3887804149","34812.7146878375","35268.1011703581","36092.0969837904","35899.0373689733","34618.9729115639","33313.8327791027","32661.8570180811","31430.9625936081","",
"Bhutan","BTN","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","403.657726205265","447.538419724845","451.360771779425","490.135904164346","498.703502941078","504.73654704734","545.525689227544","677.54119836928","688.179979479704","721.226419286504","789.217334156516","785.992453720061","831.063050334133","861.193921466685","915.409903076161","983.262475903491","1029.17766319167","1065.05676572225","1100.1615195901","1155.20975777048","1201.10578545411","1263.96776707338","1360.79225208936","1425.05517363399","1469.37315038902","1534.82074531128","1601.91580165284","1848.56625507606","1898.05279389076","1986.13561776648","2178.92138307967","2310.00365501278","2387.00567386534","2399.91891590403","2500.26014526865","2628.18961406612","2801.27524003561","",
"Botswana","BWA","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","390.829725264589","405.798638259068","422.172032920713","435.689893112087","453.07897451961","466.262179632088","481.7858537723","495.385282148381","531.213924750609","592.671386451288","672.227358643757","818.684568157266","1000.80926360711","1173.45171036492","1232.45500760018","1288.4115107624","1372.39063400996","1478.5210621541","1625.44945057058","1753.75606526737","1891.40966836359","1988.88484321014","2153.10403875518","2353.79726675296","2471.15710862777","2563.03352373013","2687.31788262701","2917.4360474857","3384.48086309854","3718.48568906632","3860.00860322439","4034.26086362632","4040.42667322748","4010.787151804","4053.43604219396","4237.56729946312","4386.85153681613","4641.80547984061","4585.73992768727","4939.59805552704","4954.77428993194","4891.91484358506","5115.89988635339","5280.21517473814","5349.00202419483","5512.81122938706","5883.89905903791","6270.47407967408","6552.77664070476","5948.85324807045","6346.15620387349","6610.33192206911","6779.39389716646","7409.42115519618","7574.28209730669","7308.61150787729","7483.17315222592","",
"Central African Republic","CAF","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","601.852493471182","621.042038648308","587.439245883404","572.581494335486","573.373507776923","567.4621067979","559.564776211667","573.560064141269","569.439779360627","597.274393783818","599.012401670557","594.122607598134","582.950223210652","582.761161812285","607.569031024623","597.374356212448","616.074444539618","624.962671999612","617.369294289188","586.862676979502","545.519598545524","521.765929229437","545.283964513745","486.043330384836","517.05782280212","523.404809433165","529.518473508718","492.721522029114","490.99035296687","490.16681402657","468.690673479274","454.529078344446","414.176125115426","404.406949132499","412.999641512695","431.49867085294","404.224952083894","415.787311600684","425.639680128887","431.472541135017","411.938174343603","421.659198766398","428.477228632513","397.811326877402","414.030230976219","410.414836096583","422.438682235064","434.250472500069","436.073715935685","437.601383559457","446.443449375206","458.332773274876","475.667387467109","300.479581663976","302.546369203575","314.92651739166","325.720291783207","",
"Canada","CAN","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","17664.2047977764","17861.9356037122","18780.5641274009","19389.1556165185","20301.6599125299","21260.6315344154","22242.4187095327","22482.6497126774","23294.3023931422","24188.4262649615","24629.2155640412","25262.441349947","26216.5912772608","27571.2925344797","28080.9407198531","28057.0478870696","29128.014087297","29783.2679243917","30651.6325534712","31502.0442956108","31769.7834948216","32477.2955364203","31060.6449969893","31549.8017039538","33099.3744457844","34345.6139602815","34737.2753181857","35689.034220536","36791.7596379727","36981.2787726276","36489.2663535682","35231.0212060472","35108.5190377961","35648.4779876294","36893.9818855308","37569.4682404423","37765.7324508268","38967.9531013894","40131.7018339628","41856.0455923901","43638.2831548145","43964.9545940366","44883.828395515","45239.8113906795","46170.9201965306","47181.5623940446","48035.0357919049","48552.6964313308","48510.5677732731","46543.7921999113","47447.4760241936","48456.9645742468","48724.2458003308","49359.4224695765","50221.8419821739","50303.8368476727","50407.3413301242","",
