"Data Source","World Development Indicators",

"Last Updated Date","2018-05-02",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017",
"Ecuador","ECU","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","2244.44638102635","2215.09177097201","2250.61393573714","2271.37130007734","2378.82512065311","2419.57711038366","2341.96731536576","2379.59522583271","2355.27629784521","2394.65860587932","2486.44240754083","2568.33610574416","2621.73788065364","2904.7099578244","3141.76575149416","3392.08785036851","3545.57728236516","3507.29694561304","3610.64030862451","3648.75352577509","3687.39405684482","3795.97111963627","3723.86297722614","3619.34721303525","3622.79217461303","3672.84766715048","3707.1075274095","3607.54707174779","3727.85472547914","3675.45431642374","3720.93663277112","3790.50881374362","3782.18856452729","3770.34631460448","3844.7844388671","3847.50729154488","3832.76268967717","3917.65599711645","3966.17348925464","3706.64977662317","3678.90231648583","3759.89486102751","3848.26684555854","3888.34190144515","4139.08057299158","4286.51524651782","4400.85960185133","4421.90242783833","4624.19657905439","4573.2470841831","4657.3023611471","4943.4227039141","5140.26290700856","5311.21212093938","5428.71403106294","5352.87645717309","5191.09956048467","",
"Egypt, Arab Rep.","EGY","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","631.128390027337","641.132204405466","666.79187390885","707.925292087841","745.458024478727","763.349666990387","751.419522627485","736.684130592485","737.614383235251","768.532854360948","792.351949491748","800.942228143426","799.137639461242","787.289808176692","789.299268994359","840.861156295928","942.185687684688","1038.84114041537","1073.29316279169","1111.04456472371","1192.58145993548","1206.79869693791","1293.09572698279","1353.34791054501","1398.34515759559","1450.99546822208","1448.91489402146","1444.59225741362","1479.86357149891","1512.97213953427","1560.0833509149","1540.94381530651","1574.84393008298","1587.73137950583","1618.58478291278","1661.33176493045","1711.46506057622","1772.21044889868","1810.16933207493","1885.7431439716","1950.60698229459","1982.11163303315","1990.99216101758","2015.89799743556","2059.37751488092","2112.48796951889","2217.39483045864","2333.46731261569","2456.73142628729","2524.43244383914","2602.47954869567","2593.59690162311","2593.22646622202","2591.05945107009","2608.37519741866","2665.35161379275","2724.39680691031","",
"Euro area","EMU","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","10806.8448987765","11424.1044935902","12041.7146971599","12617.1415407234","13188.4300628299","13719.8320595835","14324.0056432671","14972.6367313722","15699.3638215433","16680.1336409707","17523.3455028637","18088.6723935325","18848.3011121687","19880.0658629089","20399.401374178","20138.397307165","21054.8853875726","21618.525156069","22208.4304186263","22971.5543063251","23369.2295131962","23402.0886527826","23507.712930259","23785.9980666143","24308.5207667698","24821.9910613398","25380.5938342341","25953.2885850048","26979.9163887113","27964.7486178034","28829.7388428171","29485.0361160407","29763.3472798923","29446.5781247041","30086.7476858941","30751.4908573124","31199.9996255524","31970.9174627769","32849.8833326702","33744.1628114384","34931.3925842522","35549.6828811638","35738.2211618599","35799.4093613287","36430.4699760908","36858.7115290161","37873.1352688425","38826.8776085639","38808.6304910634","36935.3702863401","37617.72231252","38304.4640203067","37879.7444042062","37659.7232103626","38035.0658466613","38706.2175489496","39256.2651941204","",
"Eritrea","ERI","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","378.195428852938","431.785457796836","525.724216825098","539.926147948885","584.953704958787","622.236645893419","620.91748468562","606.325512678544","571.60323059432","603.105100089819","601.034246875246","565.725053670377","556.035639862693","554.488199426537","535.929673118151","532.231477277782","471.166624825861","480.608925018737","482.1490904235","514.179598235776","","","","","","",
"Spain","ESP","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","7359.96778939152","8155.1745418389","8884.7748093048","9652.37430604068","10064.2648062065","10578.1091452389","11229.0261865849","11573.0977644596","12176.3075593896","13130.8184215255","13542.9637099591","14002.8728529629","14977.7799033755","15966.9163340177","16680.8080703511","16590.8824112998","16958.8304429591","17261.6569978345","17346.3648377351","17201.2576255766","17440.5813769605","17294.1001121271","17404.8531023933","17626.8545529956","17867.0904536737","18215.7362037429","18752.2405339532","19741.1892291472","20702.9191827874","21668.2580500099","22464.7329153987","22978.1250190017","23078.3360923639","22722.1546792394","23153.1727955438","23686.843485455","24219.3275848937","25007.8943666805","25977.0009830159","27032.2207139117","28335.001833327","29264.8814529131","29685.3639494669","30082.6264787606","30504.3574306103","31110.0141282392","31865.3691666632","32459.9173758671","32303.2414806061","30874.126012677","30736.6278530812","30321.7048688993","29414.8569207405","29008.0209838975","29496.378933678","30532.4499736572","31505.2929758767","",
"Estonia","EST","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7313.74090418016","7817.60463830299","8840.26105693513","9293.07550974244","9186.39295449766","10108.2052912574","10816.6031531195","11546.7726523663","12481.1896137323","13346.3983138309","14681.2253747477","16285.0067216","17627.0297205183","16716.5031632479","14282.6034990097","14638.6048173457","15798.6327787681","16538.2125958308","16918.5871147773","17453.3671329897","17733.9576552073","18094.587299874","",
"Ethiopia","ETH","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","227.783443542875","223.577659886571","234.726716121728","220.927145248845","190.140249700266","201.974532556494","222.709598908562","216.663971471482","208.786873814036","207.219781415404","185.729900467257","163.623280621142","178.608647306301","177.994872815621","182.708878237354","199.005021700008","199.111302852145","186.661401899107","190.691548272396","196.504962197176","206.743143498219","203.905912851548","193.866915123198","214.044831566806","232.783200207957","251.0560465436","272.39119804668","293.853313282981","311.367743764672","341.309909200504","369.584420036853","391.131795305971","421.384135742306","452.778236052888","487.290010568137","511.187426515801","",
"European Union","EUU","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","10055.2567493293","10527.598465548","10960.3882891808","11422.6579108597","11953.9688768584","12376.6412024664","12810.7047834275","13285.2025396657","13865.005602431","14573.8524064971","15331.1878846172","15805.7234561334","16445.5548886778","17344.4472017529","17631.5314390776","17402.5527898012","18117.3267059221","18550.0739985422","19073.1823906132","19727.3917929323","19935.290455367","19926.0967544888","20067.0843105695","20388.4147733007","20842.7632969711","21336.3982596483","21845.0018712793","22422.8498146959","23335.8769853323","24123.3551465627","24756.8332829588","25059.5203069121","25248.0321375563","25123.9846542431","25774.4393564287","26410.5895567518","26894.3567242138","27622.7626170112","28404.4610491031","29204.0524641635","30293.0869993595","30899.7638064032","31239.445905229","31532.2987869803","32213.821622309","32763.0943481215","33732.7208223343","34635.8363626194","34671.2174341942","33059.6368332652","33687.5881720323","34286.9730670297","34065.6000787859","34052.634368672","34539.5944090363","35233.6575312994","35803.6094315581","",
"Fragile and conflict affected situations","FCS","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1083.95291224636","1026.83254683015","1141.71045083064","906.250593444656","928.636119282968","961.402465077897","968.257710174397","975.171793371841","1014.85937412377","1063.65605716191","1160.12724866221","1211.22247465239","1204.98273892762","1207.47749040299","1171.21245225375","1088.59352337717","1208.13544225523","1255.08631810473","1304.68441106925","1343.33578129001","1383.65357630689","1413.38603694599","1466.46802085725","1353.89607996266","1405.54715587781","1452.0104780501","1469.4886134841","1477.49047852117","1521.85060554398","",
"Finland","FIN","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","12195.3280642679","13030.4598838557","13328.0819160592","13668.9439277653","14305.2131504321","15013.6629711267","15312.4118896814","15560.0180099671","15847.1013080792","17377.4406915854","18373.79065166","18783.1262896109","20116.0057692322","21399.0003808903","21976.2295032349","22273.7930840788","22283.2264036494","22274.2003438967","22858.8148888497","24424.2996337101","25660.5878865097","25882.2072097247","26532.2091838819","27197.7146200217","27922.2839315644","28789.4867096145","29478.4277861699","30441.1315800312","31934.1075100946","33437.8844069668","33514.9230312744","31360.954387065","30148.4350073736","29782.5435266688","30822.6083597141","31997.004165002","33059.0966943048","35021.5866269695","36824.847965247","38372.2220413352","40450.3733748937","41399.9435810574","41993.6890221885","42729.0244671581","44277.8427026504","45353.2599997077","47011.657598012","49239.1939572439","49363.6971964824","45065.7534943592","46202.4151628454","47171.0220648002","46277.5562828706","45715.6468163534","45239.3688031623","45151.5121556712","45983.3133332131","",
"Fiji","FJI","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","1774.20573816305","1774.50063649644","1775.60117833445","1825.16453626879","1853.66169273607","1751.37948333341","1705.63559440035","1887.44738891863","1992.03716065106","2000.58632827664","2207.62638196224","2310.56226418753","2432.21187136774","2659.33517112728","2674.06743742732","2635.99550314734","2657.76283757061","2764.15282903155","2764.43392750187","3041.52014199018","2928.12849940907","3038.38659747777","2783.01832995999","2605.76013717755","2764.07048255864","2594.705242333","2768.9959388615","2574.4436163358","2594.76347888397","2781.21121460971","2926.35162098871","2820.84003366271","2956.49941185905","2977.50254445115","3085.86438143906","3122.91340774269","3235.35729998179","3130.72019088012","3141.87758042866","3392.17276350373","3315.06747465363","3368.93086045079","3470.4582668619","3501.14096814111","3678.9257844854","3689.06738165446","3732.00347538386","3667.45254127608","3667.86084312716","3580.397018652","3651.96678405546","3719.88948038608","3744.27711582925","3894.26254251599","4084.1998022602","4211.05887968557","4195.96811433867","",
"France","FRA","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","12991.267715789","13524.4492898749","14224.481981772","14775.0591562818","15532.6347258984","16087.9229861581","16764.2319210598","17409.9659363379","18023.8108375959","19148.5087760733","20090.7709227215","20985.1706018879","21739.8840771435","22903.3023981753","23690.6002775378","23298.3404917453","24174.7469979992","24907.2841888897","25811.8025979076","26641.9294807727","26962.2587828525","27132.7028862157","27677.4505852119","27876.6636507959","28144.0234189858","28437.2497799896","28934.1934137593","29499.2572964631","30706.6910716359","31852.7500060312","32596.0051876225","32908.5579690992","33269.1469119185","32922.3630027908","33569.3308859262","34145.7054163291","34497.2839078242","35178.9345385494","36295.9353465198","37339.9809749041","38522.2102787019","38990.3061332386","39140.7147636595","39182.7793888923","39979.1197150554","40316.8127598175","40987.5490759697","41696.692239255","41545.2940923558","40116.3795272806","40703.3459209005","41349.1915705484","41224.7296617838","41249.4494084938","41431.0386682695","41689.7079785337","42015.7382940858","",
"Faroe Islands","FRO","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47397.9029229641","","","","","","","",
"Micronesia, Fed. Sts.","FSM","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","2320.58279450142","2294.3702874762","2301.68872609914","2330.42396351561","2361.38650422257","2473.40607947508","2506.23133047285","2644.51563694383","2577.72640758689","2721.86231491821","2617.98966744343","2455.6082009246","2534.35559448518","2579.48168120228","2706.82954206421","2760.98494399962","2782.27325811676","2840.87394410679","2758.10425441164","2824.93040815082","2834.90563100836","2795.30174172956","2749.00660466146","2795.22639189605","2861.77134805435","2961.78722819498","2901.88146811042","2784.55791433293","2716.32262627632","2838.86966486719","2823.43352650754","",
"Gabon","GAB","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","4377.37613026357","4974.12325284489","5285.53860092733","5537.40038548536","5706.43366404167","6080.71542287055","6237.16806809767","6361.73788021847","6382.47231510848","6752.36583321925","7189.07612117369","7773.60640096209","8494.08741153628","9186.71224500363","12571.2540549017","14683.4260807341","19492.7977434434","16663.5301369975","12365.373090718","12130.6738193382","12139.6407470982","12443.7062330671","11755.2840361819","12096.5710994826","12665.8005773035","12042.4298003131","11624.3809163588","9369.45056595949","10284.5205984029","10860.2045644072","11117.0780456695","11482.9373649359","10835.096377194","10969.7818380809","11085.1951332289","11342.2074195449","11459.4583613294","11816.537618243","11925.7831416031","10593.2393655941","10137.5501854716","10098.6011352893","9823.25199183097","9788.87913716629","9595.8514899822","9579.35612256936","9041.67368370537","9299.46398830877","8715.45671862619","8449.93975567848","8754.11392185095","9060.66198725122","9212.29127371184","9408.0061968899","9508.14829270738","9598.30366648603","9569.45438837312","",
"United Kingdom","GBR","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","13827.4496385702","14075.859420582","14142.2552886594","14592.1446600407","15227.9942651415","15552.4581437103","15783.9188434693","16061.9457508235","16620.8698534702","16891.6220330513","17934.1914233533","18481.7312079758","19211.5565102857","20422.4890665009","19906.8423382163","19613.8638199645","20189.6056528455","20689.6570174983","21557.8497405212","22344.3683774667","21865.1280768346","21688.996340987","22132.9982467986","23059.570217066","23547.1646756091","24479.4254258214","25185.8304019841","26465.9950111805","27925.0812363712","28568.1265388053","28691.2928745059","28291.9219603782","28321.0345262059","28967.1550453556","30014.5813988982","30674.6055465252","31373.3411897037","32556.3166954329","33480.1660134045","34442.1070945849","35576.7668473642","36341.7097504855","37077.6483548939","38132.8410859077","38813.0216936727","39740.9029213191","40418.747304743","41050.4059264847","40536.1348574428","38545.9158164225","38893.0184937365","39150.7560185113","39455.4121361028","39996.5019019858","40908.7458550667","41536.9191150355","42039.7363643926","",
"Georgia","GEO","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","1785.34248699322","1898.05095378666","1996.99463376005","2067.15195070842","2145.75223161874","2381.25034848684","2414.82700652594","2458.35341580784","2594.76932794942","2798.91412990482","2983.40118282158","3142.57329591464","3336.48244865535","3563.48866009314","3798.06157051451","3938.53276208117","4112.12083863114","4159.06363228522","4300.02485734766","4494.83904810225","4675.78665728529","4255.56225613932","4274.68353829924","4467.71029895101","4135.37309537197","3524.77875194114","2761.55505584064","1509.87726855989","1059.31042082516","958.806215864622","1010.25067936499","1152.09155715752","1297.0231891992","1350.49668758066","1400.10401611843","1436.87949686198","1516.87988282866","1610.70725347025","1812.11176218722","1943.55870108073","2158.09453289606","2391.41464669155","2722.15153092876","2821.08074275611","2753.63926595848","2964.47703373088","3220.39134823083","3469.67170117485","3633.74088304533","3851.7234153923","3973.21934830931","4083.99815764712","",
"Ghana","GHA","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","1053.26721813702","1055.39931989666","1064.81789669797","1078.55425795415","1071.59190490372","1058.47200118839","990.225830925518","999.593528410677","983.318069016268","1020.4900832306","1093.71549378129","1120.74336269751","1062.02715598459","1061.51435755436","1104.23819068952","944.624033000745","893.815620147944","899.212474212292","959.922414838288","918.372427717204","901.242606249824","844.985553747765","761.117016955691","701.526819601957","736.434963638293","749.27815954228","764.891721092447","779.145577097568","800.850878936616","819.133648706578","823.58167272907","843.371560583113","852.048912832234","869.062574711785","873.896926770507","886.47694741304","904.337547466581","919.640195183521","940.035343774864","957.967877355924","969.223555380733","982.93266749867","1001.23786170576","1026.39835751809","1056.00037533726","1089.46832083985","1129.23951607771","1147.86650079965","1220.71326686413","1247.46273767209","1312.60755731025","1460.64566451852","1558.45662357158","1633.49404214283","1659.77614480489","1685.98612144005","1707.66162367907","",
"Gibraltar","GIB","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","552.322694956107","554.467138622554","571.043735284243","571.698666099404","569.719339440412","554.046550886928","539.618529787272","534.837044744208","527.984005346809","529.374822878677","535.220157168361","549.082789735197","558.028554844908","569.22772887209","573.223454597421","583.424778301859","602.395953713983","598.616262106383","600.980415373578","606.874402325215","609.33065762079","635.168546593663","646.968779257275","622.938228964168","635.671485240139","655.92344298254","679.556105968681","690.666992162303","699.964083772918","707.366223039548","735.722667421314","",
"Gambia, The","GMB","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","422.352685864832","414.07583559625","443.949143089921","444.025946659463","459.245578183406","446.069131743647","433.630335060631","458.924725278295","470.860041086137","513.414532358205","535.396069849471","538.347735953798","556.210675075376","532.572992007835","547.974525544847","547.128568703621","523.848713666795","559.266552798306","556.023683276014","528.160205262193","525.03058394038","512.807005979723","511.027363722361","517.764145235307","515.329318743592","513.050121372174","514.021748796333","514.465290102492","501.110487460186","491.592910571878","488.555139793021","498.202520693665","501.082406725896","517.775544065441","530.101214288007","543.784995427494","509.721395155243","527.504387104399","546.774802945014","524.512768714294","513.754355252034","515.771950276684","528.371602451752","544.958564435794","562.482515877715","521.611529891501","533.776843090318","542.131868769295","530.317659945004","536.412919864956","531.918208850951","",
"Guinea-Bissau","GNB","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","488.413509336225","459.987693036808","479.258310543722","475.101044473403","488.580067998313","520.46497655039","542.233418760672","501.692736861157","566.292001274791","574.693339588119","477.953094752132","555.318263604445","566.021547821311","533.057837357176","566.518935273314","575.272557991551","557.010085292679","559.805801755743","572.141851188659","593.054710197035","614.461883089477","630.310663672492","621.867599372502","619.896601123008","625.386789052112","639.36425384823","700.025225172846","732.46638241357","517.782951041732","514.14665191197","532.267639018964","533.498089180392","517.619949198088","509.65695498922","512.427534327433","522.486155030438","522.509421809393","526.841286029863","530.93064211566","535.280986941756","546.721668646992","576.013038951893","551.637377191598","554.911608471872","545.898519631262","564.722084281907","582.374005838895","",
"Equatorial Guinea","GNQ","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","645.54440554308","645.527130262815","613.079210652013","594.92048567085","558.969580596203","594.511974224746","554.207467407727","557.807078521037","555.321324870289","532.85130834621","507.895779429347","486.984677562711","635.249741604941","682.164149844727","768.866811356712","871.588665551746","1398.89266075192","3364.35289934125","4002.27095207541","4831.07265350996","5484.3008321114","8603.95567945469","9867.56210239629","10788.028906799","14266.9279169733","15941.6469782793","16413.5404083651","18075.1767611423","20333.9404431737","19684.6970059263","17136.4456757583","17461.5519241769","18106.3366583104","16634.7676730409","16028.2495373322","14010.9427602559","12278.1291416571","",
"Greece","GRC","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","6779.88678295592","7476.29745734067","7545.85721616941","8279.94280731231","8931.28391212882","9724.57220201183","10241.8149619167","10715.5882974665","11355.5742613309","12434.2251126829","13392.3081358857","14379.9007450618","15738.2824730944","16934.8024450683","15786.2695800376","16634.4748313228","17500.3129206643","17782.1208458912","18825.0906239721","19202.0550826147","19143.1241110279","18677.4750732207","18352.4398564881","18049.1837420238","18320.5841977454","18707.5689832413","18742.3160580413","18257.8040269463","18971.6435058095","19590.0677863798","19383.934648323","19746.3821359444","19733.2904130851","19303.6669844654","19591.3995220489","19909.5296030908","20389.3180153866","21198.7906496062","21902.738778458","22489.3159600447","23275.4443060502","24111.4174535329","24965.5940271221","26349.2773362358","27614.4059346282","27698.5106148475","29176.3928664896","30054.8893883805","29874.7434456727","28514.8100942614","26917.7589787254","24495.7111345202","22830.5267787719","22251.2572924131","22565.6804825426","22648.7698813993","22699.0804969922","",
"Grenada","GRD","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","2945.87939793918","3141.93739754743","3336.86958885053","3302.72844596218","3295.38084983003","3338.44201855987","3355.40120801134","3388.50547844735","3538.39645107939","3783.98216633515","4159.92185586253","4340.90833657111","4559.93712087043","4771.77603989269","4829.31432754369","4751.55843072468","4606.02557098035","4632.19844743426","4690.73010271514","4872.62187948076","5100.51161033182","5688.94410177693","6073.98598655091","6359.78271479599","6216.99579348076","6414.88500073995","7003.12552976157","6938.73824808453","7837.35209468164","7501.84203664961","7936.04140516154","7984.84152465942","7430.56389412348","7365.6666592364","7393.88830636824","7280.33653007385","7421.47854069806","7932.66825873697","8406.77483120468","8676.33919559901","",
"Greenland","GRL","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","15656.4729016411","17401.3188157864","18055.461814736","19008.827909677","19890.5550639839","19978.734734742","21126.7150112384","23130.1993274423","24621.5604407947","25610.1031611625","27499.3834842896","27248.0986152271","25790.9724005255","26375.3367208026","24724.4610195572","25387.6140366334","27036.990708914","28211.9211584797","29412.2423364339","31087.3204227791","27295.9523444254","27314.1070965508","26011.6277169031","24748.5335683272","26073.0269742062","26899.8020031783","27262.4138468824","27613.4807529028","29702.6890009602","30111.9578470097","32193.0025256533","32514.7599681473","32051.6655893815","31842.2401042381","33899.1253315514","34814.543522518","37394.6156502563","37763.8983912884","39281.0091957183","39870.417443419","40532.5081049666","41147.9676321657","41831.8803722711","40827.7824968374","40629.9625184505","41435.6254349426","","",
"Guatemala","GTM","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","1461.76338542387","1480.50803938886","1488.87912638375","1584.34957347964","1610.43297186875","1632.64277998584","1673.34746479678","1692.37910996269","1788.40271211985","1820.37477657376","1870.7866669219","1921.02155402555","2005.98933121412","2084.86927668795","2159.69680441345","2145.3356607413","2246.0453470405","2361.92288144995","2419.71544511456","2472.35411746118","2502.86215810788","2457.30160716415","2312.23402590175","2197.45666336119","2154.71273336619","2090.34076578393","2044.07896806368","2067.39871361685","2098.44754590882","2131.0788004268","2146.59485673931","2173.62998244584","2225.92106378667","2259.76653521635","2296.93122103367","2355.89411567083","2371.31183042631","2420.02694450416","2484.76024846879","2522.86141664883","2554.78152752909","2554.25861883846","2591.3294355891","2594.92612507367","2614.71279024639","2638.29047019618","2717.76349711088","2825.13809875931","2854.07196228428","2806.98044057128","2825.52406953376","2880.41465498131","2903.39784892403","2947.97210547784","3007.90021300692","3069.04351844254","3100.20621005039","",
"Guam","GUM","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27723.6367750652","27883.240173408","29604.1479791411","30592.1607999249","29375.276247165","29576.8960380147","30054.2028456599","30111.6816042731","30700.4340081784","30693.1274789777","31257.1569439436","31754.1078606134","32129.515000324","32119.6520805371","32013.7693770213","",
"Guyana","GUY","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","1679.52516412091","1706.20434588079","1676.65541016255","1432.30079074743","1556.82958828627","1683.91448623037","1738.29734630521","1782.83022989126","1774.12977077122","1872.03006417185","1926.2526587952","1961.86239526486","1875.06224641205","1877.67794194534","2000.57495364461","2147.02283011863","2156.14198321462","2076.33186355477","2018.44175850278","1965.7450185093","1989.8342494591","2015.52612314529","1750.7639605728","1636.6594626119","1561.83299580072","1609.24268704234","1607.21643797961","1636.55669638853","1590.33359616079","1521.97133250555","1480.41004859524","1566.94091571772","1680.97115431104","1806.12755711936","1947.51303351421","2036.70192302406","2195.6207183949","2336.48414913358","2304.31438501689","2381.15030618252","2354.53152754201","2410.83043859236","2437.39627734873","2412.98087296678","2493.1424239482","2446.65189486877","2576.77532693189","2764.05956433319","2824.56822487242","2927.32731164079","3044.94912901667","3192.29554435805","3342.92066291446","3487.54801045097","3598.2908823038","3683.50319114878","3783.54332759748","",
"High income","HIC","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","11787.7905606653","12167.0912498325","12717.3849987914","13223.4084144082","13908.0978755749","14509.2564288091","15225.0227445619","15758.1394884208","16572.84199163","17348.6057009154","17871.406343818","18386.1851639352","19224.4446274063","20265.251688706","20298.9675374645","20116.6298298483","20971.0526771117","21616.8990190826","22340.3612787368","23073.5678848","23212.3621841348","23481.6321664512","23278.6628885804","23726.3684976495","24640.6770476934","25397.7066884241","26021.9749981611","26722.2660204609","27831.1599796384","28723.5601647732","29426.4256065083","29626.0727823135","30051.6617626148","30211.6135833311","30947.4041886081","31566.6980039049","32280.3979292889","33145.7280605906","33823.6569603035","34714.2862631079","35893.0070766571","36178.7173154514","36494.1165012224","37018.6217589394","37973.0732452238","38743.0729481328","39606.7597059384","40314.8403235087","40108.9253290042","38458.3905473396","39326.9526566883","39857.9623087769","40122.3083383524","40437.2940439274","41016.4461868411","41719.2484816874","42167.4081270942","",
"Hong Kong SAR, China","HKG","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","3380.62049676746","3703.47196475763","4142.28886289196","4392.20374287256","4904.742605937","4948.75695072228","4902.64045792913","4962.69748533218","5438.13237997454","5796.13303733505","6086.18487575192","6604.21257263971","7208.89769225983","7153.30942707691","7053.49504388092","8091.36490900819","8910.56518719296","9473.45734704483","10006.171923673","10727.3369221941","11448.7592463329","11604.9005906549","12113.0732675739","13190.9121842532","13148.7662351448","14421.7091566008","16190.1732625996","17421.1709631643","17634.2269182938","18250.961853647","19132.3077665695","20155.241830864","21040.534041779","21813.7198883851","21893.6855998259","21835.034100535","22758.29457067","21241.4397679412","21566.936220108","23015.9058780068","22975.0421342543","23252.475293107","24010.507190176","25896.6828387664","27688.7395310834","29446.2629728128","31081.5731918616","31553.6365256147","30711.4946896443","32549.998231121","33888.4863410673","34086.3078526145","35002.5302641216","35717.6892534615","36262.8917600247","36776.2078255772","",
"Honduras","HND","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","1095.99040533318","1085.5659619618","1116.59199199724","1124.71530556221","1152.70100545773","1221.53171953946","1250.5037481626","1287.08677351904","1332.19497835641","1301.88628555157","1309.7998826202","1322.46881009771","1357.91458313621","1421.91691866041","1363.02376517817","1350.56433289184","1447.44517093767","1549.2935305805","1652.42985381294","1676.86398547029","1636.84734329567","1627.58039311271","1556.62524144492","1496.06449879596","1514.66300491554","1531.54411017896","1497.50065389735","1541.7971410465","1566.46315802619","1587.45606014008","1543.71916019091","1548.72144627702","1589.72823567315","1641.54507858093","1575.26974197792","1594.35708032386","1606.97984437211","1642.16160171309","1645.28815629354","1572.2542157516","1620.05611297354","1622.20814070154","1641.39720275338","1674.39548410075","1736.69288395134","1799.49033173303","1874.95344908855","1947.95743406386","1987.91408312059","1900.38257131035","1932.85828999689","1969.31041398448","2013.47830649303","2033.31618619227","2059.47490887894","2098.34023056589","2137.80822009452","",
"Heavily indebted poor countries (HIPC)","HPC","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","616.531632177436","604.285836889105","630.686899261608","635.641342800349","642.576368456882","653.451406545462","654.467556096194","652.665631523112","654.986855614795","667.574923763039","678.895783453857","688.971762767771","682.823258341947","684.299084988849","704.452770304247","700.966949330187","710.063383682088","717.750567984544","716.03893951027","697.703653849402","677.519826237875","686.453199136253","677.303853610126","664.124961701929","654.849406692718","648.184506452001","650.150773895775","653.563098936883","643.016416781694","637.796460527753","612.779438692489","600.109980602004","578.598678551531","565.400686948023","550.432598545332","559.997245486019","574.0319853763","582.950657899457","587.467949758716","588.951949928625","588.845812321593","597.013245482589","600.75117682752","610.398858373952","626.127502169062","645.918592896699","666.244133635216","691.116055862552","712.54149929515","722.525086821428","742.471894124782","756.016212891046","777.735480738358","799.861146675672","821.465623992926","839.469736615127","853.202785243159","",
"Croatia","HRV","GDP per capita (constant 2010 US$)","NY.GDP.PCAP.KD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8475.13577047157","9322.35321077228","9772.25586206962","10111.2239477279","9900.05866308553","10570.139583272","10898.6869877335","11470.4838245849","12108.00265207","12605.1884848499","13121.1808182387","13755.2384446105","14476.6759598785","14778.9057526104","13704.4443440657","13505.7458630323","13899.2910130516","13636.8721403156","13529.4148038079","13517.8348696867","13935.9524070109","14452.1430277933","",
