"Media Trend","","","Geography :: Worldwide","","","","","","My Metrix"
"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","Universe :: Home and Work","","","","","","(c)2013 comScore, Inc"
"","","","Time Period :: March 2012 - May 2013","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 6/14/2013","","","","","",""

"","","","Mar-2012","Apr-2012","May-2012","Jun-2012","Jul-2012","Aug-2012","Sep-2012","Oct-2012","Nov-2012","Dec-2012","Jan-2013","Feb-2013","Mar-2013","Apr-2013","May-2013"
"328","[P]","    ARCHIVE.ORG","8,243","7,502","8,583","7,476","8,247","8,813","9,510","9,527","10,258","9,938","11,655","10,617","11,441","11,811","11,677"
"329","[P]","    Cisco Systems, Inc.","10,551","10,193","10,652","11,303","11,157","10,589","10,854","11,402","10,915","11,026","12,981","10,619","11,934","12,348","11,639"
"330","[P]","    51.COM","8,447","4,426","4,737","5,533","9,918","16,218","17,439","10,798","10,966","7,355","8,168","5,512","7,512","11,972","11,547"
"331","[P](U)","    Classified Ventures","13,419","13,451","13,667","12,733","13,254","14,361","13,072","13,149","11,974","11,292","13,101","11,907","12,215","11,913","11,545"
"332","[P]","    PSA Peugeot Citroën","10,270","9,681","9,719","10,128","8,533","7,620","9,219","9,652","9,652","7,745","6,739","8,044","11,653","11,317","11,489"
"333","[P]","    Cite Media Holding Group","15,976","13,957","14,098","14,743","14,471","15,050","8,364","8,508","8,433","8,423","8,539","7,329","8,830","11,053","11,463"
"334","[P](U)","    Postmedia Network","13,252","12,424","12,353","13,081","11,618","11,780","11,252","14,574","11,892","11,385","11,818","10,792","11,225","12,283","11,419"
"335","[P](u)","    Naukri","9,431","9,822","11,118","11,700","11,752","11,413","10,912","11,211","9,947","10,404","10,974","10,353","10,497","10,591","11,399"
"336","[P]","    Groupe Credit Agricole","12,066","11,903","12,767","12,240","12,022","11,824","11,747","11,487","11,917","11,929","12,365","11,564","11,836","11,406","11,354"
"337","[P](u)","    DMGT (exc Mail Online)","13,937","12,206","12,842","12,870","12,947","13,758","13,412","12,159","11,947","9,187","11,422","9,910","11,417","12,389","11,344"
"338","[P]","    LG Group","12,137","12,117","12,975","12,544","12,936","12,239","12,465","12,306","13,659","13,972","12,491","8,603","10,609","9,734","11,284"
"339","[P]","    GYYX.CN","10,764","3,641","504","509","2,549","6,193","2,504","1,619","4,771","2,758","1,915","2,323","9,856","763","11,239"
"340","[P]","    Carrefour Group","12,559","11,413","11,839","11,205","12,184","12,098","13,271","13,462","13,409","13,570","10,264","9,077","10,207","10,174","11,173"
"341","[P]","    Lloyds Banking Group plc","10,000","10,213","10,050","10,006","10,370","9,383","10,484","10,987","10,711","11,156","11,168","10,327","10,630","11,309","11,168"
"342","[P]","    DEEZER.COM","8,561","8,614","9,152","8,943","8,887","8,240","8,165","8,592","8,927","9,675","8,604","9,270","10,296","10,465","11,109"
"343","[P](U)","    LEGACY.COM*","11,981","11,147","11,047","11,115","11,828","12,342","11,687","11,918","10,904","10,657","12,406","11,023","11,678","10,881","11,092"
"344","[P](u)","    Toshiba Corp","12,288","11,845","11,545","12,349","13,123","12,088","12,556","12,511","11,380","11,441","13,503","11,118","12,184","11,252","11,072"
"345","[P]","    Nestle","8,519","9,211","10,307","10,298","10,425","9,861","9,842","10,111","11,172","12,305","9,877","8,915","10,913","10,221","11,034"
"346","[P]","    Tesco Stores","8,098","9,015","9,679","9,117","9,037","9,853","9,414","10,225","11,446","12,932","10,742","9,432","10,631","10,408","11,015"
"347","[P](u)","    Source Interlink Companies","11,795","11,699","11,593","10,369","10,214","10,896","10,434","12,951","12,783","12,246","13,739","10,266","11,129","11,092","11,011"
"348","[P]","    Groupe Casino","12,479","12,040","10,681","9,790","10,991","11,270","9,957","10,283","11,818","13,947","15,841","10,373","12,526","10,831","10,940"
"349","[P]","    8684.CN","5,072","4,814","4,519","4,823","5,669","6,010","6,580","6,210","6,085","6,646","7,662","5,177","6,901","10,609","10,925"
"350","[P]","    CSDN.NET Sites","7,995","5,871","6,542","6,305","7,676","6,988","6,477","6,916","7,371","7,554","6,818","4,859","6,974","9,707","10,910"
"351","[P](U)","    Mattel Sites","10,798","10,864","10,420","10,760","12,534","11,433","10,896","12,395","13,022","14,013","10,911","10,377","12,275","10,109","10,908"
"352","[P]","    KDDI Corporation","13,898","12,477","12,863","12,386","12,327","11,825","12,927","13,377","11,621","11,346","11,314","10,560","12,016","10,654","10,889"
"353","[P]","    Groupe Amaury","11,419","11,470","12,751","12,341","11,173","11,277","10,557","10,665","10,132","9,960","11,700","10,066","10,384","10,413","10,851"
"354","[P]","    Asahi Shimbun","9,232","9,976","9,000","9,514","10,418","12,088","10,548","9,886","9,247","9,903","10,891","8,261","8,365","6,959","10,830"
"355","[P]","    VistaPrint Sites","10,633","10,107","10,620","10,005","9,808","10,182","10,922","11,735","14,526","15,139","13,144","11,169","11,628","10,899","10,825"
"356","[P](u)","    Batanga","8,387","8,224","8,812","5,671","8,751","10,572","10,858","12,894","12,583","13,008","10,958","8,970","10,015","9,922","10,803"
"357","[P]","    ARD Sites","10,445","10,008","10,960","11,856","10,832","11,676","10,846","10,797","10,534","10,583","11,379","10,833","11,362","10,680","10,768"
"358","[P]","    La Poste","10,872","10,824","11,772","11,912","11,899","11,337","11,464","11,537","11,357","12,051","11,536","10,147","10,650","10,183","10,719"
"359","[P]","    Deutsche Post AG Sites","11,724","10,931","11,535","11,667","12,059","11,223","12,119","13,480","13,799","12,240","11,440","9,252","10,536","10,244","10,609"
"360","[P]","    The Royal Bank Of Scotland","10,819","10,419","10,549","11,222","10,857","10,042","10,717","11,276","10,830","10,836","11,205","10,688","11,685","10,873","10,597"
"361","[P]","    Telecom Italia","17,334","16,872","16,646","16,184","15,746","15,268","15,617","15,878","15,847","15,764","15,911","20,879","10,031","9,801","10,594"
"362","[P]","    Southwest Airlines Co.","10,980","8,615","9,096","9,730","10,501","10,959","9,514","10,471","9,796","9,130","10,438","11,176","11,385","10,747","10,581"
"363","[P]","    Gap, Inc.","10,060","9,305","10,328","10,164","10,358","10,953","10,540","10,966","13,989","13,212","9,464","8,336","10,197","9,223","10,560"
"364","[P](u)","    Reader's Digest Digital Network","29,779","7,814","8,611","8,006","9,281","9,859","9,788","12,788","12,926","13,971","11,854","11,093","12,348","10,869","10,547"
"365","[P](U)","    Gruppo Mediaset","12,161","12,301","6,273","4,989","4,311","3,937","5,134","5,619","5,594","6,219","6,765","6,944","7,033","10,141","10,542"
"366","[P]","    Sparkassen-Finanzgruppe","9,132","9,097","9,344","9,398","9,839","9,571","9,840","10,590","10,688","10,571","10,079","9,988","10,259","10,120","10,519"
"367","[P]","    JCPenney Sites","12,873","10,823","11,252","10,469","11,249","11,980","10,688","11,514","16,859","18,331","10,414","10,746","11,514","10,571","10,414"
"368","[P]","    Yomiuri Group","8,239","8,124","8,980","8,964","9,318","9,392","12,911","12,235","11,593","12,161","12,263","10,349","10,848","10,734","10,393"
"369","[P]","    TIMEANDDATE.COM","9,926","8,674","9,711","9,286","9,272","10,408","9,640","10,957","9,802","9,657","10,005","8,821","11,531","10,224","10,374"
"370","[P]","    FILEHIPPO.COM","10,530","9,489","11,362","10,522","11,109","10,956","10,396","10,111","10,306","10,383","10,979","9,955","11,107","10,229","10,360"
"371","[P]","    Bigpoint","13,231","13,691","14,800","13,097","15,312","12,532","10,942","10,641","8,957","9,182","9,890","12,390","14,875","11,577","10,353"
"372","[P]","    Rising Corp. Limited","5,301","5,430","4,429","3,810","4,808","5,505","5,826","5,416","6,738","13,692","15,340","10,784","10,952","11,619","10,339"
"373","[P](U)","    NFL Internet Group","12,157","14,510","9,700","8,293","10,069","21,669","31,176","27,544","26,120","26,384","24,237","16,941","12,303","14,919","10,334"
"374","[P]","    Virgin Group","13,002","11,304","8,637","9,508","9,075","9,272","9,455","9,133","9,310","9,173","10,154","9,505","10,223","10,392","10,257"
"375","[P]","    HomeAway","9,092","9,518","10,703","11,043","12,067","11,296","8,588","8,035","7,241","7,217","10,736","9,749","10,765","10,078","10,159"
"376","[P]","    Kingfisher","10,076","9,978","10,625","9,335","10,306","10,091","9,867","10,585","9,675","8,747","8,436","8,431","8,823","9,741","10,153"
"377","[P]","    Home Retail Group","8,858","8,913","9,432","9,279","9,962","10,545","9,444","10,323","11,716","13,793","10,828","8,808","10,274","9,858","10,103"
"378","[P]","    Domino's Pizza, Inc.","8,308","8,215","8,359","9,125","8,518","7,941","8,620","8,167","8,011","9,898","9,125","7,598","9,439","8,278","10,058"
"379","[P](U)","    E.W. Scripps","9,141","8,756","9,995","10,113","9,864","10,289","9,949","11,032","11,513","9,332","10,162","9,936","9,931","8,547","9,997"
"380","[P]","    SH.CN","6,682","5,251","4,898","4,938","6,031","6,477","5,275","5,496","6,688","6,813","6,194","4,383","5,862","9,691","9,987"
"381","[P]","    Sprint Nextel Corporation","13,140","9,836","11,138","14,670","10,888","10,671","11,643","10,371","15,897","11,464","9,837","9,283","10,929","9,456","9,970"
"382","[P]","    Department of Commerce","10,295","10,060","9,510","9,971","10,018","12,815","10,176","15,036","10,343","9,952","10,194","10,367","10,326","10,127","9,964"
"383","[P]","    TUI Group","10,238","10,569","10,845","11,105","13,155","10,497","9,053","8,424","7,446","7,405","12,269","9,660","10,090","9,328","9,926"
"384","[P]","    Roularta Media Group","10,057","9,833","11,430","11,725","9,244","8,281","9,639","10,371","9,995","8,759","9,465","9,221","9,634","8,970","9,884"
"385","[P]","    Staples.com Sites","9,187","8,705","9,422","9,041","10,861","12,336","10,988","10,844","13,129","13,390","12,933","11,028","11,113","10,574","9,855"
"386","[P]","    IBM","7,213","5,491","7,014","6,306","5,888","6,595","8,059","7,508","9,158","9,760","7,646","6,735","8,877","7,641","9,822"
"387","[P](u)","    Grupo Televisa","9,605","8,608","9,688","10,077","9,555","10,605","9,758","10,387","10,211","9,102","9,107","9,016","9,135","9,529","9,737"
"388","[P](U)","    NHL Network","4,262","4,587","5,953","2,833","3,537","1,580","1,674","1,548","1,338","1,281","4,623","4,667","8,748","8,966","9,711"
"389","[P](u)","    XE.COM","8,528","7,732","9,113","11,590","11,397","11,172","10,507","10,892","10,585","9,468","10,480","9,661","9,847","9,615","9,637"
"390","[P]","    Ryanair","8,700","9,271","9,296","9,968","10,133","9,235","8,601","8,260","7,048","6,385","8,426","7,430","8,304","8,773","9,627"
"391","[P]","    Reed Business Information","19,057","17,199","18,281","17,003","16,159","15,897","16,253","16,974","13,972","11,323","12,808","11,521","12,683","10,613","9,618"
"392","[P]","    Fairfax Media","10,655","10,306","10,959","10,390","10,346","11,307","10,764","10,174","10,324","9,907","11,000","9,566","9,986","9,295","9,600"
"393","[P](U)","    Belo","7,228","7,661","7,775","7,007","6,996","7,607","7,060","7,392","6,936","7,360","8,934","7,878","7,680","8,744","9,583"
"394","[P]","    Le Monde Sites","10,231","9,316","11,320","10,597","8,720","8,542","8,855","9,557","9,296","9,131","9,706","9,444","9,919","9,999","9,578"
"395","[P]","    InnoGames GmbH","8,048","7,536","6,957","7,011","9,186","9,640","11,011","10,210","9,009","8,491","9,105","10,106","11,102","11,875","9,577"
"396","[P]","    Portugal Telecom","9,976","10,357","10,653","8,939","7,680","7,811","7,169","7,270","7,131","6,334","6,525","7,863","9,181","10,012","9,527"
"397","[P]","    Costco Wholesale Corporation","8,002","8,229","8,461","8,625","8,557","9,473","9,309","9,484","11,537","12,104","9,193","7,942","9,573","8,932","9,497"
"398","[P]","    Yellow Pages Group","9,524","9,646","10,129","9,704","10,022","10,382","9,754","9,967","9,817","9,793","9,675","8,745","9,773","9,309","9,493"
"399","[P]","    PIPI.CN","5,411","5,592","4,288","5,352","8,421","6,047","5,674","6,268","6,199","6,787","6,949","5,558","5,164","6,282","9,352"
"400","[P]","    France Televisions Interactive","9,595","10,664","10,602","10,292","9,981","8,848","7,568","8,209","8,133","7,599","8,608","8,049","10,607","8,952","9,332"
"401","[P]","    Globe7","15,101","15,610","14,342","14,035","12,315","13,845","10,600","9,632","9,045","11,058","12,252","7,967","9,960","9,308","9,291"
"402","[P]","    Amadeus Global Travel Distribution","14,004","12,485","13,309","13,995","15,569","9,044","8,145","7,901","6,972","7,153","9,125","7,425","8,099","8,494","9,268"
"403","[P]","    Berkshire Hathaway Inc.","8,272","8,291","8,494","8,118","9,166","8,640","8,834","8,893","8,566","9,267","9,684","8,577","9,789","9,748","9,245"
"404","[P]","    Kohls Corporation","9,901","9,526","9,372","9,169","10,376","11,517","11,690","11,190","17,202","16,027","10,321","9,221","11,148","9,407","9,220"
"405","[P]","    2SHARED.COM","8,034","9,494","10,462","9,630","9,642","8,732","8,785","8,850","9,089","9,512","10,399","9,665","10,538","9,430","9,212"
"406","[P]","    BMW AG","10,871","9,428","10,000","10,172","9,169","10,216","8,749","9,706","8,896","8,866","7,498","7,156","9,187","10,073","9,183"
"407","[P]","    Impress Group","12,144","10,752","12,189","11,080","11,099","10,592","11,991","11,197","11,261","10,742","10,515","8,955","9,699","8,724","9,083"
"408","[P]","    Toysrus Sites","9,720","9,383","9,081","9,158","10,031","10,789","11,572","13,454","20,649","22,724","9,935","7,975","9,746","8,519","9,078"
"409","[P]","    Barnes & Noble","10,823","10,518","11,205","9,749","9,280","11,141","10,601","9,540","10,248","13,825","12,274","8,560","9,370","8,227","9,046"
"410","[P]","    KIEV.UA*","9,789","9,207","9,191","8,705","7,991","8,444","8,425","9,230","9,503","9,786","9,829","9,094","9,861","9,272","8,933"
"411","[P]","    Big Fish Games Sites","12,007","10,897","10,528","11,515","11,851","10,292","9,130","8,727","8,514","8,819","9,301","8,455","9,589","8,763","8,886"
"412","[P]","    NK.PL","15,431","12,810","12,691","12,029","12,051","11,825","11,595","11,232","10,909","10,991","10,676","9,792","9,781","9,309","8,883"
"413","[P]","    52PK.COM","7,808","7,742","6,001","6,744","8,516","7,448","6,501","6,619","6,273","7,033","7,627","6,835","6,904","9,056","8,877"
"414","[P]","    Internet Initiative Japan","10,524","10,082","10,624","11,088","11,279","11,215","11,853","11,223","11,668","10,822","10,756","8,918","9,506","8,644","8,870"
"415","[P]","    BNP Paribas","8,617","8,658","7,932","7,984","8,134","7,786","7,894","7,967","7,762","8,165","8,650","8,306","8,768","8,804","8,842"
"416","[P]","    Zazzle","10,407","10,335","11,271","10,301","11,040","10,894","11,138","11,134","12,022","14,350","11,360","9,073","9,801","8,547","8,836"
"417","[P]","    Nintendo Co.","11,855","11,501","10,009","11,720","11,673","11,326","9,588","9,981","13,075","13,152","10,224","8,498","11,258","9,367","8,835"
"418","[P]","    Superpages.com Network","15,413","14,271","16,420","14,673","13,967","14,316","13,153","13,325","12,537","12,182","13,214","11,890","12,108","9,492","8,819"
"419","[P]","    Spiegel Verlag","7,162","6,620","7,284","7,570","6,608","6,949","7,344","7,748","7,474","7,295","8,656","8,783","9,128","8,633","8,796"
"420","[P]","    MONOGRAFIAS.COM","11,920","9,657","11,757","9,296","6,568","7,867","9,395","10,106","9,649","5,436","5,541","6,705","7,688","8,895","8,775"
"421","[P]","    Societe Generale","8,714","7,975","8,621","8,808","8,398","8,454","8,792","8,643","8,549","8,161","8,590","7,666","7,947","8,039","8,717"
"422","[P]","    Groupe Spir Communication","10,388","9,810","10,126","8,868","9,414","8,896","9,879","9,730","9,133","8,232","9,188","9,034","9,443","9,154","8,714"
"423","[P]","    Hyundai Kia Automotive Group","11,301","10,583","10,666","9,655","9,085","8,081","9,797","8,697","9,681","10,942","8,076","8,715","11,044","10,351","8,696"
"424","[P]","    NIKKEI","8,853","8,329","9,298","8,495","8,928","9,161","10,942","10,084","10,519","10,112","10,845","8,568","8,565","8,016","8,625"
"425","[P](u)","    Hollywood.com Sites","8,665","7,508","7,418","7,597","8,714","9,110","6,925","8,908","7,733","9,217","8,305","6,958","7,371","7,685","8,613"
"426","[P]","    Groupe Auchan","9,688","8,682","7,991","7,587","8,182","7,474","7,883","8,051","9,588","11,119","9,778","8,382","9,325","9,027","8,588"
"427","[P]","    Coca-Cola Company","8,222","8,139","10,131","10,982","9,378","8,965","7,833","7,675","7,150","8,093","5,228","5,447","6,724","6,968","8,584"
"428","[P](u)","    Live Nation Network","10,518","9,636","9,114","9,071","8,726","8,033","7,059","7,462","7,946","6,663","7,113","8,120","8,950","9,661","8,583"
"429","[P](u)","    ROGERS","11,081","10,827","10,205","9,552","9,073","9,208","9,534","10,390","10,074","9,865","9,477","8,665","8,870","8,948","8,548"
"430","[P]","    News Interactive Pty Limited","10,219","10,136","10,422","9,692","9,861","8,453","7,689","7,739","7,725","8,172","8,089","6,965","7,508","9,092","8,492"
"431","[P]","    Barclays Bank","10,180","8,462","8,422","8,460","8,728","9,304","9,706","10,306","10,352","10,439","10,312","7,445","8,636","8,779","8,463"
"432","[P]","    freenet AG","12,156","11,226","11,348","10,385","10,330","11,028","9,961","10,398","10,137","9,734","9,645","8,754","9,591","9,213","8,443"
"433","[P]","    Mainichi Shimbun","12,058","11,374","12,155","11,688","11,351","11,477","10,565","9,938","9,933","10,310","10,145","8,237","9,060","8,427","8,418"
"434","[P]","    MIXI, Inc.","14,486","13,815","13,865","13,435","12,961","12,619","12,081","11,285","11,246","11,183","10,653","9,780","10,576","8,929","8,416"
"435","[P]","    METEOFRANCE.COM","5,858","7,675","9,000","8,731","9,143","7,495","6,542","6,354","5,341","6,637","8,464","6,523","7,541","7,200","8,381"
"436","[P]","    TD Bank Financial Group","8,093","8,125","8,088","7,984","8,038","8,428","8,775","8,648","8,289","8,597","9,048","8,353","8,476","8,657","8,380"
"437","[P]","    Walgreen Co.","6,091","6,653","6,629","6,989","6,794","7,586","7,998","7,837","8,281","10,494","8,432","7,095","8,421","7,888","8,352"
"438","[P]","    Match.com Sites","10,469","10,034","9,572","9,710","9,909","10,163","9,553","9,115","8,210","8,423","9,290","8,412","8,170","8,246","8,333"
"439","[P]","    CA.GOV","7,960","7,970","7,480","7,643","7,743","8,152","8,053","8,693","8,008","7,541","8,723","8,339","8,854","8,971","8,325"
"440","[P](U)","    TV Guide Online Network","8,668","8,219","8,725","8,217","8,014","8,043","9,305","9,191","8,737","8,601","9,598","8,149","8,879","8,279","8,301"
"441","[P]","    Limitedbrands","9,464","8,892","9,326","10,300","9,175","8,697","7,857","8,143","11,408","13,423","9,658","8,366","8,731","8,409","8,298"
"442","[P]","    Marriott","7,485","7,310","7,706","7,544","7,839","8,297","8,101","7,667","7,094","6,471","7,389","7,223","8,430","7,952","8,243"
"443","[P]","    CQVIP.COM","6,784","6,271","6,462","5,896","6,022","6,695","6,576","5,536","4,646","4,550","4,069","2,754","4,986","7,677","8,223"
"444","[P]","    UUU9.COM","7,124","6,684","5,458","6,029","11,735","7,483","6,267","6,871","7,057","7,578","8,106","7,036","6,618","9,159","8,222"
"445","[P]","    Avon Products Inc.","7,948","7,523","7,595","6,979","6,959","7,131","7,526","8,407","8,627","8,171","8,130","7,968","8,545","8,090","8,171"
"446","[P]","    Acer Inc.","10,948","10,314","9,954","8,845","10,028","9,001","8,434","7,984","9,889","9,248","8,391","7,916","8,221","7,427","8,133"
"447","[P]","    VEOH.COM","12,062","10,352","10,003","10,294","9,924","9,908","8,625","8,272","8,345","8,909","8,584","7,890","8,401","8,239","8,054"
"448","[P]","    CITY-DATA.COM","8,266","8,307","8,764","8,936","9,407","8,144","7,844","8,161","7,233","6,859","8,554","7,863","8,169","8,409","7,990"
"449","[P]","    LIVESCORE.COM","11,228","11,487","9,369","8,619","4,946","7,838","9,962","9,932","9,454","7,982","7,264","8,025","8,538","9,092","7,985"
"450","[P](U)","    Lee Enterprises, Incorporated","9,906","7,684","7,561","7,885","8,808","9,364","8,429","8,599","8,554","8,375","9,161","8,351","8,875","8,689","7,949"
"451","[P]","    Virgin Media","8,169","8,736","9,705","8,945","8,580","8,068","8,028","8,247","8,573","7,865","8,929","7,344","8,620","8,024","7,935"
"452","[P]","    KOOORA.COM","11,473","11,647","10,482","10,941","8,575","9,184","9,115","9,024","8,936","8,318","8,786","7,852","8,717","8,302","7,911"
"453","[P](U)","    YAM.COM","7,254","9,006","9,597","9,391","8,991","9,577","9,194","8,918","8,614","8,926","8,785","8,218","8,962","8,108","7,906"
"454","[P](u)","    Dogan Online","9,232","10,078","10,795","9,906","10,091","9,979","10,271","9,841","9,533","10,460","10,331","7,899","8,105","7,814","7,900"
"455","[P](u)","    Bauer Consumer Media","7,117","7,171","8,162","7,406","6,971","6,889","9,044","9,267","9,748","9,910","9,580","7,831","9,730","8,877","7,877"
"456","[P]","    CRSKY.COM","5,983","5,515","4,632","4,964","6,164","5,571","4,918","5,469","5,968","6,051","5,946","4,305","5,567","7,241","7,817"
"457","[P](U)","    CollegeHumor Media","10,377","9,973","10,925","9,519","10,627","8,891","7,450","9,179","9,610","11,204","10,179","9,081","9,756","9,124","7,773"
"458","[P]","    Intel","8,228","8,795","10,958","8,030","7,067","9,478","15,202","8,716","8,820","11,827","6,795","5,881","8,264","7,240","7,763"
"459","[P]","    Hilton Worldwide","6,972","6,647","7,587","7,637","7,760","8,271","6,835","6,842","6,590","6,145","7,822","7,297","7,957","7,907","7,755"
"460","[P]","    Vuze Sites","11,442","11,182","11,305","10,940","10,795","10,324","9,959","9,355","10,522","9,179","8,833","8,107","8,562","7,818","7,741"
"461","[P]","    MADE-IN-CHINA.COM","9,159","7,901","8,229","7,102","7,072","6,723","6,762","7,356","7,248","6,844","7,565","5,881","7,470","7,982","7,738"
"462","[P]","    Take 2 Interactive","6,175","5,958","7,314","7,248","6,626","7,184","5,814","6,516","7,557","6,802","7,057","5,954","6,928","7,322","7,721"
"463","[P]","    NERO.COM","7,591","7,232","7,745","7,348","8,304","8,133","9,288","6,354","6,201","6,874","6,394","5,572","7,302","6,119","7,703"
"464","[P]","    Moneysupermarket.com Financial Group","4,124","4,092","4,426","4,226","4,783","4,222","3,861","3,666","3,303","2,980","8,204","7,081","7,338","7,523","7,685"
"465","[P]","    Coupons, Inc.","6,732","6,274","6,307","6,796","6,595","6,663","7,084","7,415","7,947","7,745","7,621","6,655","7,981","7,433","7,678"
"466","[P]","    Sankei Shimbun","9,755","9,258","9,644","9,748","10,597","10,744","10,138","9,295","8,853","9,735","8,795","7,948","8,789","7,772","7,653"
"467","[P]","    British Telecommunications","6,814","6,807","6,861","6,682","7,033","6,854","6,778","6,969","6,746","6,480","7,273","6,495","7,371","6,378","7,635"
"468","[P]","    EUROPA.EU","7,576","6,785","7,579","6,345","5,558","5,097","6,602","7,684","7,281","6,335","7,326","7,111","7,440","7,351","7,595"
"469","[P]","    eMule (App)","16,926","15,092","14,405","13,337","12,999","12,147","10,978","10,442","9,925","9,606","8,865","7,677","8,024","7,787","7,581"
"470","[P]","    Arcandor AG","8,242","8,102","8,060","7,000","7,525","6,489","7,503","8,128","7,785","7,514","7,650","6,229","7,798","7,398","7,576"
"471","[P](u)","    Activision Blizzard","6,859","7,415","9,073","5,838","6,464","6,391","5,365","5,754","9,523","5,818","5,617","4,797","4,538","5,307","7,556"
"472","[P](U)","    MyLife.com Sites","12,380","12,561","12,227","10,885","11,921","11,523","9,985","9,854","9,156","9,354","10,142","8,180","8,908","8,100","7,556"
"473","[P]","    IRS.GOV","13,981","15,193","6,617","5,785","5,554","5,372","4,149","5,333","4,220","5,038","12,901","22,614","16,931","16,860","7,532"
"474","[P]","    DIRECT.GOV.UK","9,131","8,390","8,967","8,708","8,965","8,632","9,222","7,786","5,154","5,053","6,434","6,199","7,144","7,445","7,529"
"475","[P]","    Twenga","7,544","7,639","9,005","8,137","7,862","6,077","6,897","6,703","8,061","9,976","9,697","7,419","8,116","8,139","7,475"
"476","[P]","    Delta Airlines","6,935","6,295","6,576","6,965","7,289","7,711","6,922","7,167","6,681","6,699","7,599","6,940","7,606","7,284","7,470"
"477","[P]","    ED.GOV","9,420","8,836","8,107","7,499","7,711","6,868","5,692","5,306","4,825","5,003","8,447","8,467","8,676","8,629","7,469"
"478","[P]","    Hutchison Whampoa","7,093","6,680","7,461","6,972","6,760","7,020","7,528","7,207","7,761","8,142","6,956","6,618","7,281","6,788","7,463"
"479","[P](u)","    GiantRealm","17,354","15,114","15,262","14,769","13,692","12,558","12,299","11,861","10,501","10,626","10,597","8,225","8,692","8,298","7,428"
"480","[P]","    Discover Financial Services","5,929","6,169","5,954","6,386","6,675","7,181","6,818","7,547","6,671","7,906","8,376","6,644","7,639","7,730","7,427"
"481","[P]","    Citrix Systems, Inc.","6,459","6,083","6,339","6,044","6,521","7,342","7,323","7,311","7,167","6,785","8,275","7,430","8,187","7,400","7,403"
"482","[P](U)","    Interactive One","7,870","6,463","6,254","6,671","7,260","10,293","6,940","9,075","7,815","8,868","7,885","6,321","6,312","6,082","7,369"
"483","[P]","    Deutsche Bahn","6,971","7,265","7,300","7,206","8,108","8,297","7,839","7,855","7,110","7,715","7,346","6,819","7,495","7,236","7,360"
"484","[P]","    Eniro Sites","8,392","7,743","8,083","6,747","7,046","7,705","7,693","7,787","7,647","7,487","7,788","7,086","7,478","7,537","7,294"
"485","[P]","    WebMediaBrands Inc.","8,562","8,069","8,272","7,477","7,417","7,524","8,337","8,041","7,477","6,960","7,847","6,581","7,803","7,619","7,210"
"486","[P]","    Unilever","5,745","6,520","6,388","7,725","7,488","7,240","6,384","6,995","7,202","5,707","4,806","5,217","7,416","8,167","7,197"
"487","[P]","    IP138.COM","4,439","3,561","3,889","4,091","5,553","6,503","5,510","6,144","6,457","6,035","5,599","3,956","4,648","6,835","7,195"
"488","[P]","    Ubisoft Entertainment","9,880","9,915","11,096","12,440","14,235","8,387","6,017","8,936","10,583","11,081","8,200","8,230","12,381","10,291","7,194"
"489","[P]","    CANALBLOG.COM*","9,625","9,555","10,392","9,398","8,449","8,166","7,807","8,319","8,463","8,946","8,044","6,916","7,561","6,900","7,167"
"490","[P]","    COOKPAD.COM","7,056","6,813","7,063","6,830","6,953","6,793","7,105","7,075","7,093","7,171","7,120","6,993","7,183","6,926","7,158"
"491","[P]","    VeryCD","18,483","15,075","14,373","12,854","13,366","11,895","11,546","11,071","10,756","7,647","6,504","4,934","5,386","7,168","7,104"
"492","[P]","    TORRENTREACTOR.NET","14,630","12,853","17,231","15,827","16,467","14,954","14,190","15,504","16,197","14,416","13,095","10,657","11,314","8,709","7,055"
"493","[P]","    NHK Group","8,737","9,762","9,852","10,769","11,007","11,110","11,098","9,352","8,945","11,742","9,972","8,364","7,710","7,630","7,031"
"494","[P]","    Vector Inc.","10,591","9,691","10,329","10,247","9,457","7,569","7,608","6,970","6,578","7,151","7,387","6,674","7,111","6,698","6,921"
"495","[P]","    Gurunavi","7,705","6,606","6,761","6,418","6,837","7,284","6,831","6,607","7,668","8,271","7,297","6,829","7,368","6,587","6,912"
"496","[P](u)","    ITV Sites","5,817","6,836","6,760","5,913","5,978","6,099","7,093","8,262","7,737","6,716","6,917","6,052","6,948","6,859","6,890"
"497","[P]","    Panasonic Group","9,454","7,439","8,235","8,115","7,164","7,317","6,631","7,196","7,719","8,376","7,720","6,163","8,168","6,792","6,887"
"498","[P](u)","    Telegraaf Media Groep","8,948","8,821","8,763","8,319","7,753","7,662","7,451","7,358","7,178","7,212","7,229","6,858","7,245","6,897","6,822"
"499","[P]","    Gruppo Editoriale Espresso","6,848","6,598","6,830","6,209","5,758","5,706","6,231","6,477","6,273","6,221","6,438","6,879","6,911","6,756","6,820"
"500","[P](U)","    ABC OTV","4,945","4,660","4,893","4,291","4,671","5,136","5,267","7,379","6,064","5,775","6,903","6,703","6,055","6,791","6,816"
