"Media Trend","","","Geography :: Worldwide","","","","","","My Metrix"
"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","Universe :: Home and Work","","","","","","(c)2013 comScore, Inc"
"","","","Time Period :: March 2012 - May 2013","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 6/14/2013","","","","","",""

"","","","Mar-2012","Apr-2012","May-2012","Jun-2012","Jul-2012","Aug-2012","Sep-2012","Oct-2012","Nov-2012","Dec-2012","Jan-2013","Feb-2013","Mar-2013","Apr-2013","May-2013"
"154","[P]","    6.CN","15,150","12,852","12,727","12,871","12,823","13,297","13,478","11,598","10,409","12,077","15,630","16,008","18,903","23,566","27,166"
"155","[P](u)","    ValueClick Sites","24,807","23,242","24,319","24,430","24,945","25,515","25,054","28,598","25,795","24,851","27,600","25,950","27,694","25,333","26,937"
"156","[P]","    TARINGA.NET","32,524","31,994","34,495","32,451","32,237","31,027","32,275","34,559","32,180","27,358","26,922","23,755","25,564","25,108","26,885"
"157","[P]","    GMO Internet Group","34,198","33,228","33,550","33,884","33,530","32,962","31,776","30,568","29,279","29,338","29,783","25,816","27,403","26,729","26,879"
"158","[P]","    Solocal Group","32,693","31,224","32,959","30,926","31,078","30,351","30,813","31,037","29,387","28,766","30,217","26,083","27,636","26,963","26,839"
"159","[P]","    NIH","27,427","26,483","26,297","23,952","22,666","23,243","26,040","29,480","27,623","23,817","25,985","26,214","28,449","27,271","26,797"
"160","[P]","    AT&T, Inc.","22,442","21,610","21,627","22,790","23,439","23,809","24,873","23,175","23,449","27,522","26,305","25,054","27,427","26,312","26,678"
"161","[P](U)","    Telegraph Media Group","15,368","15,614","16,431","15,873","17,477","17,562","17,807","30,083","30,748","29,476","31,161","27,474","27,335","28,107","26,618"
"162","[P](U)","    Forbes Digital","19,737","19,050","20,226","19,326","18,537","21,018","21,222","25,264","23,801","22,969","26,383","25,604","26,964","26,196","26,431"
"163","[P](U)","    CareerBuilder LLC","27,789","26,691","26,982","25,472","26,574","27,665","26,859","28,340","27,185","24,773","26,636","25,409","27,120","25,944","26,056"
"164","[P]","    BADOO.COM","34,406","36,944","36,492","25,868","26,473","25,429","25,108","24,159","23,211","22,937","24,626","24,239","25,582","26,317","25,722"
"165","[P]","    Bank of America","24,150","23,247","23,368","23,792","25,177","26,668","26,714","27,284","26,488","27,261","27,078","25,680","25,670","26,028","25,601"
"166","[P]","    Seesaa","34,300","32,888","33,132","32,061","32,223","31,200","30,798","27,432","26,861","26,774","26,341","23,456","24,989","24,584","25,320"
"167","[P]","    Volkswagen Group","20,323","18,739","19,347","19,397","19,159","18,862","21,281","21,069","24,112","24,051","21,558","19,586","23,586","24,405","25,098"
"168","[P](U)","    Bestofmedia Group","26,309","25,244","25,916","25,297","25,125","25,903","26,126","28,306","29,374","28,604","30,141","26,379","28,238","25,634","25,050"
"169","[P]","    Infospace Network","11,048","10,186","8,717","9,962","11,475","10,344","11,919","12,873","12,053","18,407","24,483","26,433","26,370","28,828","25,039"
"170","[P]","    IKEA","24,627","23,150","22,933","22,860","25,057","26,892","27,375","26,450","27,465","26,606","29,639","24,533","27,416","25,428","25,022"
"171","[P]","    Target Corporation","24,324","23,955","23,667","24,596","26,413","26,437","25,155","27,270","38,183","38,105","25,417","24,167","25,626","24,492","24,965"
"172","[P]","    TQ Digital Entertainment","16,516","14,504","14,564","16,150","17,389","18,364","19,467","19,035","18,150","20,219","19,016","19,780","20,720","25,442","24,721"
"173","[P]","    Iliad - Free.fr Sites","31,594","30,134","30,822","28,932","26,560","25,452","26,937","27,646","27,005","26,462","27,003","23,995","25,650","24,618","24,708"
"174","[P](u)","    CafeMom Network","23,608","23,848","23,478","23,239","25,234","24,897","22,713","24,762","22,493","23,783","23,956","22,072","21,711","21,312","24,482"
"175","[P]","    Gruner+Jahr Sites","24,112","23,862","25,536","24,636","22,097","23,350","23,768","24,708","25,096","27,078","27,564","24,691","26,356","24,647","24,452"
"176","[P](U)","    LeGuide.com Sites","17,260","31,452","32,671","29,481","27,901","28,074","27,742","30,168","32,196","31,739","31,724","26,799","28,490","26,206","24,398"
"177","[P]","    CRI Online Sites","9,505","7,810","8,986","8,051","9,409","9,357","9,618","8,372","7,570","7,761","7,592","6,195","10,501","20,292","24,247"
"178","[P]","    Chinabyte Technology Co.","11,495","9,939","7,399","7,687","9,421","12,093","17,135","12,404","15,391","16,919","13,925","9,763","13,801","20,221","24,231"
"179","[P](U)","    Groupe TF1","26,056","24,800","26,456","25,541","24,437","26,172","25,555","25,881","25,562","25,091","26,836","25,093","27,380","25,453","24,210"
"180","[P]","    Ebuzzing","33,833","37,587","36,600","33,142","31,240","30,845","31,088","31,301","31,153","28,238","27,790","24,095","25,944","24,930","24,124"
"181","[P](u)","    Cox Enterprises Inc.","26,490","24,321","25,141","23,536","23,687","24,549","21,924","22,732","22,246","22,151","24,513","24,262","24,741","25,013","24,062"
"182","[P](u)","    Reuters Sites","24,314","23,094","24,139","24,925","25,818","26,439","26,126","28,860","25,465","23,971","24,422","25,696","27,733","28,060","24,025"
"183","[P]","    Kakaku.com Inc.","25,629","23,601","24,171","23,799","24,745","24,311","24,037","23,895","23,899","24,678","24,874","22,739","24,687","23,086","23,923"
"184","[P]","    TIEXUE.NET","8,604","8,093","8,056","7,339","12,412","11,900","13,825","11,230","11,589","12,321","12,295","10,332","12,854","24,275","23,813"
"185","[P]","    Opera Software","37,490","34,892","34,763","31,637","29,757","29,337","29,607","29,444","30,165","28,963","28,020","26,924","27,749","25,797","23,711"
"186","[P](U)","    PANDORA.COM","21,020","20,312","20,580","19,400","18,867","20,966","22,233","23,325","23,879","25,476","22,466","22,591","23,883","23,605","23,566"
"187","[P](u)","    Best Buy Sites","25,059","22,980","24,788","25,020","26,243","26,860","27,056","25,989","44,011","41,790","28,690","23,584","26,055","23,513","23,480"
"188","[P](u)","    WorldNow Sites","22,657","22,298","23,576","21,915","23,263","24,258","21,011","25,355","21,589","22,099","23,975","23,577","22,633","22,463","23,391"
"189","[P]","    McAfee.com Sites","22,005","20,443","21,261","20,804","23,468","22,390","19,519","19,877","20,440","20,000","20,524","20,443","23,776","22,385","23,286"
"190","[P]","    Xacti Corporation","18,788","19,121","18,859","17,200","19,252","20,319","22,482","22,991","24,539","18,988","24,619","22,687","26,780","24,940","23,001"
"191","[P]","    Sears Sites","23,110","22,167","22,646","22,034","22,865","22,857","22,512","24,170","33,373","32,498","23,810","22,118","23,857","22,236","22,713"
"192","[P]","    Nokia","26,585","25,111","24,742","24,219","24,103","26,415","30,351","23,048","22,762","25,631","22,651","21,510","21,426","19,477","22,711"
"193","[P]","    Nifty Corporation","30,473","28,664","30,256","29,146","30,208","29,158","28,504","26,980","26,547","25,782","25,920","22,890","23,948","22,374","22,668"
"194","[P]","    Verizon Communications Corporation","23,205","21,970","23,340","27,693","29,462","24,782","25,649","25,198","24,970","25,531","23,346","21,076","23,316","23,308","22,587"
"195","[P]","    KAIXIN001.COM","23,298","20,046","19,445","18,562","17,832","18,116","16,282","15,291","14,641","14,033","13,710","11,130","13,269","21,781","22,493"
"196","[P](u)","    Encyclopaedia Britannica","18,685","16,951","16,757","14,168","13,292","14,706","17,690","20,648","19,831","18,527","22,007","22,394","23,714","23,254","22,339"
"197","[P]","    7K7K.COM","14,800","16,138","13,440","15,733","21,926","23,622","17,685","19,606","18,998","19,078","20,887","22,700","17,502","23,329","22,256"
"198","[P](U)","    Vocento","22,554","21,782","23,108","21,220","19,614","20,143","21,006","23,573","22,445","21,311","22,361","20,894","21,179","22,624","22,216"
"199","[P](U)","    BabyCenter","19,311","18,749","19,899","18,842","18,311","19,712","19,302","20,689","19,863","18,288","20,884","19,234","21,269","21,507","22,050"
"200","[P](U)","    Buscape Company","17,732","18,575","20,710","20,111","19,727","20,979","19,864","21,152","21,192","19,477","20,306","20,656","22,520","22,735","22,013"
"201","[P](U)","    WhitePages","21,863","21,565","22,279","22,245","22,603","23,231","20,094","22,560","21,185","23,419","24,137","21,777","23,886","22,175","21,809"
"202","[P]","    JPMorgan Chase Property","20,684","20,309","19,809","20,148","21,559","22,749","22,586","23,198","22,858","23,848","23,801","22,152","22,968","22,540","21,774"
"203","[P]","    IncrediMail Ltd","24,262","19,238","20,651","27,880","34,985","40,400","44,805","46,148","46,303","46,679","46,128","38,818","34,374","31,165","21,594"
"204","[P](u)","    Fox Interactive Media","36,105","32,966","34,475","30,088","29,767","30,421","36,032","34,617","32,617","31,093","22,235","18,032","20,759","21,127","21,575"
"205","[P]","    FILESTUBE.COM","64,694","64,323","58,962","51,666","50,848","46,514","39,741","39,408","43,155","36,570","30,201","16,068","21,385","22,575","21,425"
"206","[P]","    The Home Depot, Inc.","15,825","16,400","17,461","17,950","18,183","17,338","16,861","17,490","18,609","17,257","17,379","15,615","18,482","20,571","21,391"
"207","[P]","    General Motors","19,390","21,056","22,473","16,987","16,998","17,429","21,520","21,218","21,151","16,412","17,150","18,581","24,634","23,923","21,261"
"208","[P]","    Dell","25,142","22,198","23,614","22,689","23,287","22,612","23,292","22,625","24,763","22,916","22,839","19,515","23,939","23,511","20,863"
"209","[P]","    51JOB.COM","12,700","8,859","9,426","8,706","9,134","8,438","9,093","9,142","9,997","10,289","9,959","10,512","15,708","18,338","20,712"
"210","[P](u)","    Shopzilla/Aisle A Sites","33,017","31,434","31,219","28,121","29,973","27,524","27,468","29,687","32,387","35,419","29,063","24,155","25,452","22,419","20,687"
"211","[P](U)","    AccuWeather Sites","12,318","12,552","13,411","14,295","15,606","16,413","14,784","19,278","14,311","16,840","18,178","17,445","18,403","17,919","20,339"
"212","[P]","    Wells Fargo","19,166","18,425","18,212","19,016","18,960","19,694","20,424","20,707","19,652","25,307","20,308","19,999","20,400","20,443","20,308"
"213","[P]","    DEPOSITFILES.COM","59,170","57,044","58,581","55,513","56,213","53,636","53,151","51,335","49,626","48,330","42,348","35,535","25,501","21,566","20,203"
"214","[P]","    Procter & Gamble","14,720","12,734","13,119","13,373","14,035","15,449","17,214","16,917","19,862","19,969","15,904","13,228","17,060","17,117","20,147"
"215","[P]","    ZHAOPIN.COM","12,438","8,348","9,522","7,588","8,333","8,078","7,299","7,589","7,937","7,194","6,534","7,637","14,060","18,900","20,065"
"216","[P]","    Citigroup","19,790","19,235","19,341","19,709","20,520","22,043","20,341","20,272","19,730","20,871","20,422","19,327","19,890","20,429","20,036"
"217","[P](u)","    Pearson Education","22,813","20,502","20,704","16,058","13,285","16,791","23,075","24,098","22,894","19,349","21,325","20,858","20,890","20,752","19,887"
"218","[P](U)","    Clear Channel Online","20,380","18,150","19,388","18,363","18,542","18,840","19,175","20,537","20,785","18,875","19,140","19,474","19,313","21,841","19,697"
"219","[P]","    NEC Corporation","24,485","22,700","24,713","23,946","23,125","23,213","22,176","22,073","20,622","21,500","22,137","19,308","20,513","19,007","19,565"
"220","[P]","    TALEO.NET","15,971","15,304","16,606","16,655","17,379","17,145","17,328","17,940","15,929","14,698","18,574","16,488","17,920","19,149","19,510"
"221","[P](u)","    Grupo Intercom","51,478","48,316","53,004","49,771","49,949","48,629","49,061","21,832","21,265","17,363","21,037","18,865","20,192","20,049","19,236"
"222","[P]","    Hatena","25,461","23,787","25,676","23,200","25,468","24,923","24,393","23,787","23,426","22,987","23,202","20,372","21,126","19,424","19,013"
"223","[P](U)","    Sky Sites","16,866","16,817","17,205","16,274","15,678","16,132","14,357","16,245","16,131","15,907","17,523","15,278","17,512","18,379","19,009"
"224","[P](U)","    Hulu","20,468","19,705","19,993","18,526","18,086","19,981","19,769","22,365","21,324","21,147","21,611","19,399","19,935","19,389","19,004"
"225","[P]","    METRO Group","16,396","16,136","17,180","16,283","14,917","14,669","16,035","18,114","20,484","26,058","21,257","17,345","18,148","17,003","18,607"
"226","[P]","    UPS Sites","18,011","16,960","19,233","17,621","18,166","20,132","19,353","19,793","21,175","27,201","21,334","17,719","19,139","18,565","18,575"
"227","[P]","    Kingsoft Corp","21,755","16,973","18,278","18,279","19,461","17,828","16,016","15,822","16,109","18,036","21,035","17,243","16,904","19,954","18,497"
"228","[P]","    Vivendi","21,771","21,592","21,969","20,045","19,894","17,824","19,278","19,923","19,270","19,486","19,773","18,160","18,645","17,897","18,446"
"229","[P](U)","    Advance Digital","22,185","20,188","20,788","19,683","19,075","19,940","17,406","22,340","22,291","19,186","19,045","16,254","17,844","17,802","18,401"
"230","[P]","    United Online, Inc","20,408","18,750","18,830","15,976","18,926","24,926","29,545","27,162","20,395","21,325","23,919","15,957","17,084","18,615","18,377"
"231","[P]","    HC International Inc.","11,146","8,300","8,121","7,473","9,657","10,348","8,982","9,167","9,670","9,386","8,916","6,402","10,219","17,096","18,166"
"232","[P]","    NIC.IN","11,105","10,968","15,044","14,200","12,252","11,820","10,892","10,717","11,098","11,928","12,097","12,253","13,762","13,803","18,127"
"233","[P]","    WildTangent Media","29,791","28,799","26,449","26,617","25,836","23,819","19,745","19,978","19,027","20,148","19,096","16,634","17,929","18,408","18,087"
"234","[P]","    BitComet (App)","20,832","20,624","20,792","20,809","20,751","20,566","20,783","19,083","18,977","19,196","19,185","18,148","18,124","17,991","18,072"
"235","[P]","    Lojas Americanas","10,232","9,900","10,472","9,781","10,177","9,788","9,820","10,461","11,683","11,515","10,791","15,705","17,668","17,474","18,041"
"236","[P]","    Samurai Factory Inc.","26,215","24,208","25,247","23,021","23,806","22,755","22,633","20,826","19,530","19,162","19,319","17,314","18,319","16,837","17,938"
"237","[P]","    Onlinedown Sites","15,054","12,613","10,522","10,208","13,291","11,912","11,258","11,855","13,159","10,810","11,700","9,205","12,399","17,357","17,801"
"238","[P](u)","    Rediff.com India Ltd","19,941","19,826","19,431","18,380","18,037","17,202","16,751","17,959","16,962","19,820","19,740","17,101","16,666","17,211","17,695"
"239","[P]","    SOFTBANK Group","19,721","18,808","19,199","18,755","19,202","19,148","20,554","18,680","18,747","18,656","19,148","17,303","18,679","17,109","17,642"
"240","[P]","    American Express","14,805","14,473","14,952","15,935","15,388","17,026","17,987","17,212","19,217","20,611","18,655","16,761","17,993","17,077","17,550"
"241","[P]","    Excite Japan Sites","20,501","19,576","20,172","19,624","20,444","21,040","22,026","19,431","18,955","19,044","19,292","16,590","17,524","16,515","17,485"
"242","[P]","    Trovit Sites","13,200","12,732","13,964","12,436","12,895","12,451","13,696","13,424","12,685","10,775","14,782","13,662","13,579","12,040","17,441"
"243","[P]","    Gruppo Fiat","12,649","12,725","13,585","13,028","13,620","13,627","13,484","11,968","12,273","11,995","10,772","12,792","14,821","15,738","17,386"
"244","[P]","    LVMH Sites","12,749","12,232","12,857","11,951","10,896","10,285","11,635","13,821","15,418","18,485","14,960","13,049","14,940","16,020","17,083"
"245","[P]","    Nissan","12,054","10,725","10,842","11,634","12,726","9,951","14,052","11,174","13,068","11,043","12,200","11,353","12,871","14,504","17,013"
"246","[P]","    Corel Corporation","15,136","13,683","14,374","13,623","14,210","13,754","14,146","14,398","14,754","14,602","14,246","13,292","15,199","16,231","16,938"
"247","[P]","    Recruit Co., Ltd.","19,420","17,356","17,298","16,979","17,790","18,287","18,051","16,299","60,658","55,625","74,523","69,197","72,780","17,325","16,937"
"248","[P](u)","    Michelin Group","15,624","16,634","17,526","16,789","19,202","24,213","21,678","16,823","15,830","14,194","16,309","15,079","15,034","16,056","16,931"
"249","[P](U)","    Grupo Clarin","15,713","16,042","17,327","17,219","16,934","17,344","16,792","17,618","16,875","16,426","16,130","16,333","17,018","17,032","16,879"
"250","[P](U)","    CityGrid Media","23,515","21,883","24,115","21,569","20,767","22,133","19,264","21,458","19,000","17,309","19,888","18,103","20,282","18,312","16,804"
"251","[P]","    RapidShare AG","51,192","49,485","49,770","42,276","42,055","39,646","36,502","35,292","33,536","28,872","25,056","20,425","20,741","17,968","16,778"
"252","[P]","    HSBC","18,246","17,790","17,931","17,474","17,213","16,689","16,781","16,835","16,226","16,562","16,293","15,934","16,675","16,924","16,565"
"253","[P](u)","    RCS Media Group","29,846","29,548","30,166","28,071","25,387","25,266","26,966","29,353","28,994","9,102","8,689","8,593","9,120","15,122","16,552"
"254","[P](u)","    Trinity Mirror Group","11,990","12,410","14,161","13,717","13,586","14,228","13,523","13,961","13,395","14,294","16,892","13,865","13,734","16,463","16,526"
"255","[P]","    Indian Railways","12,772","12,058","12,897","12,416","12,469","12,169","12,236","13,772","14,066","14,526","14,277","13,143","14,088","14,723","16,412"
"256","[P]","    Ford Motor Company","18,178","13,516","15,696","11,500","13,478","11,955","11,794","12,578","12,386","13,822","13,109","13,867","18,017","15,458","16,408"
"257","[P]","    Travian Games","5,978","6,226","5,622","6,311","9,635","10,152","9,065","13,729","9,647","13,116","14,816","13,692","13,826","16,322","16,361"
"258","[P]","    Travelocity","15,978","15,570","15,792","16,955","18,210","18,223","15,446","15,464","11,990","11,888","16,966","15,191","16,097","15,523","16,258"
"259","[P]","    Seiko Epson Corp","13,811","12,349","13,002","12,675","12,567","12,685","13,759","14,160","14,660","15,676","14,931","13,608","15,367","15,531","16,135"
"260","[P]","    Capital One","14,709","14,155","14,904","14,945","16,000","15,696","15,776","15,175","15,259","15,985","15,032","14,502","15,784","15,494","16,069"
"261","[P](u)","    National Geographic Sites","17,137","15,748","15,640","12,211","11,667","13,793","14,630","17,054","16,158","14,797","16,558","15,659","15,571","15,880","16,005"
"262","[P]","    Groupe M6","18,847","18,941","18,148","17,132","16,804","15,365","15,299","16,722","17,343","19,103","19,422","17,131","18,243","15,902","15,900"
"263","[P]","    NextRadio TV","19,463","17,737","17,174","15,455","15,234","14,148","14,352","15,125","15,536","15,589","15,497","13,787","16,610","15,351","15,891"
"264","[P]","    DUOTE.COM","12,140","9,982","8,323","8,974","11,504","10,607","10,702","11,416","12,791","12,346","11,666","8,540","11,225","15,030","15,817"
"265","[P](u)","    News International","10,090","10,178","10,803","11,393","10,670","11,859","11,497","10,582","10,394","10,762","13,207","13,439","14,463","14,896","15,814"
"266","[P]","    SOFTPEDIA.COM","19,580","18,270","19,036","18,482","17,736","16,948","16,758","17,434","17,451","18,533","18,796","16,490","18,871","16,229","15,786"
"267","[P]","    MUSICA.COM","17,731","16,872","17,531","16,758","16,246","14,844","15,037","15,336","15,130","14,838","14,189","13,568","15,262","15,406","15,761"
"268","[P]","    L'Oreal Sites","14,196","12,785","12,503","12,309","12,473","11,448","12,087","13,341","12,351","13,826","12,255","11,758","16,836","19,092","15,742"
"269","[P]","    CONDUIT.COM","28,176","29,190","35,423","30,830","31,422","32,521","28,411","31,174","31,731","32,992","43,269","28,169","24,745","19,349","15,735"
"270","[P]","    Toyota Group","18,200","15,541","16,307","15,332","14,918","16,059","15,437","16,479","15,031","13,806","16,657","15,013","17,546","16,404","15,678"
"271","[P]","    URBANDICTIONARY.COM","13,170","13,240","14,082","14,240","13,934","13,917","14,118","14,129","14,034","13,979","15,056","14,227","16,382","15,735","15,660"
"272","[P]","    1616.NET","6,239","3,653","3,145","3,177","2,190","1,973","1,678","1,740","2,134","2,033","1,762","1,186","9,570","13,205","15,484"
"273","[P]","    Groupe Figaro","15,984","16,889","18,104","15,969","15,662","14,769","14,205","15,302","14,240","14,880","15,315","14,081","15,201","14,725","15,376"
"274","[P]","    Gameforge Sites","12,440","15,259","15,788","16,736","14,861","15,788","15,527","17,281","22,139","21,027","17,036","15,602","15,439","15,942","15,186"
"275","[P]","    LOWES.COM","11,494","12,055","13,063","12,364","11,756","11,724","11,718","11,016","13,674","12,159","11,485","10,502","14,047","13,781","15,087"
"276","[P]","    TGBUS.COM","11,263","9,676","9,675","9,935","10,878","10,842","10,520","12,386","11,862","12,228","12,804","11,357","11,280","14,593","14,935"
"277","[P](U)","    PBS","12,975","12,165","12,704","9,302","8,570","9,152","11,309","14,570","13,362","11,965","17,351","16,551","14,965","15,458","14,896"
"278","[P](U)","    Metacafe","30,066","39,300","28,888","23,681","21,098","19,820","18,214","19,075","18,383","18,450","17,600","14,638","15,565","14,806","14,750"
"279","[P]","    ING Group","15,603","15,384","15,500","14,838","15,401","15,886","15,986","16,875","16,429","15,099","16,899","13,870","14,986","14,313","14,664"
"280","[P](U)","    Hi-Media Group","17,647","17,648","18,581","19,105","18,134","17,234","15,063","16,108","16,676","16,579","16,438","14,637","16,431","15,303","14,625"
"281","[P](u)","    Canoe Network","15,327","14,715","15,315","15,709","16,779","15,725","15,341","16,255","15,549","15,000","15,517","14,289","15,625","15,661","14,605"
"282","[P]","    Macy's Inc.","14,361","13,417","13,555","13,132","13,086","14,990","15,331","15,268","21,890","21,939","15,112","14,312","15,654","14,927","14,585"
"283","[P](U)","    MANTA.COM","19,430","18,733","21,737","19,128","18,476","18,337","16,844","18,349","15,670","14,465","17,740","16,363","16,481","16,580","14,582"
"284","[P]","    QIDIAN.COM","10,579","9,459","10,338","8,888","10,157","11,728","9,436","10,237","10,197","10,385","10,393","8,204","9,511","13,825","14,392"
"285","[P]","    XICI.NET","8,542","7,321","6,749","6,934","8,173","8,662","9,271","8,644","8,338","8,460","8,566","6,182","8,148","13,421","14,356"
"286","[P]","    Seat Pagine Gialle","15,361","14,763","14,830","14,133","13,770","13,372","14,894","15,881","14,511","12,983","14,502","13,107","14,233","14,546","14,287"
"287","[P](U)","    PopSugar","18,784","19,824","20,601","18,966","19,446","21,207","18,925","21,683","19,441","19,732","19,406","16,045","18,403","15,237","14,284"
"288","[P]","    Canon Inc.","11,531","12,871","11,442","13,096","11,688","12,190","13,132","13,412","15,385","17,498","11,742","9,070","10,515","15,307","14,277"
"289","[P](U)","    Move, Inc. Real Estate Sites","13,747","12,151","12,439","11,553","12,159","12,660","12,345","12,783","11,576","11,148","14,292","13,128","14,392","14,601","14,244"
"290","[P](U)","    McClatchy Corporation","16,417","15,943","16,673","15,211","13,704","15,991","15,622","16,681","16,012","13,288","14,513","12,834","13,878","14,327","14,177"
"291","[P]","    FedEx","12,330","11,265","12,511","11,765","12,318","13,926","13,323","13,572","14,517","18,316","14,567","13,320","14,499","14,039","14,115"
"292","[P]","    Grupo Santander","11,979","11,277","11,879","11,475","11,636","11,422","11,527","11,690","11,352","11,806","12,308","12,797","14,039","13,898","14,114"
"293","[P]","    Orbitz Worldwide","18,224","17,099","18,099","17,896","17,980","17,496","15,038","15,248","14,503","11,947","16,595","14,573","16,747","14,209","14,035"
"294","[P](u)","    Sanoma Group","11,583","11,477","11,572","11,297","11,082","11,115","11,236","11,385","14,575","14,003","14,372","13,523","14,062","13,876","14,034"
"295","[P]","    Oracle Corporation","12,751","12,098","13,301","11,751","10,964","11,342","14,384","15,808","13,834","13,701","15,305","13,115","14,295","13,482","13,934"
"296","[P](U)","    HealthGrades","12,533","11,705","13,009","12,052","11,729","12,849","11,940","13,489","12,632","11,946","14,653","13,269","14,204","14,592","13,810"
"297","[P](U)","    Weblogs SL Sites","15,775","15,215","16,435","15,184","14,504","14,817","15,275","16,367","15,725","13,879","14,314","12,745","13,865","13,604","13,797"
"298","[P]","    Unister GmbH","11,836","11,657","11,535","11,401","12,692","12,324","11,734","13,172","13,696","13,131","15,792","12,987","13,268","12,405","13,729"
"299","[P]","    China Economic Net","5,809","5,188","4,526","4,711","5,953","6,602","7,677","5,567","7,498","6,934","7,830","6,204","8,508","11,754","13,674"
"300","[P]","    WIKIMAPIA.ORG","11,197","10,941","11,988","11,102","10,828","10,435","10,155","11,436","12,076","11,959","12,822","12,664","14,483","13,757","13,651"
"301","[P]","    Reed Elsevier Group","15,803","15,748","16,274","13,348","12,843","13,560","12,563","14,908","14,324","12,830","13,830","13,530","15,038","15,009","13,648"
"302","[P](U)","    Nextag.com Sites","26,956","24,972","24,314","21,669","23,090","23,642","22,418","23,164","24,608","23,807","22,413","16,616","16,839","14,834","13,609"
"303","[P](U)","    Dominion Enterprises","14,859","14,921","15,925","15,245","15,449","15,558","13,243","12,502","10,771","10,560","14,226","13,361","14,563","14,193","13,603"
"304","[P]","    Viva street Classifieds","12,221","11,718","13,406","13,411","13,801","13,301","13,202","13,996","13,367","10,826","13,288","14,589","14,049","13,112","13,573"
"305","[P]","    Intuit","22,166","22,955","13,353","12,953","13,476","13,068","13,747","15,204","13,274","13,827","25,651","31,220","25,299","24,347","13,545"
"306","[P]","    PriceGrabber","8,905","9,758","10,108","9,294","10,913","10,640","9,452","10,755","10,597","9,405","15,119","13,570","14,761","15,640","13,497"
"307","[P]","    Nike","15,053","14,336","14,788","13,053","15,861","15,275","12,054","11,705","13,276","13,333","11,983","11,090","13,443","13,771","13,319"
"308","[P]","    SNDA Sites","18,847","20,786","16,667","12,264","17,547","20,217","17,973","13,005","13,823","15,024","12,991","9,772","10,877","12,773","13,225"
"309","[P]","    Yum! Brands Inc.","13,156","17,675","14,918","12,908","14,037","12,617","11,896","12,357","12,625","14,151","13,894","12,916","15,623","13,066","13,224"
"310","[P](U)","    Skyrock","17,317","17,270","16,883","16,857","16,162","13,608","14,571","15,342","15,269","14,746","14,796","12,816","13,725","12,834","13,206"
"311","[P]","    SkyCN","15,368","12,620","10,586","10,163","11,933","10,920","10,604","11,061","11,574","9,858","9,886","8,088","11,007","12,033","13,163"
"312","[P](U)","    Pelmorex Media Inc Weather","9,883","8,900","9,581","10,445","9,295","9,238","8,186","8,988","7,647","8,982","8,807","12,980","13,350","13,196","12,980"
"313","[P](U)","    CBC-Radio Canada Sites","11,414","10,410","10,252","10,933","9,653","10,377","11,295","13,329","11,569","11,297","12,660","12,047","12,330","14,286","12,959"
"314","[P]","    Grupo Carso","10,801","10,051","11,963","12,110","11,982","12,092","11,153","11,008","10,745","10,478","9,372","9,993","10,124","11,948","12,662"
"315","[P]","    McDonald's","12,487","13,196","12,274","12,741","11,848","12,892","12,287","14,079","11,543","9,630","12,865","11,752","13,915","13,132","12,569"
"316","[P]","    MAPBAR.COM","7,010","6,268","6,007","6,182","7,186","7,704","8,643","9,002","8,709","8,367","8,007","5,971","8,265","12,578","12,533"
"317","[P](u)","    Groupe SNCF","11,580","10,993","10,889","11,261","12,223","10,810","10,821","10,691","10,260","10,046","11,002","12,527","10,926","13,085","12,519"
"318","[P]","    BAIXING.COM","13,559","11,728","11,770","11,979","14,378","12,656","12,116","12,730","12,490","10,710","8,918","7,510","10,025","12,978","12,488"
"319","[P]","    Kayak.com Network","14,887","13,380","13,493","14,512","15,915","14,584","12,734","12,219","11,440","10,858","14,581","13,739","14,849","13,264","12,439"
"320","[P]","    Hispavista Sites","19,084","17,765","18,634","16,954","16,371","15,637","15,625","16,193","15,598","13,779","13,338","11,949","13,320","13,066","12,307"
"321","[P]","    SENDSPACE.COM","11,405","11,504","11,523","11,356","11,650","11,401","11,462","11,386","11,041","11,950","11,941","11,414","13,566","11,762","12,143"
"322","[P]","    Verlagsgruppe Georg von Holtzbrinck","21,552","20,637","21,265","18,441","11,519","11,030","12,460","13,086","12,863","11,773","13,242","12,028","12,980","12,256","12,141"
"323","[P]","    WeatherBug Property","21,814","20,967","20,382","20,354","19,173","16,171","14,644","14,362","14,575","14,317","13,192","12,534","12,545","11,955","12,131"
"324","[P]","    Research In Motion Limited","17,550","16,706","18,311","16,814","16,829","16,214","14,472","10,744","10,529","11,666","11,411","11,081","12,789","11,595","12,014"
"325","[P]","    Softissimo","11,707","10,987","11,739","10,158","8,837","8,687","10,935","12,082","12,216","11,476","11,976","11,483","12,591","11,902","11,895"
"326","[P]","    Honda","12,528","11,670","12,265","11,921","11,217","11,380","11,482","10,702","13,016","10,891","9,885","10,351","12,605","12,348","11,834"
"327","[P](U)","    Ancestry.com, Inc.","7,872","8,228","8,643","10,425","10,137","10,479","12,690","12,986","12,472","11,961","13,924","12,729","13,318","12,311","11,684"
