"Multi-Country Media Trend","","","Geography :: Worldwide, Non-US, Middle East - Africa, Asia Pacific, Europe, Latin America, North America, Argentina, Australia, Austria                                                               ...","","","","","","My Metrix"
"Wikimedia Foundation Sites","","","Location :: Home and Work","","","","","","(c)2013 comScore, Inc"
"","","","Time Period :: March 2012 - March 2013","","","","","",""
"","","","Target :: Persons 15+","","","","","",""
"","","","Media :: Wikimedia Foundation Sites","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 4/16/2013","","","","","",""

"","","[P] Wikimedia Foundation Sites","","","","","","","","","","",""
"","","Mar-2012","Apr-2012","May-2012","Jun-2012","Jul-2012","Aug-2012","Sep-2012","Oct-2012","Nov-2012","Dec-2012","Jan-2013","Feb-2013","Mar-2013"
"1","    World-Wide","489,402","473,380","492,393","469,644","451,821","456,255","474,864","488,364","484,489","472,552","488,473","482,999","517,610"
"2","    Non-US","406,814","391,797","409,923","390,340","371,694","374,176","390,157","403,112","401,974","390,204","403,967","400,652","431,785"
"3","    Europe","180,827","176,376","185,344","174,151","163,811","163,167","175,027","183,372","184,660","183,718","192,293","182,809","193,348"
"4","    Asia Pacific","110,909","104,524","108,087","107,603","108,690","108,428","107,902","108,013","105,964","105,288","109,258","104,931","113,263"
"5","    North America","97,001","96,664","97,378","93,676","94,146","95,824","98,992","100,152","97,462","96,966","99,277","96,653","100,735"
"6","    United States","82,588","81,583","82,470","79,303","80,127","82,080","84,708","85,252","82,516","82,348","84,506","82,348","85,825"
"7","    Latin America","58,584","55,227","58,825","54,654","49,387","52,510","54,499","55,850","54,874","45,777","47,216","60,701","68,711"
"8","    Middle East - Africa","42,081","40,589","42,759","39,560","35,788","36,327","38,445","40,977","41,530","40,802","40,429","37,906","41,553"
"9","    Japan","41,013","39,626","41,256","40,448","41,322","40,969","40,033","38,732","37,927","36,931","38,659","35,782","36,114"
"10","    Brazil","17,421","16,415","17,057","16,306","14,170","16,770","16,758","16,723","17,145","14,500","14,571","26,330","30,284"
"11","    Germany","25,655","24,970","26,324","26,296","24,943","24,939","25,752","25,911","26,277","25,708","27,610","25,957","27,393"
"12","    Russian Federation","24,824","23,815","24,323","22,857","21,393","21,362","24,156","25,333","24,814","25,750","26,418","25,409","26,536"
"13","    India","19,402","18,688","20,016","21,031","21,905","22,027","21,853","22,749","22,191","23,339","24,140","23,104","24,934"
"14","    United Kingdom","18,231","18,475","19,700","19,735","19,110","18,925","19,834","20,002","20,138","19,645","20,595","19,656","20,772"
"15","    France","19,363","19,611","21,124","19,332","18,457","18,311","19,212","20,418","20,316","20,208","20,026","19,547","20,425"
"16","    Canada","14,413","15,081","14,908","14,373","14,018","13,745","14,284","14,900","14,946","14,618","14,771","14,305","14,909"
"17","    Italy","11,981","11,367","11,998","10,861","10,102","9,914","11,180","11,716","11,687","11,216","12,270","11,524","12,393"
"18","    Mexico","11,184","9,798","11,131","10,142","8,148","10,481","11,821","11,893","11,331","9,289","10,372","10,920","11,117"
"19","    Spain","9,090","8,831","9,374","8,535","8,003","7,654","8,665","9,393","9,448","9,053","9,731","9,359","9,836"
"20","    Turkey","9,023","8,826","9,094","7,530","7,368","7,458","7,476","8,408","8,728","9,372","9,731","8,690","9,759"
"21","    Argentina","5,992","5,806","6,306","5,969","5,626","5,912","5,691","5,836","5,844","5,148","4,583","4,878","6,186"
"22","    Netherlands","6,278","6,200","6,298","6,111","5,661","5,471","5,726","6,055","5,972","5,876","6,227","5,841","6,124"
"23","    Australia","5,955","5,669","5,952","5,767","5,660","5,818","5,655","5,781","5,517","5,008","5,252","5,248","5,783"
"24","    Colombia","7,760","7,312","7,723","6,535","6,782","4,667","4,637","4,811","4,523","3,210","3,725","5,007","5,363"
"25","    China","9,249","6,666","5,917","5,890","5,761","5,602","4,922","4,965","4,866","4,457","4,194","3,218","4,608"
"26","    Taiwan","3,470","3,524","3,573","3,581","3,361","3,430","3,304","3,477","3,590","3,787","3,994","3,542","4,104"
"27","    Malaysia","3,518","3,352","3,292","3,219","3,180","2,950","3,105","3,288","3,128","3,231","3,282","3,060","3,487"
"28","    Belgium","2,666","2,650","2,740","2,658","2,269","2,345","2,483","2,592","2,697","2,667","2,773","2,564","2,755"
"29","    Venezuela","2,579","2,309","2,578","2,472","2,103","1,753","1,904","2,568","2,665","1,949","2,457","2,540","2,732"
"30","    Sweden","2,733","2,644","2,754","2,509","2,395","2,388","2,505","2,568","2,658","2,555","2,668","2,533","2,586"
"31","    Chile","3,161","3,260","3,394","3,261","2,862","3,214","2,946","3,174","3,030","2,619","2,401","1,708","2,398"
"32","    Austria","2,134","2,017","2,154","2,028","1,847","1,869","2,025","2,058","2,114","2,193","2,280","2,028","2,223"
"33","    Switzerland","2,008","1,963","2,087","2,010","1,683","1,699","1,893","1,880","1,862","1,971","2,042","1,907","2,036"
"34","    South Africa","1,835","1,635","1,945","1,693","1,724","1,873","1,758","1,822","1,696","1,502","1,823","1,864","1,915"
"35","    Finland","1,888","1,803","1,861","1,710","1,737","1,756","1,779","1,863","1,884","1,853","1,916","1,768","1,885"
"36","    Portugal","1,663","1,637","1,765","1,598","1,436","1,343","1,497","1,672","1,675","1,579","1,700","1,637","1,748"
"37","    Israel","2,018","2,064","2,097","1,991","1,876","1,801","1,918","2,002","2,015","2,041","2,009","1,593","1,718"
"38","    Hong Kong","1,697","1,747","1,761","1,623","1,604","1,575","1,651","1,681","1,615","1,634","1,636","1,562","1,716"
