"Media Trend","","","Geography :: Worldwide","","","","","","My Metrix"
"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","Universe :: Home and Work","","","","","","(c)2014 comScore, Inc"
"","","","Time Period :: February 2013 - April 2014","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 6/1/2014","","","","","",""

"","","","Feb-2013","Mar-2013","Apr-2013","May-2013","Jun-2013","Jul-2013","Aug-2013","Sep-2013","Oct-2013","Nov-2013","Dec-2013","Jan-2014","Feb-2014","Mar-2014","Apr-2014"
"512","[P](U)","    Lee Enterprises, Incorporated","8,351","8,875","8,689","7,949","7,497","8,106","9,001","8,255","9,213","8,382","7,697","7,815","7,140","8,282","6,892"
"513","[P]","    Marriott","7,223","8,430","7,952","8,243","7,574","8,327","7,519","7,001","7,052","6,309","5,407","6,781","6,205","6,616","6,830"
"514","[P]","    United Business Media","5,826","6,874","6,152","5,754","6,142","5,971","6,219","7,221","6,517","7,627","6,973","11,501","8,493","7,572","6,777"
"515","[P](u)","    ForumCommunity","6,499","7,018","6,470","6,288","5,495","6,894","6,412","6,558","6,802","6,012","5,686","5,982","5,200","5,184","6,774"
"516","[P]","    NHACCUATUI.COM","5,339","6,297","6,222","6,139","6,049","5,598","5,895","5,801","5,881","6,419","6,505","7,388","6,583","7,284","6,732"
"517","[P]","    Reed Business Information","11,521","12,683","10,613","9,618","8,646","9,110","9,394","9,078","9,916","9,263","7,806","8,515","7,044","7,559","6,701"
"518","[P]","    InterContinental Hotels Group","5,980","7,040","6,620","6,779","6,224","7,104","7,183","6,635","6,736","5,699","6,846","6,529","6,158","8,241","6,688"
"519","[P]","    COOKPAD.COM","6,993","7,183","6,926","7,158","6,827","6,921","6,799","7,010","7,064","6,825","6,655","6,705","6,784","6,760","6,687"
"520","[P]","    Hilton Worldwide","7,297","7,957","7,907","7,755","7,440","8,083","7,912","6,574","6,701","6,483","5,684","7,389","6,667","7,703","6,630"
"521","[P]","    Hutchison Whampoa","6,618","7,281","6,788","7,463","7,605","7,654","7,996","8,124","8,292","8,265","7,890","7,240","6,847","6,525","6,612"
"522","[M]","    WRZUTA.PL","7,692","8,472","7,524","8,011","8,123","6,524","6,217","6,036","6,956","6,024","6,240","6,519","5,392","6,864","6,545"
"523","[P]","    IBM","6,735","8,877","7,641","9,822","6,528","5,841","7,234","6,872","6,766","7,804","9,043","5,995","6,337","10,334","6,529"
"524","[P]","    Sankei Shimbun","7,948","8,789","7,772","7,653","7,576","7,044","7,750","7,519","7,040","6,852","6,737","6,912","6,324","6,668","6,525"
"525","[P]","    Intel","5,881","8,264","7,240","7,763","20,425","7,334","6,182","11,139","7,377","7,589","9,136","6,641","5,969","6,599","6,418"
"526","[P]","    SK Group","5,683","5,031","5,193","5,366","4,865","5,051","5,455","4,950","5,360","5,391","6,082","6,039","5,933","6,098","6,400"
"527","[P]","    UUU9.COM","7,036","6,618","9,159","8,222","7,949","12,206","8,154","5,419","5,187","5,395","5,512","5,917","5,305","5,857","6,399"
"528","[P]","    Eniro Group","7,086","7,478","7,537","7,294","7,348","7,448","7,545","7,270","7,440","7,292","6,694","7,334","6,629","7,152","6,379"
"529","[P]","    Walgreen Co.","7,095","8,421","7,888","8,352","8,239","8,127","7,568","6,970","7,342","8,025","9,038","7,131","5,944","6,679","6,368"
"530","[P]","    NHK Group","8,364","7,710","7,630","7,031","7,344","8,152","7,964","8,028","7,888","6,664","7,320","6,720","7,061","7,000","6,359"
"531","[P]","    WILEY.COM","5,722","6,808","6,396","5,980","4,878","4,979","4,640","5,907","7,222","6,334","5,548","5,797","5,983","6,782","6,298"
"532","[P]","    SkyCN","8,088","11,007","12,033","13,163","12,320","8,283","6,935","6,165","5,788","6,329","6,996","5,702","5,958","6,913","6,295"
"533","[P]","    KBB.COM","5,361","5,910","5,699","5,657","5,510","6,918","7,076","5,688","6,240","5,388","6,213","7,749","6,561","7,263","6,268"
"534","[P]","    Moneysupermarket.com Financial Group","7,081","7,338","7,523","7,685","7,553","7,640","7,770","6,755","6,969","6,326","5,567","7,170","6,328","6,421","6,263"
"535","[P](U)","    ABC OTV","6,703","6,055","6,791","6,816","6,398","5,969","5,454","5,304","6,335","6,818","6,139","7,654","6,885","6,439","6,235"
"536","[P]","    Deutsche Bahn","6,819","7,495","7,236","7,360","7,529","8,035","7,929","7,180","7,512","6,719","6,661","6,376","6,265","6,377","6,183"
"537","[P]","    American Airlines","6,354","7,184","6,488","6,510","6,348","6,419","5,881","6,127","5,820","5,440","4,648","6,084","5,305","5,898","6,174"
"538","[P](u)","    General Mills","6,909","7,565","6,524","6,807","5,213","6,882","7,133","8,116","9,037","10,555","10,443","7,004","6,227","5,825","6,158"
"539","[C]","    ZAPPOS.COM","6,240","7,602","6,986","7,559","6,688","7,101","7,201","7,221","7,631","8,590","10,173","7,493","5,886","6,593","6,149"
"540","[P]","    Japan Post Group","6,069","6,752","5,979","6,132","5,655","5,834","5,690","5,859","5,867","6,336","9,697","7,758","6,010","6,889","6,094"
"541","[P](u)","    Live Nation Network","8,120","8,950","9,661","8,583","9,092","9,259","7,711","6,395","6,090","6,241","5,470","5,840","6,845","7,192","6,083"
"542","[P]","    Limitedbrands","8,366","8,731","8,409","8,298","8,507","7,890","7,670","6,611","7,017","9,678","12,300","8,218","6,769","7,028","6,081"
"543","[P]","    KPN","7,234","7,080","6,443","6,607","6,475","5,924","6,854","7,282","7,413","6,713","6,758","6,861","6,130","6,060","6,057"
"544","[P]","    Gurunavi","6,829","7,368","6,587","6,912","6,472","7,017","7,579","6,989","6,508","6,928","7,775","6,685","5,959","6,802","6,042"
"545","[P]","    Coca-Cola Company","5,447","6,724","6,968","8,584","8,591","8,250","9,199","7,799","8,286","7,768","11,355","6,480","6,566","5,519","6,032"
"546","[P]","    Delta Airlines","6,940","7,606","7,284","7,470","7,353","7,308","6,686","6,407","6,514","5,374","5,215","6,039","5,616","6,255","6,025"
"547","[M](U)","    EVITE.COM","6,301","6,668","7,265","7,919","7,395","6,504","5,933","4,845","1,940","7,674","7,960","5,542","4,515","5,389","6,003"
"548","[P](u)","    Channel4","7,234","7,444","7,112","6,711","6,511","6,373","6,082","5,954","6,900","6,587","6,423","6,845","5,603","6,157","5,984"
"549","[P]","    Big Fish Games Sites","8,455","9,589","8,763","8,886","8,304","8,602","7,866","6,750","7,398","7,247","7,781","7,390","6,481","6,410","5,950"
"550","[P]","    Telstra Corporation Limited","4,912","5,427","5,569","5,460","5,264","5,134","5,094","4,715","4,680","4,132","4,159","4,040","3,990","4,479","5,939"
"551","[P]","    VEOH.COM","7,890","8,401","8,239","8,054","7,579","7,160","7,082","6,443","6,107","5,632","5,600","5,916","5,705","6,079","5,918"
"552","[P]","    DIRECT.GOV.UK","6,199","7,144","7,445","7,529","7,383","6,408","6,794","7,195","6,876","6,599","5,202","7,158","6,485","6,809","5,898"
"553","[P](u)","    Transcontinental Digital (TC Media)","5,883","6,167","5,959","5,897","5,533","5,439","5,481","5,345","6,055","6,384","6,322","6,215","5,494","6,076","5,847"
"554","[P](u)","    Mattel Sites","10,377","12,275","10,109","10,908","10,831","11,458","10,423","9,757","11,224","12,822","12,576","8,868","7,033","7,440","5,840"
"555","[P]","    IKM Internet Kaufmarkt","7,822","8,063","7,356","6,626","6,197","6,235","6,218","6,391","6,621","5,564","4,775","6,960","6,714","6,427","5,824"
"556","[P]","    CT10000.COM","3,888","5,105","7,162","6,649","6,446","6,400","6,272","6,379","5,933","5,471","6,702","3,940","3,660","5,253","5,762"
"557","[P]","    Panasonic Group","6,163","8,168","6,792","6,887","7,040","6,426","6,196","6,985","6,781","7,029","8,430","6,967","5,980","7,143","5,746"
"558","[M]","    TISTORY.COM","4,304","4,338","3,856","4,286","4,189","3,914","4,128","4,009","4,410","4,674","4,554","5,485","5,353","5,466","5,706"
"559","[P]","    Accor","5,273","6,266","6,205","6,435","6,948","7,588","7,526","6,871","6,290","6,156","5,056","6,310","6,034","5,868","5,671"
"560","[P]","    2CH.NET","5,145","5,615","5,055","4,986","4,912","5,063","5,126","4,859","4,935","4,593","4,463","4,223","4,244","5,827","5,658"
"561","[M]","    BWIN.COM","6,884","7,959","7,789","7,395","6,347","5,354","3,851","5,424","5,765","5,353","4,689","5,574","4,916","5,408","5,648"
"562","[P]","    Telegraaf Media Groep","6,858","7,245","6,897","6,822","6,665","6,263","6,287","6,481","6,784","6,517","5,726","5,863","5,813","5,589","5,648"
"563","[M]","    MARKETGID.COM","19,411","20,803","1,436","3,172","4,141","4,309","5,637","3,200","3,276","3,696","2,372","2,157","2,091","2,567","5,614"
"564","[P]","    Publieke Omroep","5,678","5,827","5,681","5,621","5,205","4,833","5,633","6,160","6,590","6,700","6,518","6,365","6,360","5,773","5,588"
"565","[P]","    BOOSJ.COM","619","671","1,325","1,524","1,281","2,043","5,276","4,832","5,647","5,777","4,243","3,972","2,575","5,497","5,570"
"566","[M](U)","    TAGGED.COM","8,270","8,601","8,133","7,744","7,313","7,298","7,516","7,417","7,422","7,352","7,054","6,741","6,012","6,310","5,564"
"567","[M]","    VENTE-PRIVEE.COM","4,149","4,489","4,294","4,635","4,949","5,494","4,667","5,420","5,973","6,571","6,406","5,574","5,082","5,923","5,547"
"568","[P]","    Intelius","6,974","7,566","6,895","6,420","6,174","6,757","6,568","6,202","6,065","5,429","4,982","5,298","4,823","4,788","5,540"
"569","[P]","    MIXI, Inc.","9,780","10,576","8,929","8,416","7,854","7,414","7,505","7,252","6,736","6,360","5,960","5,793","5,404","5,791","5,488"
"570","[P]","    Nexon Corporation","6,442","6,540","5,797","6,601","5,966","5,628","6,121","5,086","6,975","7,708","8,336","7,233","6,268","5,833","5,475"
"571","[M]","    NEWGROUNDS.COM","7,762","9,150","9,047","9,009","9,421","9,818","9,097","8,032","7,946","8,495","8,185","7,113","6,164","5,990","5,472"
"572","[P]","    Systemax Inc.","5,855","6,599","5,963","5,638","5,441","5,799","6,077","5,691","5,765","6,792","6,910","5,752","4,795","4,235","5,425"
"573","[P]","    NK.PL","9,792","9,781","9,309","8,883","8,524","8,493","8,373","7,771","7,360","6,913","6,923","6,778","5,974","5,968","5,424"
"574","[P](u)","    ITV Sites","6,052","6,948","6,859","6,890","5,646","5,063","4,638","5,958","6,644","6,404","5,783","5,712","5,435","5,523","5,402"
"575","[P](u)","    Hollywood.com Sites","6,958","7,371","7,685","8,613","7,732","9,046","8,214","6,074","6,224","7,272","6,584","6,626","4,429","5,597","5,358"
"576","[P]","    IP138.COM","3,956","4,648","6,835","7,195","6,430","8,956","9,960","7,676","5,668","5,635","6,093","5,523","5,612","6,313","5,353"
"577","[P]","    Directv Sites","5,520","5,868","5,057","5,102","5,163","5,159","6,274","6,671","6,169","5,464","5,085","5,741","5,536","6,042","5,351"
"578","[P]","    WordPress","4,776","5,436","5,182","5,166","5,136","5,498","5,281","5,181","5,115","5,558","5,230","5,260","5,212","5,401","5,317"
"579","[P]","    Activision Blizzard","4,797","4,538","5,307","7,556","5,587","7,195","7,963","9,035","7,866","11,418","7,885","7,273","6,225","6,232","5,311"
"580","[P]","    CITY-DATA.COM","7,863","8,169","8,409","7,990","8,114","8,666","7,936","7,130","7,240","6,087","5,649","6,674","5,497","6,161","5,277"
"581","[M]","    TaxACT","6,348","4,004","3,676","336","306","282","234","142","449","259","287","5,229","8,668","7,569","5,274"
"582","[P]","    Jabbar Internet Group","7,747","8,795","7,892","6,061","5,387","6,031","5,457","5,550","5,429","5,863","5,296","5,195","5,063","5,495","5,274"
"583","[P]","    MADE-IN-CHINA.COM","5,881","7,470","7,982","7,738","6,869","6,590","6,120","6,299","6,570","6,601","5,893","5,723","5,352","5,745","5,235"
"584","[P]","    Superpages.com Network","11,890","12,108","9,492","8,819","8,885","8,766","7,969","6,284","6,769","5,566","5,230","6,251","5,741","5,978","5,233"
"585","[P]","    Tchibo","5,416","6,098","5,399","5,643","5,795","5,245","5,292","6,010","6,145","6,972","6,647","5,680","4,728","5,553","5,213"
"586","[P]","    NASA.GOV","8,190","6,503","5,924","5,787","5,221","4,733","5,048","5,497","3,369","5,460","4,646","4,798","4,436","4,748","5,213"
"587","[P]","    Aljazeera Media Network","5,311","5,918","6,699","5,831","6,614","8,909","9,596","7,909","8,119","8,842","7,450","6,091","4,649","7,113","5,207"
"588","[M](u)","    PCH.COM","5,652","6,454","4,877","5,377","4,657","6,328","7,224","5,452","7,243","5,361","5,271","7,369","4,753","6,644","5,189"
"589","[P]","    KaiserGames GmbH","6,646","7,489","6,684","6,744","7,018","7,489","7,361","5,857","5,806","6,347","5,865","6,331","5,676","5,663","5,188"
"590","[P]","    READNOVEL.COM","3,237","3,770","4,772","5,265","4,724","5,349","5,296","4,577","5,079","4,918","5,078","4,233","4,247","6,540","5,168"
"591","[P]","    Vuze Sites","8,107","8,562","7,818","7,741","7,468","7,202","7,159","6,622","6,640","6,473","6,506","6,216","5,350","5,507","5,147"
"592","[M]","    PokerStars (w/ history)","8,475","9,028","9,578","8,936","8,848","8,011","5,962","6,347","5,531","6,881","6,205","6,211","5,807","5,710","5,144"
"593","[P]","    Ekspress Grupp","4,650","5,134","5,188","5,587","5,317","5,335","5,422","5,338","5,455","5,907","6,037","5,888","5,567","6,164","5,119"
"594","[P]","    Rue du Commerce","6,108","6,264","5,759","6,131","6,289","7,555","6,417","6,317","6,564","7,014","7,819","7,674","5,438","5,136","5,117"
"595","[P]","    VeryCD","4,934","5,386","7,168","7,104","6,341","6,046","5,536","4,547","4,663","4,270","3,996","3,575","3,346","4,820","5,116"
"596","[M](U)","    EVA.VN (w/ history)","4,426","5,121","5,064","4,981","4,963","5,315","5,215","4,760","5,193","5,382","5,285","4,672","4,565","5,106","5,089"
"597","[P]","    Research In Motion Limited","11,081","12,789","11,595","12,014","10,095","9,365","9,624","8,911","10,917","8,464","6,822","6,983","5,846","5,727","5,076"
"598","[P](U)","    Trader Media Group","6,747","7,107","6,857","6,703","6,254","6,129","6,257","6,452","6,074","5,469","4,646","5,790","5,491","5,518","5,032"
"599","[M]","    Allesklar.com AG Sites (w/ history)","6,429","6,459","6,613","6,497","6,798","6,681","6,602","6,557","6,454","5,565","5,235","5,797","5,439","5,897","5,021"
"600","[P]","    VATGIA.COM","5,278","6,732","6,255","6,324","6,132","6,038","5,920","5,282","5,274","4,914","4,524","4,382","4,506","4,651","5,016"
"601","[P]","    Zazzle","9,073","9,801","8,547","8,836","7,678","8,105","8,982","7,440","8,002","8,180","8,486","6,183","5,718","5,749","5,009"
"602","[M]","    GMARKET.CO.KR","3,206","3,846","3,350","3,122","3,484","3,506","3,001","3,573","3,489","3,959","4,379","4,225","4,416","4,822","4,994"
"603","[P]","    Office Depot","6,254","6,779","6,043","5,854","5,461","6,700","7,847","6,416","6,296","6,823","7,284","7,172","5,847","6,221","4,917"
"604","[M]","    O2.PL","5,768","6,054","5,730","6,156","5,646","5,603","5,499","5,538","5,755","5,742","5,703","6,209","5,374","5,325","4,896"
"605","[P](u)","    Grupo Planeta Sites","5,091","5,161","5,134","5,427","5,185","5,478","4,994","4,990","4,817","4,596","4,181","4,489","4,700","4,955","4,875"
"606","[M]","    Azureus (App)","7,545","7,984","7,372","7,194","6,936","6,646","6,684","6,231","6,185","6,038","6,198","5,857","5,077","5,246","4,871"
"607","[M]","    Qip","7,947","8,709","7,599","7,553","6,506","5,562","4,639","5,304","5,123","6,221","5,997","5,501","5,044","4,937","4,866"
"608","[M]","    Lastminute.com Sites","5,435","5,864","5,611","6,226","7,286","9,177","9,174","7,810","7,791","6,284","4,800","5,813","5,388","4,793","4,863"
"609","[P]","    Fuji Television Network","5,171","6,254","6,732","5,989","6,392","6,493","6,351","5,824","6,561","5,454","5,341","5,551","4,924","5,239","4,832"
"610","[P](u)","    News World Communications, Inc.","4,698","5,247","5,567","4,492","4,821","4,452","4,153","5,287","6,007","4,720","3,814","4,851","4,288","4,952","4,825"
"611","[P]","    BEARSHARE.COM","11,591","11,109","9,820","9,038","8,906","8,604","7,151","6,556","5,905","5,297","5,016","4,816","4,705","5,415","4,808"
"612","[P]","    Travian Games","13,692","13,826","16,322","16,361","12,235","11,427","9,624","13,349","12,487","7,738","10,659","7,693","10,446","6,100","4,803"
"613","[M]","    MAPION.CO.JP","5,719","6,133","5,830","5,996","5,287","5,701","5,595","5,570","4,915","4,547","4,596","4,725","4,642","5,245","4,769"
"614","[P]","    RBC Financial Group","4,317","4,611","4,790","4,772","4,600","4,531","4,399","4,479","4,526","4,408","4,301","4,601","5,357","4,504","4,762"
"615","[P]","    GAMETOP.COM","5,423","6,432","5,978","6,121","5,906","6,215","5,873","5,266","5,372","5,435","5,530","6,007","5,036","5,236","4,757"
"616","[P]","    Altice","5,815","6,169","5,463","5,697","5,324","5,223","5,665","6,545","6,425","5,597","5,283","6,014","5,291","5,099","4,720"
"617","[M]","    ALLABOUT.CO.JP","7,448","7,707","7,126","7,404","6,834","6,866","6,047","6,732","6,083","5,431","5,397","5,851","5,166","5,359","4,711"
"618","[P]","    eMule (App)","7,677","8,024","7,787","7,581","6,926","6,927","6,806","6,500","6,364","5,980","5,830","5,585","4,961","5,133","4,681"
"619","[P]","    CENTERBLOG.NET","5,474","6,060","4,878","5,370","4,969","5,476","4,877","5,677","5,763","5,269","6,108","5,362","4,638","5,276","4,673"
"620","[P]","    Acer Inc.","7,916","8,221","7,427","8,133","7,651","7,232","7,559","7,527","6,731","7,002","7,621","6,776","5,347","5,569","4,624"
"621","[P]","    Vector Inc.","6,674","7,111","6,698","6,921","6,918","7,268","7,010","6,070","5,828","5,844","5,630","5,315","5,212","5,024","4,575"
"622","[M]","    QVOD.COM (w/ history)","1,893","1,811","2,167","1,804","1,960","1,957","1,629","1,583","1,500","1,673","2,271","3,898","3,366","4,289","4,560"
"623","[P](u)","    Kraft Foods","4,767","5,307","4,419","4,355","5,104","5,312","5,324","4,380","5,394","6,299","6,328","3,723","3,760","3,893","4,538"
"624","[P]","    WetterOnline GmbH","2,218","3,031","4,150","5,702","5,791","5,587","5,401","4,522","4,259","3,604","3,711","4,160","3,839","3,604","4,537"
"625","[P]","    PANDORA.TV","6,962","6,852","6,642","6,639","6,073","5,327","6,233","8,234","8,484","7,169","6,619","6,228","5,446","5,481","4,486"
"626","[M](u)","    TURKCELL.COM.TR","3,714","5,177","4,812","5,066","5,503","5,472","4,949","4,731","4,643","4,649","5,607","4,397","3,969","4,219","4,385"
"627","[P]","    Getty Images, Inc","8,255","8,418","6,510","5,689","5,453","6,040","6,544","8,606","7,876","7,296","5,978","6,505","5,820","5,546","4,337"
"628","[P](u)","    Cablevision","4,444","4,602","5,083","5,280","5,195","4,970","4,792","5,036","5,084","4,756","4,958","5,410","4,858","4,904","4,315"
"629","[C]","    STARDOLL.COM","5,407","5,191","4,708","4,953","5,135","5,204","5,220","4,728","4,988","5,354","5,281","5,091","4,532","4,391","4,291"
"630","[M]","    MOBILE9.COM","7,420","8,235","8,022","8,397","8,500","8,152","7,550","6,217","6,061","5,862","5,774","5,661","5,147","4,843","4,290"
"631","[P]","    First Choice Holidays PLC","5,047","5,132","5,642","5,197","5,591","6,219","6,341","5,032","5,066","4,116","3,413","5,641","4,826","4,562","4,246"
"632","[M](U)","    VIETNAMNET.VN","3,539","4,394","4,108","4,011","3,845","4,037","3,927","3,964","3,899","3,806","3,672","3,663","3,637","4,073","4,176"
"633","[P](u)","    GiantRealm","8,225","8,692","8,298","7,428","7,185","7,287","7,901","6,402","6,396","6,182","5,790","5,442","4,293","4,751","4,165"
"634","[P](u)","    Independent News & Media","3,517","4,190","3,911","4,316","4,178","4,323","4,942","4,671","4,708","4,574","4,356","5,184","4,216","4,827","4,073"
"635","[P]","    BearShare (App)","5,960","6,170","5,571","5,455","5,348","5,389","5,056","4,706","4,465","4,629","4,485","4,434","4,088","4,368","4,049"
"636","[P](u)","    MyLife.com Sites","8,180","8,908","8,100","7,556","6,437","6,778","7,023","4,653","4,135","3,614","3,457","3,577","3,950","4,879","4,024"
"637","[P]","    Tiscali Sites","3,846","3,727","3,640","3,942","3,562","4,152","3,912","4,452","4,607","3,935","3,606","4,418","4,138","4,039","3,995"
"638","[P](u)","    Kiabi","3,007","3,375","3,514","3,670","3,049","3,243","2,597","3,387","3,337","3,421","3,199","3,671","2,373","3,245","3,986"
"639","[P]","    YAMAHA","3,978","4,597","4,480","4,466","4,741","4,819","4,825","4,544","4,713","4,436","4,099","4,171","3,840","4,717","3,980"
"640","[P]","    eNet","3,278","3,511","4,504","4,944","4,282","4,409","4,139","4,018","3,755","4,957","5,440","3,467","3,462","4,336","3,976"
"641","[P]","    TBS Group","3,814","5,207","4,958","4,255","4,584","5,641","5,601","5,434","5,224","3,830","4,254","4,696","2,955","3,580","3,967"
"642","[P]","    Big Lead Sports By FSV","5,041","6,393","5,879","4,321","3,983","4,043","4,363","4,205","4,005","3,993","3,705","3,814","3,100","3,767","3,939"
"643","[M]","    VIETBAO.VN","3,346","4,770","4,348","4,369","4,445","4,330","4,135","3,804","3,784","3,686","3,295","3,126","3,294","3,639","3,922"
"644","[P]","    H&R Block","11,317","8,192","5,474","828","713","761","880","850","945","893","1,537","4,951","8,672","4,923","3,889"
"645","[P]","    Trend Micro, Inc.","3,086","3,014","2,605","2,724","2,559","2,373","2,125","2,441","3,057","3,037","2,603","3,419","3,213","3,534","3,888"
"646","[P]","    HONGXIU.COM","2,704","3,173","4,728","5,179","4,770","5,368","5,440","4,573","4,108","3,933","3,818","2,813","2,738","4,105","3,822"
"647","[M]","    NGOISAO.NET","3,751","4,374","4,634","4,571","4,653","5,754","7,328","5,608","5,160","4,825","4,387","4,243","4,095","4,121","3,820"
"648","[P]","    Oricon","4,547","4,714","3,968","4,590","4,562","4,063","4,078","4,127","3,416","3,561","3,613","3,843","3,395","3,825","3,819"
"649","[P]","    CafePress","5,393","5,497","5,528","5,379","4,990","5,133","5,183","5,133","5,792","6,569","7,682","4,838","4,048","4,266","3,819"
"650","[P]","    World of Warcraft (App)","6,383","6,396","5,911","5,951","5,665","5,665","5,320","5,104","4,665","4,698","4,747","4,809","4,246","4,432","3,806"
"651","[P]","    Weight Watchers International","5,237","5,166","5,257","4,656","4,370","4,265","3,206","3,592","3,287","2,923","2,895","5,469","4,039","3,694","3,793"
"652","[P]","    Groupe LDLC.com","4,743","5,248","4,819","4,838","4,965","5,481","4,960","5,008","4,838","5,022","5,063","4,650","3,747","3,829","3,789"
"653","[P]","    UGO Entertainment","7,607","6,666","6,069","6,127","6,282","6,953","6,258","5,082","5,178","5,470","5,371","4,730","4,069","4,348","3,779"
"654","[M]","    JOY.CN","3,544","4,680","6,396","6,790","6,745","7,980","5,115","3,038","2,965","2,691","2,985","2,642","2,543","4,083","3,727"
"655","[M]","    LOGMEIN.COM","4,799","5,131","4,998","5,165","5,560","5,213","4,791","5,057","5,703","5,035","4,900","4,663","3,664","4,470","3,647"
"656","[P]","    OVH Sites","5,266","5,576","6,089","6,689","6,268","6,605","5,673","9,269","4,141","4,007","4,255","4,427","3,929","3,821","3,631"
"657","[P]","    LEO.ORG","4,296","4,476","4,559","4,580","4,207","4,019","3,827","4,339","4,200","4,381","4,080","4,284","3,985","3,780","3,624"
"658","[P]","    PChome Online","3,847","4,340","4,191","4,106","4,171","4,043","4,062","3,738","3,847","3,552","3,603","3,751","3,588","3,726","3,621"
"659","[M]","    KAPOOK.COM","4,500","4,690","4,519","4,456","4,450","4,551","4,621","4,523","4,280","4,356","4,263","4,105","3,590","3,765","3,598"
"660","[P]","    TORRENTREACTOR.NET","10,657","11,314","8,709","7,055","7,318","7,497","8,423","7,244","7,151","5,899","6,010","5,627","5,240","4,279","3,587"
"661","[P]","    National Lampoon Humor Network","5,304","5,843","6,005","5,856","5,418","5,916","5,408","4,396","4,779","4,508","5,244","4,595","3,910","3,715","3,586"
"662","[P]","    Experian Consumer Services","3,874","4,122","4,066","3,719","4,301","4,925","4,357","4,308","4,405","4,128","3,493","5,380","4,281","4,246","3,570"
"663","[M]","    FRMTR.COM","3,876","4,429","4,032","3,695","3,426","3,734","3,051","3,051","3,267","4,285","4,479","4,207","3,242","3,305","3,556"
"664","[P]","    DeNA Co., Ltd.","3,926","3,962","4,451","4,510","4,309","4,587","4,415","4,373","4,038","4,042","3,981","4,145","3,602","3,918","3,543"
"665","[P]","    RARLAB.COM","4,632","5,319","5,215","5,057","4,941","5,246","4,834","4,780","4,528","4,761","4,362","4,624","3,700","4,149","3,530"
"666","[C]","    PROFLOWERS.COM","5,500","1,696","1,454","5,655","637","771","695","792","1,048","2,209","2,539","2,219","6,977","1,177","3,526"
"667","[P]","    CYBERLINK.COM","3,938","4,957","4,395","4,723","4,445","4,429","4,487","4,224","4,373","4,004","4,228","4,682","3,714","3,797","3,503"
"668","[P]","    Internet Initiative Japan","8,918","9,506","8,644","8,870","6,344","6,377","6,345","5,593","5,699","5,352","4,908","5,144","4,486","4,480","3,484"
"669","[P]","    XAT.COM","4,354","4,820","4,440","4,529","4,277","4,906","4,593","4,311","4,332","4,774","3,264","3,606","4,091","11,340","3,461"
"670","[P]","    Thomson Reuters","4,531","4,614","4,856","4,169","3,586","3,107","3,388","4,149","4,373","4,023","3,237","3,883","3,835","3,900","3,454"
"671","[M]","    Nippon Television Network","3,518","3,171","3,555","3,491","3,721","4,486","4,046","3,623","3,771","3,240","3,457","4,041","3,049","3,373","3,451"
"672","[P]","    ZHCW.COM","2,347","3,300","4,711","4,063","3,811","3,863","3,436","3,465","3,491","2,890","2,952","2,317","2,107","3,235","3,412"
"673","[P]","    SPB.RU","2,797","3,002","2,847","2,738","2,670","2,643","2,596","2,914","3,163","3,606","3,438","3,524","3,445","3,684","3,373"
"674","[P]","    2SHARED.COM","9,665","10,538","9,430","9,212","8,743","8,276","5,666","4,729","4,311","3,825","3,473","3,931","3,889","3,960","3,372"
"675","[M]","    HI5.COM","4,136","4,387","4,144","3,821","3,658","3,921","4,103","4,042","4,117","4,248","3,839","4,116","3,554","3,464","3,300"
"676","[M]","    BROTHERSOFT.COM","13,945","15,082","14,164","12,500","10,801","10,628","9,274","7,799","6,357","4,585","4,383","4,609","3,997","3,633","3,250"
"677","[P]","    Proto Corporation","3,631","3,819","3,546","3,637","3,387","3,161","3,210","3,735","3,449","3,384","3,265","3,610","3,522","3,641","3,215"
"678","[M]","    SOFT32.COM","3,953","5,098","5,128","5,625","5,830","6,186","6,718","4,271","6,671","6,421","5,536","4,668","4,197","3,671","3,184"
"679","[P](u)","    Belgacom Group","3,667","4,066","3,723","3,560","3,390","3,186","3,152","3,624","3,611","3,350","3,377","3,759","3,363","3,392","3,181"
"680","[P]","    Estee Lauder Sites","3,724","4,307","5,502","4,482","4,116","4,324","4,258","4,092","4,293","4,962","4,599","3,498","4,354","4,622","3,161"
"681","[P]","    Compare Infobase Limited","3,415","3,236","3,057","2,998","2,969","2,979","2,789","2,815","3,104","2,955","3,718","3,398","3,190","3,258","3,147"
"682","[M]","    CLIP.VN","3,872","4,970","4,182","4,473","4,041","4,405","4,361","4,178","3,702","4,172","3,191","3,133","3,122","3,254","3,139"
"683","[M](U)","    COOKS.COM","7,243","7,889","5,722","5,436","5,229","5,284","4,650","4,450","4,733","5,779","6,119","4,363","3,405","3,558","3,125"
"684","[M](U)","    LYRICSMODE.COM (w/ history)","7,605","7,929","7,943","7,237","6,550","6,061","5,969","5,322","5,570","5,657","5,837","4,630","4,219","4,423","3,114"
"685","[M]","    MTHAI.COM","3,222","3,557","3,324","3,198","3,129","3,212","3,338","3,184","3,242","3,294","3,504","3,516","3,011","3,268","3,054"
