"Media Trend","","","Geography :: Worldwide","","","","","","My Metrix"
"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","Location :: Home and Work","","","","","","(c)2012 comScore, Inc"
"","","","Time Period :: May 2011 - July 2012","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 8/20/2012","","","","","",""

"","","","May-2011","Jun-2011","Jul-2011","Aug-2011","Sep-2011","Oct-2011","Nov-2011","Dec-2011","Jan-2012","Feb-2012","Mar-2012","Apr-2012","May-2012","Jun-2012","Jul-2012"
"514","[P]","    EZINEARTICLES.COM","10,847","10,300","10,615","9,752","9,942","10,279","8,615","7,550","8,214","8,087","8,394","7,741","10,928","8,070","7,236"
"515","[P]","    Dong-A Ilbo","8,667","8,154","8,686","8,918","9,179","10,471","9,254","9,516","9,230","7,647","7,322","7,364","6,973","7,666","7,214"
"516","[P]","    MAPBAR.COM","4,395","3,559","4,915","4,450","4,390","5,592","7,678","7,735","7,094","6,226","7,010","6,268","6,007","6,182","7,186"
"517","[P]","    Panasonic Group","6,558","7,052","7,197","7,007","8,343","7,902","8,057","9,400","8,432","7,664","9,454","7,439","8,235","8,115","7,164"
"518","[P]","    Chosun Ilbo","11,694","11,090","11,981","13,443","13,570","15,488","14,117","15,616","10,117","8,503","7,874","8,431","8,022","7,050","7,102"
"519","[P]","    Hankook Ilbo","10,254","9,125","9,719","10,138","10,174","11,108","9,888","10,245","10,033","8,115","7,266","7,700","7,354","7,149","7,094"
"520","[P]","    MADE-IN-CHINA.COM","6,793","6,677","6,217","6,998","7,003","8,197","8,973","8,374","7,970","8,693","9,159","7,901","8,229","7,102","7,072"
"521","[P]","    Intel","5,687","9,190","7,470","6,227","9,559","8,010","8,674","9,465","8,017","7,027","8,228","8,795","10,958","8,030","7,067"
"522","[P]","    Allesklar.com AG Sites","5,870","6,039","6,100","6,261","6,132","6,381","5,828","5,516","6,449","6,775","6,585","6,467","6,852","6,636","7,063"
"523","[P]","    Eniro Sites","10,117","9,803","9,309","9,431","8,223","7,383","6,888","8,252","8,922","7,881","8,392","7,743","8,083","6,747","7,046"
"524","[P]","    British Telecommunications","6,349","6,407","6,180","6,830","6,997","7,657","6,764","6,167","6,676","6,676","6,814","6,807","6,861","6,682","7,033"
"525","[P](U)","    Belo","8,314","7,691","8,804","8,493","9,832","9,694","8,268","7,173","8,511","7,201","7,228","7,661","7,775","7,007","6,996"
"526","[P](u)","    Bauer Consumer Media","6,486","6,464","6,727","6,642","6,264","7,191","7,356","7,424","7,626","7,121","7,117","7,171","8,162","7,406","6,971"
"527","[P](u)","    General Mills","5,558","6,070","6,125","6,706","7,769","9,366","10,255","10,493","7,805","7,125","6,764","6,578","6,237","5,619","6,966"
"528","[P]","    Avon Products Inc.","7,762","7,588","7,602","7,158","7,485","8,321","8,802","7,975","7,603","7,840","7,948","7,523","7,595","6,979","6,959"
"529","[P]","    COOKPAD.COM","6,885","6,091","5,769","6,097","6,418","6,961","6,487","6,574","6,502","7,648","7,056","6,813","7,063","6,830","6,953"
"530","[P]","    VATGIA.COM","3,080","3,301","3,558","5,831","6,211","6,575","6,705","6,857","6,266","6,590","7,029","6,951","7,172","6,905","6,936"
"531","[P]","    CT10000.COM","10,131","11,869","12,813","9,524","14,563","15,694","16,220","18,496","13,271","12,352","10,078","7,534","6,720","7,056","6,907"
"532","[P]","    Directv Sites","5,998","5,370","5,534","7,211","7,027","6,774","7,101","6,795","7,138","7,184","6,988","9,841","7,695","5,822","6,889"
"533","[P]","    Seoul Newspaper","9,650","9,815","9,213","9,977","10,878","12,085","11,126","10,987","10,584","7,579","6,778","7,626","7,593","6,716","6,882"
"534","[P](u)","    News World Communications, Inc.","6,727","6,525","7,211","8,106","8,326","9,161","8,177","9,083","9,394","8,147","8,410","6,621","8,072","7,087","6,862"
"535","[P]","    PalTalk","4,296","4,054","3,954","3,451","3,631","3,639","3,495","3,373","3,105","3,123","3,353","3,254","7,144","6,825","6,843"
"536","[P]","    Gurunavi","6,105","5,889","6,448","7,112","6,786","6,673","7,358","8,460","7,069","7,130","7,705","6,606","6,761","6,418","6,837"
"537","[P]","    Walgreen Co.","5,892","6,163","6,389","7,412","6,439","7,362","7,484","8,417","6,700","6,140","6,091","6,653","6,629","6,989","6,794"
"538","[P]","    Hutchison Whampoa","6,217","6,320","6,391","7,187","7,512","7,305","7,740","7,862","6,990","6,620","7,093","6,680","7,461","6,972","6,760"
"539","[P]","    HI5.COM","17,463","15,764","14,992","14,377","14,165","13,573","11,558","10,546","9,189","7,358","5,844","7,916","7,651","9,093","6,744"
"540","[P]","    BIGMIR.NET","4,443","4,367","4,219","4,415","4,455","5,689","6,239","6,516","6,788","7,116","7,911","7,669","7,675","7,807","6,722"
"541","[P](U)","    Trader Media Group","6,227","6,118","6,258","6,648","6,938","6,491","6,156","5,421","6,982","6,765","6,967","6,933","6,764","6,546","6,717"
"542","[P]","    Discover Financial Services","4,632","5,620","5,928","5,659","5,804","6,373","6,144","5,904","6,253","6,106","5,929","6,169","5,954","6,386","6,675"
"543","[P]","    Getty Images, Inc","6,544","9,488","8,368","6,720","7,517","7,006","8,088","7,855","8,123","6,763","7,485","7,049","7,415","6,648","6,675"
"544","[P]","    First Choice Holidays PLC","6,761","6,321","6,737","6,525","5,792","5,576","4,900","4,135","6,636","5,757","6,182","5,762","5,818","6,437","6,668"
"545","[P]","    Take 2 Interactive","4,813","4,910","4,989","5,229","5,271","7,485","8,654","6,059","6,485","5,894","6,175","5,958","7,314","7,248","6,626"
"546","[P](u)","    Media General Sites","4,591","5,307","6,082","7,638","5,656","5,472","5,952","6,632","6,279","6,431","6,687","6,250","6,120","5,930","6,615"
"547","[P]","    Spiegel Verlag","7,426","7,020","6,413","6,451","6,467","7,124","7,338","6,795","7,504","7,570","7,162","6,620","7,284","7,570","6,608"
"548","[P]","    Coupons, Inc.","7,494","7,178","6,948","7,100","7,830","8,866","8,354","7,119","7,539","7,053","6,732","6,274","6,307","6,796","6,595"
"549","[P]","    MONOGRAFIAS.COM","11,711","9,862","7,263","10,979","12,687","12,843","12,260","6,795","7,180","10,017","11,920","9,657","11,757","9,296","6,568"
"550","[P]","    Accor","7,064","7,550","7,388","6,626","7,004","6,724","6,016","5,365","5,791","5,447","6,637","6,020","6,307","6,067","6,566"
"551","[P](U)","    Channel4","7,212","7,524","7,210","7,376","7,492","7,425","8,063","7,950","8,461","7,655","8,051","7,152","6,924","6,626","6,543"
"552","[P]","    Air France-KLM Group","5,888","6,029","6,616","5,874","6,213","6,273","6,471","5,701","6,705","5,769","7,887","5,584","6,855","7,593","6,530"
"553","[P](u)","    Citrix Systems, Inc.","4,713","5,240","5,184","5,505","5,644","6,305","6,453","5,391","6,215","6,261","6,459","6,083","6,339","6,044","6,521"
"554","[P]","    PokerStars","8,385","7,387","7,145","6,147","6,847","7,361","7,059","7,084","7,629","7,413","7,509","7,297","6,874","6,766","6,482"
"555","[P]","    Office Depot","5,146","5,097","5,442","7,062","6,727","5,851","7,164","7,311","7,195","6,826","6,956","6,381","6,364","6,447","6,466"
"556","[P]","    Activision Blizzard","7,596","7,294","8,085","5,995","5,869","7,421","13,416","7,821","7,155","6,689","6,859","7,415","9,073","5,838","6,464"
"557","[P]","    CafePress","5,296","5,737","5,504","5,973","5,909","6,199","6,917","7,630","5,871","5,961","6,035","6,026","6,014","6,112","6,392"
"558","[P]","    GAMEZER.COM","9,114","9,572","9,233","9,025","8,074","7,289","6,577","6,774","6,752","5,359","5,737","5,172","5,049","5,521","6,317"
"559","[P]","    KT Group","8,862","8,983","9,124","8,966","8,347","9,097","10,825","13,645","8,941","7,699","7,076","6,992","7,159","6,995","6,274"
"560","[P]","    114LA.COM","6,954","6,982","7,469","7,903","7,480","7,181","6,978","7,129","5,542","6,726","13,460","13,908","7,429","7,594","6,222"
"561","[P]","    Rue du Commerce","4,987","5,026","4,761","5,556","5,123","6,499","6,996","8,538","7,815","6,649","6,538","6,862","6,636","5,901","6,222"
"562","[P]","    KBB.COM","5,679","5,579","6,013","6,375","5,796","6,210","5,473","4,955","6,099","6,800","6,560","5,655","5,575","5,964","6,210"
"563","[P]","    Lotte Group","6,090","5,559","6,260","6,625","6,603","7,404","6,920","7,790","8,030","6,504","5,697","6,084","6,192","5,835","6,198"
"564","[P]","    CRSKY.COM","3,661","3,704","4,063","4,711","4,771","5,372","4,536","5,156","5,478","5,477","5,983","5,515","4,632","4,964","6,164"
"565","[P]","    SHOUTMIX.COM","16,348","15,922","17,170","18,683","19,021","21,492","21,660","20,787","13,040","8,232","7,562","7,240","6,863","6,571","6,156"
"566","[P]","    Japan Post Group","6,005","5,665","6,001","5,861","6,321","6,375","7,081","10,083","8,417","6,865","7,299","6,434","6,419","5,878","6,051"
"567","[P]","    SH.CN","5,924","5,227","5,577","4,714","5,923","5,087","6,624","7,007","6,465","7,712","6,682","5,251","4,898","4,938","6,031"
"568","[P]","    CQVIP.COM","2,194","2,721","1,979","2,555","3,761","3,312","4,586","4,489","5,215","6,944","6,784","6,271","6,462","5,896","6,022"
"569","[P](u)","    ITV Sites","5,482","4,477","4,036","4,053","6,311","7,114","7,612","6,431","5,387","5,558","5,817","6,836","6,760","5,913","5,978"
"570","[P]","    USAFIS.ORG","11,175","10,008","12,828","10,493","7,523","10,033","10,008","11,933","3,417","5,533","6,422","3,883","4,714","5,358","5,959"
"571","[P]","    China Economic Net","3,362","3,530","3,922","4,774","4,044","3,852","5,135","5,294","4,167","5,800","5,809","5,188","4,526","4,711","5,953"
"572","[P](u)","    Kraft Foods","5,267","4,786","5,337","5,802","5,612","6,377","7,465","7,671","5,788","5,838","7,505","6,750","6,779","6,611","5,929"
"573","[P]","    American Airlines","5,681","5,819","5,970","5,427","5,491","5,707","5,975","5,339","5,810","5,453","6,144","5,775","6,117","5,698","5,913"
"574","[P]","    IBM","5,968","7,770","7,582","6,695","7,201","6,552","6,685","6,955","6,032","6,916","7,213","5,491","7,014","6,306","5,888"
"575","[P]","    Publieke Omroep","5,945","5,643","5,841","5,986","5,940","6,054","5,858","6,193","6,301","6,787","6,484","6,442","6,685","6,217","5,823"
"576","[P]","    CDUNIVERSE.COM","4,587","4,445","4,845","5,032","5,274","5,431","5,531","5,857","5,582","5,285","5,245","5,415","5,430","5,471","5,786"
"577","[P]","    Gruppo Editoriale Espresso","6,227","6,133","5,655","5,382","6,195","6,772","6,758","6,302","7,005","7,261","6,848","6,598","6,830","6,209","5,758"
"578","[P]","    United Business Media","5,156","5,620","5,168","5,918","5,258","5,951","6,052","5,505","5,438","5,422","6,021","5,640","5,311","5,887","5,739"
"579","[P]","    Oricon","7,076","8,160","6,947","6,438","6,844","6,600","7,047","7,306","7,252","5,926","7,204","6,134","6,489","6,539","5,720"
"580","[P]","    NASA.GOV","5,739","5,072","4,846","5,737","7,009","5,605","6,261","6,138","6,705","6,079","6,900","6,305","7,253","7,384","5,681"
"581","[P]","    Telstra Corporation Limited","5,192","5,167","5,289","5,475","5,978","5,658","4,988","4,765","5,258","5,660","6,120","5,968","6,085","5,857","5,677"
"582","[P]","    8684.CN","4,159","2,265","3,779","3,624","3,466","4,338","4,046","3,826","4,831","5,864","5,072","4,814","4,519","4,823","5,669"
"583","[P]","    TBS Group","4,991","5,091","5,456","5,975","6,744","6,946","6,195","6,843","6,492","5,431","6,603","6,775","5,692","6,195","5,565"
"584","[P]","    EUROPA.EU","6,603","5,730","5,152","4,979","6,277","7,093","7,646","6,521","7,527","7,303","7,576","6,785","7,579","6,345","5,558"
"585","[P]","    IRS.GOV","5,313","5,003","4,808","4,864","4,431","4,659","4,728","5,232","16,359","25,099","13,981","15,193","6,617","5,785","5,554"
"586","[P]","    IP138.COM","4,101","3,976","4,710","4,153","4,141","4,109","4,409","4,435","4,585","3,974","4,439","3,561","3,889","4,091","5,553"
"587","[P]","    Art.com Sites","6,536","7,063","6,599","7,159","7,765","7,391","7,121","6,737","7,407","7,254","7,035","7,334","7,293","6,160","5,504"
"588","[P](u)","    Transcontinental Digital (TC Media)","5,588","5,392","5,111","5,205","5,322","5,697","5,764","5,855","5,940","5,678","6,077","6,090","6,069","5,602","5,381"
"589","[P]","    Cablevision","7,651","3,657","3,698","4,375","3,966","3,874","3,851","4,669","4,821","5,269","4,983","4,325","4,210","4,474","5,224"
"590","[P]","    DeNA Co., Ltd.","5,209","4,712","4,293","4,715","4,791","5,080","4,570","4,621","4,957","4,502","4,867","4,706","4,622","4,578","5,185"
"591","[P]","    SBS (Seoul Broadcasting System)","7,453","6,895","7,690","7,916","7,185","8,569","6,461","6,675","6,060","5,189","5,013","5,449","5,010","4,863","5,173"
"592","[P]","    READNOVEL.COM","4,381","2,953","3,504","4,213","4,160","3,526","4,030","4,518","4,210","3,254","4,960","4,485","4,573","4,750","5,169"
"593","[P]","    Blockbuster Inc.","3,673","3,656","4,229","4,090","4,622","5,256","5,096","5,190","5,089","4,431","4,397","5,304","4,613","5,281","5,109"
"594","[P]","    AL-WLID.COM","4,779","4,806","4,385","5,417","4,649","4,669","5,424","5,193","5,331","5,191","5,221","4,696","4,110","4,297","5,107"
"595","[P]","    Groupe LDLC.com","4,258","4,876","4,343","4,711","5,784","5,866","5,380","6,155","5,189","5,047","5,411","4,872","5,470","4,836","5,086"
"596","[P]","    LIVESCORE.COM","9,362","4,669","5,565","9,399","11,427","11,382","10,601","11,114","11,141","10,465","11,228","11,487","9,369","8,619","4,946"
"597","[P]","    Miarroba Networks","7,266","6,932","6,650","7,266","6,914","6,762","6,444","5,389","5,758","6,144","6,839","6,571","6,559","6,387","4,940"
"598","[P]","    Grupo Planeta Sites","5,726","5,414","5,032","4,855","5,278","4,768","4,277","3,743","4,196","4,616","4,842","4,235","4,463","4,393","4,903"
"599","[P]","    JSOFTJ.COM","6,393","6,697","6,237","5,665","6,399","6,152","5,892","6,513","6,259","5,454","5,646","4,989","5,428","4,845","4,890"
"600","[P]","    RARLAB.COM","5,281","5,202","4,930","5,260","5,612","6,103","6,122","5,845","6,065","5,600","5,612","5,468","5,476","5,101","4,885"
"601","[P]","    YAMAHA","4,591","4,231","4,555","4,543","4,923","4,760","4,715","4,547","4,849","4,609","5,517","4,919","5,449","4,795","4,855"
"602","[P]","    RBC Financial Group","4,459","4,554","4,615","4,778","4,861","5,187","4,628","4,472","4,838","4,692","4,464","4,865","4,598","4,401","4,847"
"603","[P](U)","    DexOne","6,415","6,379","6,899","6,451","5,961","5,389","5,339","4,016","4,812","5,179","5,561","5,086","7,502","6,916","4,825"
"604","[P]","    Rising Corp. Limited","12,795","8,443","9,350","9,654","10,676","11,833","11,797","10,689","6,017","4,814","5,301","5,430","4,429","3,810","4,808"
"605","[P]","    WordPress","158,032","150,784","195,181","200,618","213,705","223,343","5,404","5,391","5,354","5,243","5,502","4,689","5,007","5,115","4,808"
"606","[P]","    Interpark","5,751","5,273","5,351","5,759","5,361","5,503","4,957","5,314","4,942","4,252","3,868","3,841","3,501","3,719","4,791"
"607","[P]","    Moneysupermarket.com Financial Group","3,784","3,681","4,185","3,953","3,739","4,067","3,470","2,953","4,069","3,596","4,124","4,092","4,426","4,226","4,783"
"608","[P]","    ORBITDOWNLOADER.COM","10,427","9,841","9,738","10,285","10,926","2,436","2,713","2,257","2,346","2,186","2,745","4,310","4,506","4,301","4,713"
"609","[P](U)","    ABC OTV","33,008","22,852","26,004","29,082","27,095","31,187","27,249","28,312","29,247","5,169","4,945","4,660","4,893","4,291","4,671"
"610","[P]","    Habbo Network","8,439","8,840","9,957","9,046","7,665","7,859","7,266","7,962","7,944","6,130","6,009","6,033","5,468","4,952","4,607"
"611","[P](u)","    VUI.VN","1,740","1,833","2,341","2,491","4,608","5,023","5,276","5,151","4,853","4,683","5,597","5,311","5,176","5,042","4,601"
"612","[P]","    OVH Sites","5,895","5,011","4,657","4,573","5,258","5,624","6,429","6,928","7,754","6,621","5,420","4,904","5,283","5,330","4,572"
"613","[P]","    Nippon Television Network","4,565","4,027","4,496","5,170","5,105","6,085","5,276","5,774","5,301","4,607","4,485","4,677","5,245","4,296","4,553"
"614","[P]","    WetterOnline GmbH","5,070","5,963","6,561","6,091","4,512","3,958","3,141","4,018","4,029","4,641","4,581","3,588","4,129","4,110","4,552"
"615","[P]","    Altice","5,938","6,093","6,329","6,231","6,891","5,978","5,617","5,030","5,363","5,568","5,387","5,087","5,535","4,963","4,547"
"616","[P]","    XAT.COM","4,704","4,915","5,178","5,207","5,093","5,098","5,038","5,393","5,801","5,333","12,993","4,703","4,332","4,190","4,543"
"617","[P]","    YOKA.COM*","5,528","6,127","6,591","6,922","7,627","7,000","7,569","5,958","5,903","7,031","6,303","3,941","5,974","3,232","4,527"
"618","[P]","    Compare Infobase Limited","4,913","5,004","4,730","4,439","4,439","4,120","4,104","6,430","4,926","5,056","4,319","4,405","5,085","4,682","4,516"
"619","[P](u)","    OYUNLAR1.COM","8,555","9,207","9,876","9,589","7,943","6,670","6,752","5,623","5,663","5,231","5,107","4,783","4,809","4,584","4,505"
"620","[P](u)","    Notrefamille.com Sites","4,370","4,252","3,198","3,700","4,830","5,207","6,386","6,459","5,711","5,604","5,457","5,204","5,825","4,728","4,490"
"621","[P]","    Weight Watchers International","4,910","4,564","4,327","4,450","4,977","4,718","3,805","3,618","8,055","5,657","4,596","4,991","5,150","4,816","4,404"
"622","[P]","    UUSEE.COM","7,590","7,885","7,972","6,526","6,842","5,744","5,580","5,101","5,067","5,076","6,558","5,651","4,791","4,777","4,402"
"623","[P]","    AVS4YOU.COM","6,103","5,330","5,121","5,073","5,271","6,138","5,967","5,985","6,839","5,703","5,595","5,082","5,070","4,332","4,401"
"624","[P]","    DIPAN.COM","1,123","1,793","3,312","11,992","12,735","11,026","10,321","8,509","8,353","8,104","7,439","7,422","6,054","5,741","4,359"
"625","[P]","    MeetIC - Match","4,375","4,181","4,316","4,610","5,261","5,619","4,882","4,254","4,701","4,489","4,420","4,643","4,567","3,940","4,350"
"626","[P](u)","    Youthology Kids (Evolve Media Corp.)","8,193","5,918","7,387","7,152","6,923","8,170","7,022","7,539","7,456","5,811","5,191","5,124","5,077","4,254","4,339"
"627","[P]","    AmericanGreetings Property","9,577","8,799","8,114","7,975","8,238","8,790","7,841","9,770","6,635","7,431","5,811","5,816","6,011","4,747","4,311"
"628","[P]","    Gruppo Mediaset","9,157","8,093","8,077","7,690","8,304","9,589","9,739","9,176","10,245","11,043","12,161","12,301","6,273","4,989","4,311"
"629","[P]","    Tchibo","4,012","3,681","3,993","4,282","4,096","4,263","4,517","4,342","4,314","3,901","4,005","3,967","4,451","4,465","4,307"
"630","[P]","    spreadshirt","2,570","2,386","2,443","2,496","2,050","2,230","2,479","2,467","2,610","3,320","3,333","3,912","4,417","4,509","4,286"
"631","[P]","    BOOSJ.COM","4,673","4,066","4,606","3,396","4,001","3,361","4,364","4,629","5,991","5,218","6,364","4,376","3,496","4,093","4,256"
"632","[P]","    CYBERLINK.COM","3,880","3,896","4,019","4,179","4,819","5,057","5,000","5,163","6,211","4,823","4,920","4,669","4,546","4,071","4,246"
"633","[P]","    NHACCUATUI.COM","2,711","2,642","2,688","4,539","4,779","4,876","3,859","4,044","3,705","3,721","3,908","4,043","4,147","4,017","4,236"
"634","[P](U)","    Sonico Inc.","11,156","9,945","9,128","7,855","8,801","8,887","8,282","7,854","7,766","6,839","6,169","5,393","5,215","4,769","4,186"
"635","[P]","    EMP3WORLD.COM","4,592","4,606","4,488","4,233","4,370","4,563","4,833","4,575","3,522","3,945","4,703","4,761","4,736","4,176","4,136"
"636","[P]","    eNet","3,210","3,677","4,362","4,405","3,664","4,727","4,784","4,394","5,091","4,576","4,835","3,505","3,532","3,516","4,105"
"637","[P]","    LEO.ORG","5,364","4,994","4,599","4,581","5,190","5,028","5,045","4,625","5,015","4,636","4,604","4,363","4,756","4,807","4,087"
"638","[P]","    WILEY.COM","4,482","3,897","3,458","3,559","4,435","5,425","5,582","5,005","5,242","5,782","6,156","6,095","5,882","4,615","4,073"
"639","[P](u)","    Belgacom Group","5,014","4,881","4,362","4,725","4,659","5,412","5,203","5,510","5,719","5,069","5,260","5,340","5,558","4,990","4,073"
"640","[P]","    GAME2.CN","3,510","2,967","3,108","2,672","2,738","3,914","4,092","3,726","6,497","5,092","6,471","4,538","2,175","2,748","4,024"
"641","[P](U)","    EVA.VN","1,224","1,197","1,660","1,739","3,092","3,552","3,496","3,770","3,172","3,876","4,337","4,124","4,115","4,479","4,020"
"642","[P]","    PHPNUKE.ORG","4,712","4,501","4,005","4,137","3,819","3,525","3,198","3,906","4,083","3,512","3,624","4,029","4,328","3,935","3,987"
"643","[P]","    RAYLI.COM.CN","3,287","3,066","2,578","3,319","3,865","6,467","12,339","12,141","6,562","4,152","5,121","4,187","3,236","3,281","3,956"
"644","[P]","    Ekspress Grupp","3,606","3,453","3,766","3,647","3,526","3,749","3,596","4,203","4,209","4,022","4,203","4,058","4,188","3,980","3,946"
"645","[P]","    ZHCW.COM","3,262","3,823","4,816","3,672","4,065","4,013","4,071","3,659","3,854","4,185","5,384","3,743","3,690","3,560","3,925"
"646","[P]","    PChome Online","4,829","4,653","4,108","4,286","4,622","5,562","5,542","5,532","5,813","4,883","3,905","3,829","4,110","3,962","3,874"
"647","[P](u)","    Independent News & Media","2,366","2,141","2,153","2,915","2,963","3,250","3,061","2,900","3,080","3,552","3,712","3,497","3,588","3,937","3,823"
"648","[P]","    Iplay Games","2,471","2,396","2,491","2,240","1,901","1,838","6,086","5,684","5,088","4,284","3,775","3,858","3,672","3,611","3,748"
"649","[P]","    WANMEI.COM","4,431","3,483","1,871","2,429","5,330","4,273","2,373","4,244","2,535","1,630","9,830","1,299","1,843","3,933","3,745"
"650","[P]","    Adoos Classifieds S.L.","6,320","5,650","5,298","5,906","5,968","5,946","5,559","4,391","5,537","4,632","4,833","4,427","4,558","3,811","3,743"
"651","[P]","    HAWAAWORLD.COM","4,853","5,025","4,243","4,378","4,411","4,783","4,140","4,444","4,477","3,868","4,159","4,104","4,300","3,879","3,736"
"652","[P]","    Fotosearch, LLC","5,460","5,108","4,514","5,275","5,659","5,785","5,397","4,270","4,637","4,774","4,603","4,377","4,972","4,325","3,732"
"653","[P]","    KBS (Korean Broadcasting System)","5,099","4,549","4,945","5,384","4,965","5,336","5,183","4,886","4,777","4,190","3,681","3,984","3,744","3,532","3,730"
"654","[P]","    123GREETINGS.COM","4,715","4,336","3,675","4,893","4,209","5,133","4,811","9,727","6,076","6,231","4,319","4,586","4,512","3,810","3,701"
"655","[P]","    MININOVA.ORG","5,765","5,714","6,014","5,586","5,603","4,801","4,362","4,016","4,342","4,661","4,692","3,955","4,233","3,751","3,685"
"656","[P]","    Proto Corporation","3,437","3,133","3,237","3,391","3,629","3,442","3,323","3,056","3,607","3,778","3,981","3,564","3,866","3,587","3,645"
"657","[P]","    BRG8.COM","5,031","4,961","4,653","4,809","4,931","4,599","4,657","5,056","5,134","4,447","5,180","5,061","4,620","3,793","3,633"
"658","[P]","    Kipubli","4,611","4,246","3,614","3,935","4,484","4,657","4,834","4,288","4,698","4,558","4,781","4,412","5,294","4,500","3,573"
"659","[P]","    Pepsi Co.","3,470","3,191","3,320","3,185","3,283","2,613","2,902","2,978","3,270","3,855","3,208","3,112","3,861","3,175","3,540"
"660","[P](U)","    NHL Network","8,748","7,832","4,712","3,650","2,987","4,384","4,333","4,287","4,528","4,059","4,262","4,587","5,953","2,833","3,537"
"661","[P]","    Estee Lauder Sites","3,148","3,139","3,138","3,245","3,858","3,999","4,005","4,294","3,909","3,471","4,190","3,838","3,556","4,034","3,493"
"662","[P]","    Tele2 Sites","3,452","3,386","3,596","3,630","3,523","3,676","3,636","3,665","3,644","3,134","4,238","3,804","3,744","3,772","3,439"
"663","[P]","    Trend Micro, Inc.","3,106","3,226","2,875","3,205","3,565","3,907","3,745","3,856","3,845","3,175","4,195","3,460","3,866","3,253","3,413"
"664","[P]","    Kiabi","5,305","5,941","6,542","6,278","5,955","6,865","6,033","5,484","5,599","4,168","4,189","3,414","3,981","3,786","3,396"
"665","[P]","    PartyGaming","7,015","4,977","4,325","3,528","3,287","3,416","3,705","3,784","4,657","2,831","6,157","3,414","1,563","1,202","3,392"
"666","[P]","    Job.com Sites","5,287","5,138","4,742","3,540","4,596","4,833","4,712","3,659","4,361","3,754","3,792","3,338","3,457","3,762","3,389"
"667","[P]","    HONGXIU.COM","2,727","3,004","2,603","2,997","2,650","2,484","3,259","2,961","3,027","3,928","4,290","3,701","3,463","3,607","3,346"
"668","[P]","    Benesse Corporation","3,155","2,968","3,182","2,961","3,111","3,079","2,927","2,939","3,336","3,137","4,147","3,222","3,076","3,162","3,287"
"669","[P]","    FLASHGAMES247.COM","4,320","4,609","4,979","4,318","4,205","4,323","4,337","4,455","4,244","3,950","3,745","3,507","3,498","3,165","3,209"
"670","[P]","    Kuaiche.com Sites","4,735","8,033","10,351","9,921","9,317","10,126","9,018","9,513","9,870","9,034","8,337","7,126","7,305","7,519","3,205"
"671","[P]","    GameDuell","2,787","2,395","2,545","3,082","3,414","3,683","3,436","2,745","3,017","2,695","3,336","2,675","3,249","4,309","3,170"
"672","[P]","    SWEETIM.COM","13,924","11,231","13,850","19,461","17,219","22,134","17,119","17,225","7,142","12,779","1,517","875","1,411","681","3,158"
"673","[P]","    TE3P.COM","3,824","3,808","3,349","3,569","3,241","3,084","3,133","3,353","3,392","3,185","3,432","3,268","3,309","3,156","3,149"
"674","[P]","    Thomson Reuters","2,969","2,784","2,701","3,065","4,287","4,466","4,551","3,742","4,033","4,329","4,377","4,305","3,942","3,059","3,088"
"675","[P]","    ARABSEYES.COM","6,780","5,724","5,403","6,444","6,777","7,098","4,833","4,258","4,121","4,316","4,269","3,512","3,460","3,149","3,087"
"676","[P]","    UPTODOWN.COM","5,649","5,691","5,420","5,353","4,905","4,576","3,995","3,769","3,821","3,592","4,152","3,942","3,963","3,319","3,033"
"677","[P]","    Tiscali Sites","4,748","4,329","3,655","3,418","3,474","3,728","3,738","3,545","3,729","4,027","3,935","3,733","4,158","3,679","2,992"
"678","[P]","    GGL Media","2,773","2,759","2,810","2,532","2,385","2,536","2,214","2,308","2,381","2,518","2,447","2,667","2,579","2,383","2,984"
"679","[P]","    OHMYNEWS.COM","3,953","3,957","4,876","4,722","4,509","5,737","4,471","4,485","4,062","2,821","3,009","2,793","2,916","2,047","2,972"
"680","[P]","    TOGGLE.COM","3,435","3,205","3,027","2,976","2,899","2,798","2,841","3,209","2,980","2,944","3,014","3,199","3,232","2,969","2,943"
"681","[P]","    RORO44.COM","4,957","4,655","4,124","4,415","4,242","4,590","3,863","4,188","4,306","3,693","3,842","3,477","3,572","3,054","2,934"
"682","[P]","    MBC (Munhwa Broadcasting Corp.)","4,905","4,673","4,585","4,569","4,748","4,907","4,186","4,688","5,203","4,405","3,335","2,950","3,248","2,840","2,929"
"683","[P]","    Hankyoreh Newspaper","4,827","3,929","4,840","5,025","5,202","6,021","5,561","5,426","4,658","3,475","2,996","3,159","3,796","3,108","2,840"
"684","[P]","    TORRENTPORTAL.COM","3,108","2,991","3,478","3,032","2,637","2,848","2,468","2,257","2,844","2,434","2,502","2,370","2,508","2,398","2,813"
"685","[P]","    GameStop","2,775","3,007","2,594","3,100","2,999","3,283","4,152","4,170","2,815","2,349","2,619","2,586","2,987","2,708","2,774"
"686","[P]","    JMnet (JoongAng Media Network)","6,048","3,514","4,584","5,006","2,476","2,665","2,726","2,354","2,766","2,515","2,450","2,614","2,371","2,614","2,713"
