MEDIA TREND REPORT,,,Geography :,Geography :,Worldwide,Worldwide,Worldwide,Worldwide,Worldwide,,,,,,,,
,,,Location :,Location :,All Locations,All Locations,All Locations,All Locations,All Locations,,,,,,,,
,,,Time Period :,Time Period :,March 2008 - May 2009,March 2008 - May 2009,March 2008 - May 2009,March 2008 - May 2009,March 2008 - May 2009,,,,,,,,
,,,Target :,Target :,Total Audience,Total Audience,Total Audience,Total Audience,Total Audience,,"©2009 comScore, Inc","©2009 comScore, Inc","©2009 comScore, Inc",,,,
,,,Media :,Media :,"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...",,,,,,,,
,,,Measures :,Measures :,Total Unique Visitors (000),Total Unique Visitors (000),Total Unique Visitors (000),Total Unique Visitors (000),Total Unique Visitors (000),,,,,,,,
,,,Date :,Date :,6/25/2009,6/25/2009,6/25/2009,6/25/2009,6/25/2009,,,,,,,,
,,,,,,,,,,,,,,,,,
Items 1 to 1000,Items 1 to 1000,Items 1 to 1000,Mar-2008,Apr-2008,May-2008,Jun-2008,Jul-2008,Aug-2008,Sep-2008,Oct-2008,Nov-2008,Dec-2008,Jan-2009,Feb-2009,Mar-2009,Apr-2009,May-2009
,,Total Internet : Total Audience ,"840,590","849,580","853,119","860,514","949,583","960,198","971,945","984,396","996,304","1,007,730","1,020,582","1,078,911","1,092,598","1,108,031","1,122,331"
1,[P],Google Sites,"626,118","631,148","643,809","649,096","722,454","742,390","748,539","753,081","758,588","775,980","771,553","816,983","830,663","845,623","840,410"
2,[P],Microsoft Sites,"563,245","565,670","572,016","572,292","636,377","645,223","646,072","639,829","638,570","646,915","632,548","675,272","692,479","690,986","682,205"
3,[P],Yahoo! Sites,"505,326","510,648","514,831","507,559","542,174","552,203","555,269","557,687","554,145","562,571","558,114","578,479","594,149","590,301","570,250"
4,[P],Wikimedia Foundation Sites,"256,061","261,414","263,120","251,502","244,326","248,539","272,109","277,208","280,969","272,998","289,811","300,751","327,148","320,043","317,255"
5,[P],FACEBOOK.COM,"109,162","116,375","123,851","132,105","144,845","153,945","161,122","181,772","200,189","221,791","236,292","275,642","294,675","307,101","316,000"
6,[P],AOL LLC,"251,899","253,544","252,394","256,679","271,020","268,065","264,196","267,783","268,312","273,020","271,016","276,793","285,517","290,751","286,826"
7,[P],eBay,"250,945","245,133","247,791","238,400","236,762","233,263","228,805","233,044","233,173","240,947","231,552","234,560","250,156","246,147","238,148"
8,[P],Amazon Sites,"163,460","161,752","159,281","155,108","159,813","156,750","156,720","159,807","169,903","187,354","188,202","183,003","194,928","192,441","188,602"
9,[P],CBS Interactive,"41,412","39,195","39,565","35,979","171,234","172,895","174,198","174,183","171,724","178,844","180,319","185,642","202,560","192,200","185,351"
10,[P],Fox Interactive Media,"168,916","171,355","169,301","165,143","174,447","167,956","165,265","169,075","168,475","172,841","173,366","175,276","183,137","179,563","177,340"
11,[P],Ask Network,"130,049","130,467","127,769","124,603","142,242","138,045","144,689","153,488","160,489","164,513","164,191","164,566","172,552","169,916","171,613"
12,[P],Apple Inc.,"142,900","144,047","140,380","134,621","140,009","142,011","143,583","145,753","147,928","161,500","157,639","158,272","170,395","167,912","166,754"
13,[P],Baidu.com Inc.,"71,376","72,860","80,201","83,330","130,172","137,394","143,754","149,514","148,748","152,447","147,419","147,589","147,281","147,447","152,087"
14,[P],TENCENT Inc.,"72,854","72,838","77,885","84,330","133,198","139,113","147,993","155,708","157,213","158,617","156,047","155,603","154,583","154,478","148,169"
15,[P],WordPress,"87,070","90,127","96,394","98,117","103,404","103,296","110,745","112,764","115,123","117,155","120,192","126,168","144,111","143,042","145,981"
16,[P],Adobe Sites,"113,968","112,647","107,361","107,304","111,352","110,116","123,383","127,977","124,740","123,623","127,543","127,087","140,950","134,270","132,617"
17,[P],Glam Media,"64,362","63,962","77,391","76,942","80,839","75,252","88,296","97,589","95,166","110,577","103,134","102,198","108,824","110,811","117,663"
18,[P],The Mozilla Organization,"73,363","86,158","53,886","51,614","103,966","83,853","100,244","77,620","102,559","114,338","82,643","128,380","153,830","152,229","113,431"
19,[P],SINA Corporation,"61,735","59,824","60,991","61,467","98,317","115,004","109,481","110,931","110,509","112,375","109,487","111,460","111,761","111,114","98,596"
20,[P],Viacom Digital,"90,256","90,950","86,546","87,316","84,826","88,240","87,199","89,793","88,478","90,099","92,194","91,484","97,221","97,238","97,019"
21,[P],NetShelter Technology Media,"30,316","30,680","29,761","28,418","30,715","34,285","45,389","49,572","58,427","74,173","77,884","83,103","90,673","90,224","90,564"
22,[P],New York Times Digital,"78,165","76,225","77,172","69,736","70,616","69,429","73,220","74,104","74,082","73,467","85,820","83,901","87,705","85,779","84,111"
23,[P],Alibaba.com Corporation,"49,776","47,363","50,201","51,183","73,214","86,085","95,230","85,931","91,244","94,532","82,441","85,617","89,725","84,349","82,439"
24,[P],Real.com Network,"53,240","56,493","55,705","53,336","70,170","76,117","73,430","74,440","74,444","75,819","77,150","79,927","83,971","83,363","80,082"
25,[P],Turner Network,N/A,N/A,N/A,"71,981","66,658","74,478","71,678","72,197","76,461","73,052","85,785","77,830","78,052","79,488","79,520"
26,[P],RapidShare AG,"39,669","40,399","41,643","40,315","43,799","45,442","46,224","49,508","55,209","59,289","64,872","71,469","79,562","77,053","79,201"
27,[P],Photobucket.com LLC,"42,649","44,096","44,914","46,276","46,394","46,167","43,928","45,450","44,927","46,303","48,842","58,571","86,406","62,011","75,805"
28,[P],Sohu.com Inc.,"44,559","45,676","44,971","45,769","76,158","88,477","85,426","81,860","79,746","85,866","76,420","80,777","81,027","80,113","69,524"
29,[P],NetEase.com Inc.,"53,815","48,974","49,688","50,271","79,856","88,951","82,918","81,618","79,453","78,657","70,925","76,055","76,297","75,534","69,096"
30,[P],Gorilla Nation,"60,136","55,419","56,537","69,656","70,271","67,134","62,570","65,242","57,911","61,148","64,463","63,376","68,393","65,330","65,845"
31,[P],Sony Online,"58,098","54,994","54,037","57,669","56,828","56,364","54,644","55,453","60,933","64,409","62,630","57,930","57,333","58,110","63,566"
32,[P],Xunlei Networking,"31,639","31,523","36,317","40,485","63,797","76,485","84,985","78,188","86,303","93,121","85,474","82,953","74,169","68,501","63,076"
33,[P],Technorati Media,N/A,"7,905","9,464","9,820","10,425","11,990","27,075","34,588","36,953","34,974","39,532","44,847","59,397","57,462","61,334"
34,[P],Lycos Sites,"65,128","65,310","64,301","60,253","56,229","57,951","57,083","59,592","57,842","56,324","58,538","61,004","64,331","62,378","60,464"
35,[P],Orange Sites,"60,667","60,446","60,905","53,535","53,330","52,051","53,397","55,063","59,515","53,860","51,518","55,095","61,079","58,118","57,708"
36,[P],BitTorrent Network,"25,050","26,066","26,097","25,432","29,675","30,148","30,656","32,825","36,329","41,332","44,533","47,296","52,276","55,390","57,364"
37,[P],Expedia Inc,"57,173","56,061","58,803","58,691","64,011","59,216","49,627","47,843","46,626","44,410","55,481","54,497","58,896","57,930","56,453"
38,[P],HI5.COM,"43,890","45,573","49,641","56,367","56,714","55,936","58,669","57,211","58,069","60,862","59,694","63,270","63,652","60,789","54,635"
