"Media Trend","","","Geography :: Worldwide","","","","","","My Metrix"
"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","Universe :: Home and Work","","","","","","(c)2014 comScore, Inc"
"","","","Time Period :: December 2012 - February 2014","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 3/21/2014","","","","","",""

"","","","Dec-2012","Jan-2013","Feb-2013","Mar-2013","Apr-2013","May-2013","Jun-2013","Jul-2013","Aug-2013","Sep-2013","Oct-2013","Nov-2013","Dec-2013","Jan-2014","Feb-2014"
"168","[P]","    Bank of America","27,261","27,078","25,680","25,670","26,028","25,601","24,179","23,381","22,552","23,574","23,701","22,781","22,597","22,132","21,476"
"169","[P]","    Citigroup","20,871","20,422","19,327","19,890","20,429","20,036","20,006","19,439","19,395","21,932","22,007","22,417","22,409","21,993","21,473"
"170","[P](u)","    Populis","25,410","26,608","26,402","28,752","30,249","29,433","28,732","29,525","30,870","30,626","28,482","27,548","24,755","24,773","21,290"
"171","[P](u)","    Cox Enterprises Inc.","22,151","24,513","24,262","24,741","25,013","24,062","23,159","24,751","23,959","22,334","23,174","21,337","20,779","22,178","21,236"
"172","[P](u)","    Best Buy Sites","41,790","28,690","23,584","26,055","23,513","23,480","24,526","26,638","27,457","25,849","25,676","40,028","40,056","25,400","21,081"
"173","[P]","    GMO Internet Group","29,338","29,783","25,816","27,403","26,729","26,879","25,597","26,028","26,040","25,426","25,437","24,026","24,544","23,963","21,010"
"174","[P]","    Volkswagen Group","24,051","21,558","19,586","23,586","24,405","25,098","24,227","22,168","19,723","23,493","22,436","23,106","22,262","20,905","20,797"
"175","[P]","    Verizon Communications Corporation","25,531","23,346","21,076","23,316","23,308","22,587","22,446","23,705","23,148","24,609","22,072","24,428","26,838","21,610","20,746"
"176","[P]","    JPMorgan Chase Property","23,848","23,801","22,152","22,968","22,540","21,774","21,630","20,053","18,701","21,185","20,953","20,332","21,340","20,661","20,492"
"177","[P]","    UPLOADED.NET","34,349","35,095","34,848","38,248","34,754","35,726","32,836","32,404","30,565","27,742","27,617","25,461","23,498","23,607","20,421"
"178","[P]","    IRS.GOV","5,038","12,901","22,614","16,931","16,860","7,532","6,308","6,283","5,747","4,929","5,565","4,191","4,582","11,218","19,989"
"179","[P]","    TQ Digital Entertainment","20,219","19,016","19,780","20,720","25,442","24,721","23,117","26,847","25,694","26,493","26,513","24,253","29,945","23,357","19,985"
"180","[P]","    Real.com Network","44,656","41,034","35,094","39,992","36,622","33,205","36,155","32,183","28,720","35,040","25,614","24,044","22,249","20,137","19,952"
"181","[P]","    Trovit Sites","10,775","14,782","13,662","13,579","12,040","17,441","17,111","19,093","19,428","20,585","21,079","19,680","17,004","22,609","19,926"
"182","[P]","    Target Corporation","38,105","25,417","24,167","25,626","24,492","24,965","23,915","26,482","27,118","24,308","26,628","35,592","38,829","24,619","19,858"
"183","[P]","    Vivendi","19,486","19,773","18,160","18,645","17,897","18,446","17,075","17,183","16,794","19,222","20,663","21,020","20,957","21,782","19,856"
"184","[P]","    Kakaku.com Inc.","24,678","24,874","22,739","24,687","23,086","23,923","23,531","23,729","24,030","23,386","22,184","21,703","21,702","21,520","19,856"
"185","[P](U)","    PANDORA.COM","25,476","22,466","22,591","23,883","23,605","23,566","21,232","21,352","22,227","23,113","22,966","22,449","24,802","21,709","19,768"
"186","[P](u)","    Trinity Mirror Group","14,294","16,892","13,865","13,734","16,463","16,526","17,447","17,290","18,941","17,252","19,250","20,312","20,682","21,557","19,625"
"187","[P](u)","    CafeMom Network","23,783","23,956","22,072","21,711","21,312","24,482","20,888","24,582","23,918","22,313","22,793","25,114","22,770","20,331","19,567"
"188","[P](u)","    Encyclopaedia Britannica","18,527","22,007","22,394","23,714","23,254","22,339","18,437","17,614","17,564","20,878","23,976","23,040","19,210","19,605","19,471"
"189","[P]","    Seesaa","26,774","26,341","23,456","24,989","24,584","25,320","25,140","25,334","23,290","23,093","21,894","21,187","20,646","21,124","19,340"
"190","[P]","    ProSiebenSat1 Sites","25,639","25,192","24,400","27,221","27,027","28,052","25,760","23,400","23,558","21,643","21,205","19,399","19,556","19,948","19,339"
"191","[P](U)","    WhitePages","23,419","24,137","21,777","23,886","22,175","21,809","19,961","20,649","23,204","21,402","22,594","21,365","23,302","21,746","18,971"
"192","[P]","    PriceGrabber","9,405","15,119","13,570","14,761","15,640","13,497","13,352","13,798","14,236","18,024","24,538","25,137","23,194","25,128","18,935"
"193","[P](U)","    Vocento","21,311","22,361","20,894","21,179","22,624","22,216","20,214","19,372","18,687","19,160","21,322","20,881","19,312","20,201","18,926"
"194","[P]","    B2W Digital","11,515","10,791","15,705","17,668","17,474","18,041","18,090","19,345","19,239","20,697","21,190","23,726","23,528","21,199","18,860"
"195","[P]","    Opera Software","28,963","28,020","26,924","27,749","25,797","23,711","22,476","22,500","21,242","21,101","21,657","22,097","20,439","19,361","18,845"
"196","[P]","    DEEZER.COM","9,675","8,604","9,270","10,296","10,465","11,109","11,323","12,183","14,626","14,072","14,183","14,786","16,254","18,022","18,561"
"197","[P](U)","    LeGuide.com Sites","31,739","31,724","26,799","28,490","26,206","24,398","21,427","20,590","19,824","20,468","21,467","21,753","20,990","21,323","18,443"
"198","[P](U)","    Buscape Company","19,477","20,306","20,656","22,520","22,735","22,013","21,696","22,443","22,558","20,473","21,905","23,497","21,912","19,525","17,944"
"199","[P]","    Corel Corporation","14,602","14,246","13,292","15,199","16,231","16,938","16,333","16,595","17,581","19,474","20,590","21,387","20,121","20,269","17,798"
"200","[P](u)","    Reuters Sites","23,971","24,422","25,696","27,733","28,060","24,025","23,957","24,073","20,834","22,429","21,407","18,061","16,884","16,944","17,776"
"201","[P]","    Wells Fargo","25,307","20,308","19,999","20,400","20,443","20,308","19,818","18,360","18,077","18,919","19,005","17,750","17,642","18,457","17,628"
"202","[P](u)","    Grupo Clarin","16,426","16,130","16,333","17,018","17,032","16,879","16,337","17,971","19,705","18,534","19,228","19,923","19,470","17,548","17,543"
"203","[P]","    Sears Sites","32,498","23,810","22,118","23,857","22,236","22,713","21,530","22,080","21,844","21,644","21,457","29,033","29,190","19,570","17,424"
"204","[P](U)","    BabyCenter","18,288","20,884","19,234","21,269","21,507","22,050","21,254","22,565","22,755","21,334","22,746","20,293","18,509","19,198","17,392"
"205","[P](u)","    Advance Digital","19,186","19,045","16,254","17,844","17,802","18,401","16,014","17,640","17,401","18,655","18,933","18,038","18,430","19,412","17,379"
"206","[P]","    Gruppo Fiat","11,995","10,772","12,792","14,821","15,738","17,386","15,278","16,718","17,123","16,593","16,197","18,408","21,711","16,664","16,993"
"207","[P]","    Dell","22,916","22,839","19,515","23,939","23,511","20,863","22,443","24,115","20,583","19,901","21,121","21,624","21,090","20,215","16,752"
"208","[P]","    UPS Sites","27,201","21,334","17,719","19,139","18,565","18,575","17,043","17,940","18,055","17,186","17,931","18,780","26,518","18,757","16,713"
"209","[P]","    Recruit Co., Ltd.","55,625","74,523","69,197","72,780","17,325","16,937","16,499","17,327","17,765","17,380","15,643","16,040","16,473","16,701","16,627"
"210","[P]","    Nifty Corporation","25,782","25,920","22,890","23,948","22,374","22,668","21,944","21,918","21,490","20,263","19,532","18,460","17,864","18,701","16,520"
"211","[P]","    Toyota Group","13,806","16,657","15,013","17,546","16,404","15,678","16,336","17,691","16,111","17,942","18,478","19,330","16,078","17,467","16,404"
"212","[P]","    Seiko Epson Corp","15,676","14,931","13,608","15,367","15,531","16,135","15,699","14,686","14,963","16,889","16,312","16,758","17,204","17,158","16,195"
"213","[P](u)","    Yellowbook Network","26,715","28,914","25,720","26,721","24,004","27,783","23,745","26,508","19,874","18,161","18,825","18,401","16,547","17,946","16,167"
"214","[P](u)","    Grupo Intercom","17,363","21,037","18,865","20,192","20,049","19,236","16,455","16,419","15,842","17,092","17,292","16,668","13,631","16,910","16,156"
"215","[P]","    NIC.IN","11,928","12,097","12,253","13,762","13,803","18,127","17,020","17,290","15,545","13,789","13,586","13,577","15,680","16,261","16,144"
"216","[P]","    SOFTBANK Group","18,656","19,148","17,303","18,679","17,109","17,642","17,151","17,913","17,285","17,758","17,031","16,162","16,027","16,914","16,092"
"217","[P]","    Grupo Santander","11,806","12,308","12,797","14,039","13,898","14,114","14,111","14,109","14,829","15,579","16,147","15,906","16,068","16,456","15,751"
"218","[P]","    Lycos Global Search And Media","28,941","29,543","27,799","31,912","29,237","29,615","25,147","25,018","24,020","20,931","21,542","20,755","17,876","18,284","15,718"
"219","[P]","    Kingsoft Corp","18,036","21,035","17,243","16,904","19,954","18,497","14,375","14,300","12,767","12,033","11,574","12,048","14,525","13,213","15,583"
"220","[P]","    Indian Railways","14,526","14,277","13,143","14,088","14,723","16,412","15,052","13,972","14,701","16,344","17,203","16,797","17,043","16,537","15,517"
"221","[P]","    CONDUIT.COM","32,992","43,269","28,169","24,745","19,349","15,735","15,693","24,062","30,587","22,303","24,649","23,879","19,454","17,540","15,498"
"222","[P]","    Xacti Corporation","18,988","24,619","22,687","26,780","24,940","23,001","22,551","23,186","17,689","20,591","22,960","19,695","17,437","17,599","15,446"
"223","[P]","    BitComet (App)","19,196","19,185","18,148","18,124","17,991","18,072","17,383","17,331","16,936","16,726","16,603","16,318","16,448","16,074","15,340"
"224","[P](u)","    Rediff.com India Ltd","19,820","19,740","17,101","16,666","17,211","17,695","17,090","17,906","18,005","16,252","15,312","16,993","18,503","17,934","15,315"
"225","[P](u)","    Batanga Sites","13,008","10,958","8,970","10,015","9,922","10,803","13,907","13,266","13,599","13,491","16,071","17,284","17,040","15,290","15,285"
"226","[P]","    ING Group","15,099","16,899","13,870","14,986","14,313","14,664","14,439","14,810","13,721","15,616","17,060","16,349","15,643","16,440","15,278"
"227","[P]","    United Online, Inc","21,325","23,919","15,957","17,084","18,615","18,377","15,964","15,312","18,162","18,459","18,486","18,548","18,718","18,236","15,185"
"228","[P](u)","    MeetIC - Match","4,306","5,633","5,482","5,486","5,185","5,380","5,097","6,988","16,558","15,845","15,780","17,797","15,981","17,654","15,098"
"229","[P](U)","    RCS Media Group","9,102","8,689","8,593","9,120","15,122","16,552","13,364","13,335","11,846","14,405","15,940","15,462","14,772","15,576","15,087"
"230","[P](U)","    Sky Sites","15,907","17,523","15,278","17,512","18,379","19,009","16,873","16,736","18,540","17,541","16,645","16,597","15,999","17,215","15,038"
"231","[P]","    Pearson Education","19,349","21,325","20,858","20,890","20,752","19,887","11,814","10,321","13,618","19,668","19,905","17,203","14,831","15,283","14,994"
"232","[P]","    TIEXUE.NET","12,321","12,295","10,332","12,854","24,275","23,813","21,215","20,130","20,160","17,781","20,203","17,748","18,114","15,885","14,799"
"233","[P]","    NEC Corporation","21,500","22,137","19,308","20,513","19,007","19,565","19,260","19,519","18,944","16,966","15,978","15,650","15,421","16,291","14,723"
"234","[P]","    Groupe M6","19,103","19,422","17,131","18,243","15,902","15,900","14,763","16,279","15,547","15,772","15,765","15,276","14,504","16,158","14,627"
"235","[P](u)","    HomeAway","7,217","10,736","9,749","10,765","10,078","10,159","11,561","13,830","12,198","9,694","9,352","8,501","7,989","16,814","14,610"
"236","[P]","    LVMH Sites","18,485","14,960","13,049","14,940","16,020","17,083","17,767","19,101","16,525","19,426","18,123","21,011","23,137","15,702","14,573"
"237","[P]","    Hatena","22,987","23,202","20,372","21,126","19,424","19,013","18,477","18,761","17,940","17,659","16,711","16,107","15,940","16,571","14,512"
"238","[P]","    ZHAOPIN.COM","7,194","6,534","7,637","14,060","18,900","20,065","16,293","18,335","15,366","15,136","17,158","14,205","14,374","9,058","14,504"
"239","[P](U)","    PBS","11,965","17,351","16,551","14,965","15,458","14,896","10,910","10,438","9,784","13,021","14,881","14,555","12,925","15,345","14,466"
"240","[P](u)","    CBC-Radio Canada Sites","11,297","12,660","12,047","12,330","14,286","12,959","12,340","12,618","11,446","11,496","11,626","12,036","11,471","11,961","14,426"
"241","[P]","    General Motors","16,412","17,150","18,581","24,634","23,923","21,261","23,831","24,116","22,359","24,152","23,620","24,736","21,537","15,364","14,403"
"242","[P]","    Groupe Figaro","14,880","15,315","14,081","15,201","14,725","15,376","14,725","14,686","13,415","14,458","14,699","15,423","14,190","14,580","14,390"
"243","[P]","    Samurai Factory Inc.","19,162","19,319","17,314","18,319","16,837","17,938","16,394","16,631","16,789","15,864","15,015","14,476","14,749","15,644","14,361"
"244","[P]","    Nokia","25,631","22,651","21,510","21,426","19,477","22,711","20,356","21,321","19,706","22,066","21,150","18,505","21,253","17,173","14,315"
"245","[P]","    WildTangent Media","20,148","19,096","16,634","17,929","18,408","18,087","18,247","19,232","18,495","16,400","15,993","16,067","16,005","15,821","14,284"
"246","[P](u)","    Canoe Network","15,000","15,517","14,289","15,625","15,661","14,605","13,716","14,071","13,961","13,576","14,081","16,093","14,230","15,545","14,282"
"247","[P]","    The Home Depot, Inc.","17,257","17,379","15,615","18,482","20,571","21,391","20,345","21,793","19,285","17,138","15,990","19,006","16,313","16,426","14,231"
"248","[P]","    Staples.com Sites","13,390","12,933","11,028","11,113","10,574","9,855","10,038","10,892","12,780","11,122","11,467","13,363","14,231","15,021","14,100"
"249","[P]","    TGBUS.COM","12,228","12,804","11,357","11,280","14,593","14,935","17,110","17,741","17,711","15,432","14,452","14,375","14,346","15,028","14,014"
"250","[P]","    Seat Pagine Gialle","12,983","14,502","13,107","14,233","14,546","14,287","13,579","17,294","15,690","16,954","18,652","16,715","15,016","15,840","13,971"
"251","[P]","    Capital One","15,985","15,032","14,502","15,784","15,494","16,069","15,370","16,203","15,955","16,236","15,912","15,401","14,833","14,819","13,729"
"252","[P]","    WeatherBug Property","14,317","13,192","12,534","12,545","11,955","12,131","12,038","12,247","11,489","11,306","13,332","14,774","15,581","15,082","13,727"
"253","[P]","    American Express","20,611","18,655","16,761","17,993","17,077","17,550","18,816","17,911","17,621","17,984","15,778","16,370","16,332","14,718","13,708"
"254","[P]","    L'Oreal Sites","13,826","12,255","11,758","16,836","19,092","15,742","16,323","16,437","13,769","13,395","16,348","17,471","16,027","13,765","13,649"
"255","[P]","    Ford Motor Company","13,822","13,109","13,867","18,017","15,458","16,408","15,694","15,602","16,632","16,733","16,047","17,837","18,721","14,426","13,441"
"256","[P](u)","    National Geographic Sites","14,797","16,558","15,659","15,571","15,880","16,005","13,754","12,961","13,532","14,735","16,882","17,007","14,248","14,461","13,315"
"257","[P]","    Excite Japan Sites","19,044","19,292","16,590","17,524","16,515","17,485","16,715","17,266","16,594","16,308","15,367","14,670","14,459","15,015","13,302"
"258","[P](U)","    NFL Internet Group","26,384","24,237","16,941","12,303","14,919","10,334","9,392","11,511","22,439","30,965","25,675","23,819","25,946","22,250","13,296"
"259","[P](u)","    Graham Holdings","34,445","33,057","32,718","34,550","37,170","35,507","30,398","29,868","31,170","33,019","34,152","32,047","29,553","13,372","13,157"
"260","[P](u)","    Viva street Classifieds","10,826","13,288","14,589","14,049","13,112","13,573","14,142","15,306","14,531","13,669","14,233","14,359","11,980","14,278","13,130"
"261","[P]","    KIEV.UA*","9,786","9,829","9,094","9,861","9,272","8,933","8,853","9,204","9,275","9,712","10,159","11,209","10,916","10,964","13,114"
"262","[P]","    Yum! Brands Inc.","14,151","13,894","12,916","15,623","13,066","13,224","14,555","13,706","14,507","13,263","12,831","15,041","14,685","13,052","13,112"
"263","[P](u)","    Michelin Group","14,194","16,309","15,079","15,034","16,056","16,931","16,876","18,490","18,568","15,781","15,746","14,751","14,121","15,151","13,054"
"264","[P](U)","    McClatchy Corporation","13,288","14,513","12,834","13,878","14,327","14,177","13,137","14,303","14,523","13,741","14,397","14,043","12,843","13,495","13,025"
"265","[P]","    NextRadio TV","15,589","15,497","13,787","16,610","15,351","15,891","14,390","14,763","13,714","14,631","15,613","15,611","14,929","15,484","13,017"
"266","[P](U)","    Sanoma Group","14,003","14,372","13,523","14,062","13,876","14,034","13,761","14,603","14,158","13,340","13,925","13,846","13,489","13,798","12,990"
"267","[P](U)","    Metacafe","18,450","17,600","14,638","15,565","14,806","14,750","15,182","15,080","15,807","15,066","14,404","14,304","15,268","15,160","12,883"
"268","[P]","    UUSEE.COM","3,881","4,157","3,245","3,140","5,192","4,851","3,808","3,682","3,910","4,511","3,539","4,276","11,988","13,390","12,873"
"269","[P]","    XICI.NET","8,460","8,566","6,182","8,148","13,421","14,356","13,762","15,441","15,213","14,175","13,931","14,066","15,284","12,125","12,842"
"270","[P](u)","    DMGT (exc Mail Online)","9,187","11,422","9,910","11,417","12,389","11,344","9,132","8,888","9,116","10,227","11,466","12,014","10,127","12,307","12,817"
"271","[P]","    Reed Elsevier Group","12,830","13,830","13,530","15,038","15,009","13,648","11,637","11,642","11,401","13,140","14,717","13,879","11,536","12,171","12,760"
"272","[P](U)","    Hulu","21,147","21,611","19,399","19,935","19,389","19,004","17,348","17,114","16,501","15,973","17,074","17,833","18,162","15,924","12,754"
"273","[P]","    KAIXIN001.COM","14,033","13,710","11,130","13,269","21,781","22,493","17,635","19,207","18,400","16,807","18,214","17,688","16,644","14,163","12,557"
"274","[P](u)","    Nissan","11,043","12,200","11,353","12,871","14,504","17,013","12,605","15,491","13,078","19,185","15,257","16,270","14,085","13,424","12,532"
"275","[P]","    Softissimo","11,476","11,976","11,483","12,591","11,902","11,895","10,514","10,247","9,845","11,932","13,986","13,583","12,475","13,563","12,473"
"276","[P]","    Onlinedown Sites","10,810","11,700","9,205","12,399","17,357","17,801","14,573","16,163","18,117","14,377","13,265","12,838","13,287","11,307","12,435"
"277","[P](u)","    TotallyHer - Kids","4,735","4,423","4,133","4,526","4,066","3,917","3,312","4,178","4,137","3,831","4,302","3,984","4,308","14,248","12,412"
"278","[P]","    Travelocity","11,888","16,966","15,191","16,097","15,523","16,258","16,074","18,023","18,343","14,780","14,181","11,969","10,222","13,202","12,383"
"279","[P]","    FedEx","18,316","14,567","13,320","14,499","14,039","14,115","11,605","12,474","13,956","13,349","13,425","14,284","18,342","13,109","12,374"
"280","[P]","    Verlagsgruppe Georg von Holtzbrinck","11,773","13,242","12,028","12,980","12,256","12,141","11,090","11,208","11,183","13,345","12,791","13,131","12,377","13,719","12,332"
"281","[P]","    Nike","13,333","11,983","11,090","13,443","13,771","13,319","11,536","14,239","14,973","13,521","12,826","14,726","17,195","13,512","12,331"
"282","[P](u)","    Shopzilla/Aisle A Sites","35,419","29,063","24,155","25,452","22,419","20,687","18,190","19,044","17,740","16,671","18,448","20,262","20,500","16,680","12,307"
"283","[P]","    Macy's Inc.","21,939","15,112","14,312","15,654","14,927","14,585","14,136","14,014","16,042","14,707","15,716","21,329","22,215","14,125","12,189"
"284","[P](u)","    Source Interlink Companies","12,246","13,739","10,266","11,129","11,092","11,011","11,805","13,531","16,377","16,103","17,585","12,069","11,339","11,911","12,112"
"285","[P]","    Unister GmbH","13,131","15,792","12,987","13,268","12,405","13,729","13,974","15,099","15,212","12,836","12,328","11,158","11,438","14,282","12,038"
"286","[P]","    HSBC","16,562","16,293","15,934","16,675","16,924","16,565","17,267","16,955","15,370","14,865","14,504","13,994","13,578","13,526","12,001"
"287","[P](U)","    Move, Inc. Real Estate Sites","11,148","14,292","13,128","14,392","14,601","14,244","13,511","14,783","14,138","12,705","12,108","11,251","10,769","13,277","11,855"
"288","[P]","    SCRIBD.COM","12,972","14,930","16,539","18,830","30,161","31,593","27,099","22,916","25,055","28,092","15,262","13,486","10,146","11,083","11,855"
"289","[P](U)","    Ancestry.com, Inc.","11,961","13,924","12,729","13,318","12,311","11,684","11,152","14,146","14,928","12,969","13,117","12,700","11,565","13,989","11,737"
"290","[P]","    PSA Peugeot Citroën","7,745","6,739","8,044","11,653","11,317","11,489","10,665","9,923","9,090","10,491","10,755","12,299","10,458","10,540","11,735"
"291","[P]","    MUSICA.COM","14,838","14,189","13,568","15,262","15,406","15,761","14,607","15,054","15,283","14,526","14,850","14,486","12,986","12,289","11,717"
"292","[P](U)","    Hi-Media Group","16,579","16,438","14,637","16,431","15,303","14,625","13,768","13,667","13,820","14,246","14,212","13,534","13,081","12,450","11,689"
"293","[P]","    Telecom Italia","15,764","15,911","20,879","10,031","9,801","10,594","10,161","12,204","11,143","11,311","12,370","11,491","12,152","11,738","11,564"
"294","[P](U)","    PopSugar","19,732","19,406","16,045","18,403","15,237","14,284","13,183","13,459","14,026","11,855","13,191","14,705","14,879","13,987","11,561"
"295","[P]","    Groupe Credit Agricole","11,929","12,365","11,564","11,836","11,406","11,354","11,196","12,199","11,530","12,385","12,933","12,108","11,906","12,312","11,469"
"296","[P]","    Groupe Casino","13,947","15,841","10,373","12,526","10,831","10,940","11,933","13,490","12,416","11,763","13,014","13,285","14,706","13,943","11,405"
"297","[P]","    Rising Corp. Limited","13,692","15,340","10,784","10,952","11,619","10,339","8,750","7,818","7,742","7,822","8,839","7,681","10,935","11,655","11,337"
"298","[P]","    Groupe Amaury","9,960","11,700","10,066","10,384","10,413","10,851","10,600","12,247","10,535","11,868","11,521","11,644","11,669","13,555","11,318"
"299","[P]","    ARCHIVE.ORG","9,938","11,655","10,617","11,441","11,811","11,677","11,728","11,905","11,344","11,130","11,506","11,528","11,618","12,220","11,305"
"300","[P](u)","    Toshiba Corp","11,441","13,503","11,118","12,184","11,252","11,072","11,927","11,022","11,387","11,592","11,471","12,551","13,963","12,380","11,296"
"301","[P](u)","    Weblogs SL Sites","13,879","14,314","12,745","13,865","13,604","13,797","12,813","11,829","11,835","12,583","13,746","13,265","11,676","11,676","11,293"
"302","[P]","    Honda","10,891","9,885","10,351","12,605","12,348","11,834","12,475","12,640","12,468","13,204","12,773","13,014","10,643","11,620","11,270"
"303","[P]","    WIKIMAPIA.ORG","11,959","12,822","12,664","14,483","13,757","13,651","13,283","14,315","14,972","13,100","13,076","13,191","12,535","13,144","11,216"
"304","[P]","    Gruppo Editoriale Espresso","6,221","6,438","6,879","6,911","6,756","6,820","6,340","10,392","9,715","10,153","10,889","10,708","10,257","11,382","11,190"
"305","[P]","    Orbitz Worldwide","11,947","16,595","14,573","16,747","14,209","14,035","14,002","14,847","12,780","11,394","11,389","9,767","9,406","12,240","11,112"
"306","[P]","    France Televisions Interactive","7,599","8,608","8,049","10,607","8,952","9,332","10,066","11,060","9,373","10,593","10,153","10,973","9,990","11,844","10,959"
"307","[P]","    Grupo Carso","10,478","9,372","9,993","10,124","11,948","12,662","11,180","12,260","13,228","12,124","12,533","12,850","12,040","11,717","10,923"
"308","[P]","    Asahi Shimbun","9,903","10,891","8,261","8,365","6,959","10,830","11,776","12,869","12,123","10,987","12,829","11,514","10,931","12,661","10,911"
"309","[P](U)","    HealthGrades","11,946","14,653","13,269","14,204","14,592","13,810","12,932","13,980","13,578","12,013","13,601","11,416","11,314","12,279","10,910"
"310","[P]","    News UK Sites","10,762","13,207","13,439","14,463","14,896","15,814","15,458","16,443","9,617","6,990","5,562","5,423","12,407","13,485","10,869"
"311","[P]","    Carrefour Group","13,570","10,264","9,077","10,207","10,174","11,173","10,171","11,583","11,369","12,967","13,903","13,502","13,620","13,470","10,828"
"312","[P]","    SNDA Sites","15,024","12,991","9,772","10,877","12,773","13,225","12,230","14,269","13,233","13,003","10,339","9,442","25,475","19,127","10,801"
"313","[P]","    URBANDICTIONARY.COM","13,979","15,056","14,227","16,382","15,735","15,660","14,774","15,595","14,701","14,221","15,433","15,305","12,864","12,509","10,735"
"314","[P](U)","    Pelmorex Media Inc Weather","8,982","8,807","12,980","13,350","13,196","12,980","12,381","11,581","11,079","10,467","9,837","9,936","11,073","12,376","10,698"
"315","[P]","    Sparkassen-Finanzgruppe","10,571","10,079","9,988","10,259","10,120","10,519","10,320","8,945","7,568","10,621","11,791","11,409","11,093","11,172","10,693"
"316","[P]","    BAIXING.COM","10,710","8,918","7,510","10,025","12,978","12,488","11,077","11,361","9,721","9,247","9,426","9,208","9,282","8,095","10,660"
"317","[P]","    Nestle","12,305","9,877","8,915","10,913","10,221","11,034","10,468","10,286","10,111","11,892","14,090","13,802","13,505","11,577","10,615"
"318","[P]","    Le Monde Sites","9,131","9,706","9,444","9,919","9,999","9,578","9,292","9,882","9,569","10,321","10,200","10,774","11,319","11,040","10,562"
"319","[P]","    LG Group","13,972","12,491","8,603","10,609","9,734","11,284","10,225","10,167","11,437","13,206","14,404","13,525","13,700","12,100","10,540"
"320","[P]","    HC International Inc.","9,386","8,916","6,402","10,219","17,096","18,166","13,794","15,139","14,364","14,607","13,509","14,188","14,337","9,852","10,539"
"321","[P]","    La Poste","12,051","11,536","10,147","10,650","10,183","10,719","10,438","11,791","10,583","11,641","11,922","11,768","12,579","11,840","10,511"
"322","[P]","    Canon Inc.","17,498","11,742","9,070","10,515","15,307","14,277","13,690","12,510","11,706","17,339","14,752","16,461","20,390","13,048","10,492"
"323","[P](U)","    Gruppo Mediaset","6,219","6,765","6,944","7,033","10,141","10,542","8,809","9,741","8,507","9,872","11,089","10,982","9,978","10,721","10,472"
"324","[P]","    Travian Games","13,116","14,816","13,692","13,826","16,322","16,361","12,235","11,427","9,624","13,349","12,487","7,738","10,659","7,693","10,446"
"325","[P](u)","    Groupe SNCF","10,046","11,002","12,527","10,926","13,085","12,519","12,774","13,234","11,659","12,469","13,051","11,133","10,226","11,027","10,428"
"326","[P]","    DUOTE.COM","12,346","11,666","8,540","11,225","15,030","15,817","14,447","16,161","15,299","12,821","12,891","12,653","12,900","10,839","10,426"
"327","[P]","    INFO.COM*","5,359","7,551","6,361","6,545","5,583","4,407","4,815","4,351","6,051","5,859","8,115","10,662","9,865","12,220","10,287"
"328","[P]","    Gap, Inc.","13,212","9,464","8,336","10,197","9,223","10,560","9,557","11,755","11,581","10,754","10,349","13,219","14,092","10,343","10,283"
"329","[P]","    Roularta Media Group","8,759","9,465","9,221","9,634","8,970","9,884","10,009","9,799","9,048","11,229","10,613","11,255","10,397","10,727","10,282"
"330","[P]","    Deutsche Post AG Sites","12,240","11,440","9,252","10,536","10,244","10,609","9,789","10,942","10,626","11,343","11,451","11,336","13,084","11,941","10,230"
"331","[P]","    McDonald's","9,630","12,865","11,752","13,915","13,132","12,569","16,006","14,250","13,374","11,453","11,565","11,911","10,114","11,894","10,200"
"332","[P](U)","    MANTA.COM","14,465","17,740","16,363","16,481","16,580","14,582","12,921","13,327","13,632","12,112","11,609","9,958","9,573","11,078","10,122"
"333","[P]","    FILEHIPPO.COM","10,383","10,979","9,955","11,107","10,229","10,360","10,540","10,375","10,688","10,647","10,639","10,218","10,521","11,193","10,057"
"334","[P]","    ARD Sites","10,583","11,379","10,833","11,362","10,680","10,768","11,793","10,023","10,313","11,262","11,142","10,800","10,842","10,770","10,030"
"335","[P]","    SOFTPEDIA.COM","18,533","18,796","16,490","18,871","16,229","15,786","15,489","15,554","14,357","13,244","12,062","11,391","10,830","12,043","9,999"
"336","[P]","    The Royal Bank Of Scotland","10,836","11,205","10,688","11,685","10,873","10,597","11,107","11,315","11,268","11,758","11,718","11,313","11,051","11,526","9,973"
"337","[P](u)","    Naukri","10,404","10,974","10,353","10,497","10,591","11,399","11,681","11,951","11,541","10,884","10,197","9,911","10,347","10,440","9,869"
"338","[P]","    QIDIAN.COM","10,385","10,393","8,204","9,511","13,825","14,392","13,790","15,508","15,146","13,280","12,405","11,728","12,112","13,118","9,747"
"339","[P]","    TUI Group","7,405","12,269","9,660","10,090","9,328","9,926","10,688","12,619","11,043","9,292","9,131","7,849","7,990","12,699","9,732"
"340","[P]","    Cisco Systems, Inc.","11,026","12,981","10,619","11,934","12,348","11,639","11,400","10,977","10,746","10,636","11,483","10,367","9,662","11,007","9,627"
