"Media Trend","","","Geography :: Worldwide","","","","","","My Metrix"
"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","Universe :: Home and Work","","","","","","(c)2013 comScore, Inc"
"","","","Time Period :: May 2012 - July 2013","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 8/20/2013","","","","","",""

"","","","May-2012","Jun-2012","Jul-2012","Aug-2012","Sep-2012","Oct-2012","Nov-2012","Dec-2012","Jan-2013","Feb-2013","Mar-2013","Apr-2013","May-2013","Jun-2013","Jul-2013"
"514","[P]","    VATGIA.COM","7,172","6,905","6,936","7,061","6,597","6,965","7,011","6,996","6,786","5,278","6,732","6,255","6,324","6,132","6,038"
"515","[P]","    Jabbar Internet Group","9,623","9,496","8,631","8,425","8,069","8,323","8,685","8,440","8,264","7,747","8,795","7,892","6,061","5,387","6,031"
"516","[P](u)","    United Business Media","5,311","5,887","5,739","5,563","5,844","6,593","6,452","5,515","6,237","5,826","6,874","6,152","5,754","6,142","5,971"
"517","[P](U)","    ABC OTV","4,893","4,291","4,671","5,136","5,267","7,379","6,064","5,775","6,903","6,703","6,055","6,791","6,816","6,398","5,969"
"518","[P]","    KPN","8,378","8,258","7,775","7,169","8,219","8,382","7,545","7,795","7,689","7,234","7,080","6,443","6,607","6,475","5,924"
"519","[P]","    National Lampoon Humor Network","8,028","7,950","8,339","7,979","6,817","7,460","7,322","7,019","6,352","5,304","5,843","6,005","5,856","5,418","5,916"
"520","[P]","    IBM","7,014","6,306","5,888","6,595","8,059","7,508","9,158","9,760","7,646","6,735","8,877","7,641","9,822","6,528","5,841"
"521","[P]","    Japan Post Group","6,419","5,878","6,051","5,850","6,071","6,041","6,712","9,599","7,439","6,069","6,752","5,979","6,132","5,655","5,834"
"522","[P]","    Globe7","14,342","14,035","12,315","13,845","10,600","9,632","9,045","11,058","12,252","7,967","9,960","9,308","9,291","6,922","5,813"
"523","[P]","    Systemax Inc.","7,018","7,125","7,710","8,031","7,576","7,465","9,439","8,524","7,390","5,855","6,599","5,963","5,638","5,441","5,799"
"524","[P]","    PalTalk","7,144","6,825","6,843","7,055","7,079","6,818","7,053","7,010","6,562","5,672","6,365","6,001","6,161","5,911","5,676"
"525","[P]","    World of Warcraft (App)","11,022","10,566","10,742","10,269","7,400","8,583","7,693","7,513","7,023","6,383","6,396","5,911","5,951","5,665","5,665"
"526","[P]","    TBS Group","5,692","6,195","5,565","5,089","5,043","5,114","4,097","5,037","5,243","3,814","5,207","4,958","4,255","4,584","5,641"
"527","[P]","    Nexon Corporation","8,154","7,984","10,030","9,258","7,749","7,060","7,766","8,456","8,765","6,442","6,540","5,797","6,601","5,966","5,628"
"528","[P]","    NHACCUATUI.COM","4,147","4,017","4,236","4,458","4,642","4,850","4,680","4,763","4,875","5,339","6,297","6,222","6,139","6,049","5,598"
"529","[P]","    WetterOnline GmbH","4,129","4,110","4,552","3,962","3,250","3,119","2,654","3,142","2,933","2,218","3,031","4,150","5,702","5,791","5,587"
"530","[P]","    WordPress","5,007","5,115","4,808","4,972","4,987","5,333","4,443","4,757","5,149","4,776","5,436","5,182","5,166","5,136","5,498"
"531","[P]","    Groupe LDLC.com","5,470","4,836","5,086","4,449","4,494","4,634","5,074","5,701","5,556","4,743","5,248","4,819","4,838","4,965","5,481"
"532","[P]","    Grupo Planeta Sites","4,463","4,393","4,903","4,385","5,139","5,053","4,859","4,562","5,091","5,091","5,161","5,134","5,427","5,185","5,478"
"533","[P]","    CENTERBLOG.NET","9,313","8,895","8,045","7,188","7,092","7,461","7,429","7,985","6,806","5,474","6,060","4,878","5,370","4,969","5,476"
"534","[P](U)","    Transcontinental Digital (TC Media)","6,069","5,602","5,381","5,802","6,020","6,753","6,223","6,322","6,514","5,883","6,167","5,959","5,897","5,533","5,439"
"535","[P]","    BearShare (App)","9,751","9,070","8,574","7,595","6,978","6,956","6,991","7,087","6,748","5,960","6,170","5,571","5,455","5,348","5,389"
"536","[P]","    PIPI.CN","4,288","5,352","8,421","6,047","5,674","6,268","6,199","6,787","6,949","5,558","5,164","6,282","9,352","6,603","5,379"
"537","[P]","    HONGXIU.COM","3,463","3,607","3,346","3,494","3,567","3,638","3,440","3,397","3,198","2,704","3,173","4,728","5,179","4,770","5,368"
"538","[P]","    M5ZN.COM","9,557","8,419","7,467","7,783","7,171","6,568","6,420","6,474","6,867","6,060","6,964","6,278","6,271","5,681","5,351"
"539","[P]","    READNOVEL.COM","4,573","4,750","5,169","5,068","3,948","4,894","4,999","4,169","4,048","3,237","3,770","4,772","5,265","4,724","5,349"
"540","[P]","    Ekspress Grupp","4,188","3,980","3,946","4,064","4,456","4,514","4,490","4,867","5,053","4,650","5,134","5,188","5,587","5,317","5,335"
"541","[P]","    PANDORA.TV","8,411","8,303","7,949","9,466","9,006","7,501","8,701","8,177","8,803","6,962","6,852","6,642","6,639","6,073","5,327"
"542","[P](u)","    Kraft Foods","6,779","6,611","5,929","5,959","6,438","7,562","8,478","6,837","4,701","4,767","5,307","4,419","4,355","5,104","5,312"
"543","[P]","    MONOGRAFIAS.COM","11,757","9,296","6,568","7,867","9,395","10,106","9,649","5,436","5,541","6,705","7,688","8,895","8,775","7,211","5,268"
"544","[P]","    RARLAB.COM","5,476","5,101","4,885","4,610","4,610","4,969","4,765","4,766","4,846","4,632","5,319","5,215","5,057","4,941","5,246"
"545","[P]","    Tchibo","4,451","4,465","4,307","4,409","4,984","5,594","6,654","7,167","6,063","5,416","6,098","5,399","5,643","5,795","5,245"
"546","[P]","    Altice","5,535","4,963","4,547","4,755","5,264","5,989","5,389","5,625","6,223","5,815","6,169","5,463","5,697","5,324","5,223"
"547","[P]","    Directv Sites","7,695","5,822","6,889","6,678","7,315","7,046","5,884","6,044","5,823","5,520","5,868","5,057","5,102","5,163","5,159"
"548","[P]","    Telstra Corporation Limited","6,085","5,857","5,677","5,488","5,585","5,350","5,040","4,894","5,038","4,912","5,427","5,569","5,460","5,264","5,134"
"549","[P]","    CafePress","6,014","6,112","6,392","6,510","6,064","6,325","7,071","7,983","6,034","5,393","5,497","5,528","5,379","4,990","5,133"
"550","[P](u)","    ITV Sites","6,760","5,913","5,978","6,099","7,093","8,262","7,737","6,716","6,917","6,052","6,948","6,859","6,890","5,646","5,063"
"551","[P]","    2CH.NET","7,245","7,161","7,489","7,260","6,955","6,241","5,823","5,832","5,729","5,145","5,615","5,055","4,986","4,912","5,063"
"552","[P]","    SK Group","17,133","16,446","16,570","15,478","13,661","13,574","13,407","13,631","13,635","5,683","5,031","5,193","5,366","4,865","5,051"
"553","[P]","    WILEY.COM","5,882","4,615","4,073","4,084","5,149","6,102","6,056","4,974","5,542","5,722","6,808","6,396","5,980","4,878","4,979"
"554","[P]","    Cablevision","4,210","4,474","5,224","6,578","5,963","6,601","5,402","5,639","5,119","4,444","4,602","5,083","5,280","5,195","4,970"
"555","[P]","    CJ Group","6,597","6,582","7,252","6,457","5,974","7,792","6,318","5,627","5,768","3,671","2,907","2,477","3,401","4,653","4,940"
"556","[P]","    Experian Consumer Services","10,426","9,410","10,243","10,071","10,824","10,712","10,624","3,341","4,439","3,874","4,122","4,066","3,719","4,301","4,925"
"557","[P]","    XAT.COM","4,332","4,190","4,543","3,938","3,372","3,122","4,756","3,831","4,030","4,354","4,820","4,440","4,529","4,277","4,906"
"558","[P](U)","    NHL Network","5,953","2,833","3,537","1,580","1,674","1,548","1,338","1,281","4,623","4,667","8,748","8,966","9,711","7,678","4,856"
"559","[P]","    Publieke Omroep","6,685","6,217","5,823","6,158","6,553","6,106","6,244","5,910","5,997","5,678","5,827","5,681","5,621","5,205","4,833"
"560","[P]","    YAMAHA","5,449","4,795","4,855","4,660","4,755","4,846","4,588","4,490","4,407","3,978","4,597","4,480","4,466","4,741","4,819"
"561","[P]","    PANET.CO.IL","7,254","7,182","8,299","6,472","5,998","6,000","6,058","6,170","6,454","5,616","5,940","4,921","4,809","4,630","4,759"
"562","[P]","    NASA.GOV","7,253","7,384","5,681","12,240","7,325","7,083","7,722","12,515","6,205","8,190","6,503","5,924","5,787","5,221","4,733"
"563","[P]","    FrostWire","8,737","8,378","7,876","6,247","6,318","6,462","6,082","6,148","5,939","5,268","5,183","4,866","4,687","4,499","4,702"
"564","[P]","    Habbo Network","5,468","4,952","4,607","3,985","3,631","3,686","3,467","3,431","3,323","3,734","4,047","4,143","3,942","3,576","4,701"
"565","[P]","    DeNA Co., Ltd.","4,622","4,578","5,185","5,640","4,294","4,323","4,389","4,440","4,528","3,926","3,962","4,451","4,510","4,309","4,587"
"566","[P](U)","    Healthline","14,519","12,081","13,657","17,083","13,386","13,929","15,035","6,957","5,559","4,068","4,424","3,616","3,520","3,899","4,550"
"567","[P]","    LIVESCORE.COM","9,369","8,619","4,946","7,838","9,962","9,932","9,454","7,982","7,264","8,025","8,538","9,092","7,985","5,878","4,539"
"568","[P]","    RBC Financial Group","4,598","4,401","4,847","4,918","4,707","4,848","4,433","4,297","4,568","4,317","4,611","4,790","4,772","4,600","4,531"
"569","[P](u)","    News World Communications, Inc.","8,072","7,087","6,862","8,177","6,797","7,381","7,474","6,205","6,929","4,698","5,247","5,567","4,492","4,821","4,452"
"570","[P]","    CYBERLINK.COM","4,546","4,071","4,246","4,278","4,482","4,699","4,486","4,745","4,896","3,938","4,957","4,395","4,723","4,445","4,429"
"571","[P]","    eNet","3,532","3,516","4,105","4,148","3,688","3,666","4,359","3,980","4,056","3,278","3,511","4,504","4,944","4,282","4,409"
"572","[P]","    PSICOFXP.COM","3,010","2,352","2,200","2,150","2,194","2,130","1,812","1,547","2,793","3,246","4,628","4,597","4,396","3,495","4,355"
"573","[P]","    INFO.COM*","8,323","8,148","7,762","7,173","7,728","6,765","5,897","5,359","7,551","6,361","6,545","5,583","4,407","4,815","4,351"
"574","[P]","    Estee Lauder Sites","3,556","4,034","3,493","3,628","4,181","4,087","5,470","5,584","4,342","3,724","4,307","5,502","4,482","4,116","4,324"
"575","[P](u)","    Independent News & Media","3,588","3,937","3,823","4,162","3,855","4,365","3,903","3,892","4,410","3,517","4,190","3,911","4,316","4,178","4,323"
"576","[P]","    Weight Watchers International","5,150","4,816","4,404","4,532","5,140","5,236","3,933","4,112","7,428","5,237","5,166","5,257","4,656","4,370","4,265"
"577","[P](u)","    TotallyHer - Kids","5,077","4,254","4,339","4,239","3,881","4,411","4,306","4,735","4,423","4,133","4,526","4,066","3,917","3,312","4,178"
"578","[P]","    DOMAINTOOLS.COM","6,061","6,621","7,779","7,791","7,571","7,807","6,975","7,167","6,808","6,077","6,502","5,296","4,386","4,239","4,178"
"579","[P]","    Tiscali Sites","4,158","3,679","2,992","2,889","3,680","3,751","3,753","3,623","3,970","3,846","3,727","3,640","3,942","3,562","4,152"
"580","[P]","    Oricon","6,489","6,539","5,720","5,724","5,282","4,863","4,746","5,283","4,955","4,547","4,714","3,968","4,590","4,562","4,063"
"581","[P]","    PChome Online","4,110","3,962","3,874","3,970","3,752","3,806","4,001","4,152","4,304","3,847","4,340","4,191","4,106","4,171","4,043"
"582","[P]","    Big Lead Sports By FSV","9,834","8,683","9,564","8,618","7,794","7,554","7,802","8,468","5,622","5,041","6,393","5,879","4,321","3,983","4,043"
"583","[P]","    LEO.ORG","4,756","4,807","4,087","3,960","4,468","4,395","4,371","4,219","4,957","4,296","4,476","4,559","4,580","4,207","4,019"
"584","[P]","    Art.com Sites","7,293","6,160","5,504","5,996","6,171","5,911","6,128","5,850","5,572","4,605","4,526","4,233","4,157","3,799","3,912"
"585","[P]","    ZHCW.COM","3,690","3,560","3,925","3,645","3,260","3,062","3,428","3,586","3,240","2,347","3,300","4,711","4,063","3,811","3,863"
"586","[P]","    Pepsi Co.","3,861","3,175","3,540","3,085","2,313","2,326","2,626","2,189","3,205","3,376","3,642","4,236","4,299","3,523","3,862"
"587","[P]","    RAYLI.COM.CN","3,236","3,281","3,956","4,102","4,116","4,504","4,530","4,711","4,455","3,482","4,198","4,074","4,402","3,710","3,802"
"588","[P]","    JSOFTJ.COM","5,428","4,845","4,890","4,555","4,224","3,544","3,555","3,833","4,154","3,526","3,878","3,552","3,694","3,724","3,797"
"589","[P]","    Job.com Sites","3,457","3,762","3,389","3,311","2,779","2,704","2,364","2,295","3,491","2,733","3,097","2,321","2,518","2,775","3,705"
"590","[P]","    UUSEE.COM","4,791","4,777","4,402","4,511","4,153","3,748","3,908","3,881","4,157","3,245","3,140","5,192","4,851","3,808","3,682"
"591","[P]","    EZINEARTICLES.COM","10,928","8,070","7,236","7,227","7,034","7,443","6,664","5,695","6,273","6,758","7,479","7,089","6,146","4,223","3,647"
"592","[P]","    AL-WLID.COM","4,110","4,297","5,107","4,940","4,213","4,095","3,755","4,423","4,741","4,308","4,639","4,307","4,436","3,724","3,504"
"593","[P]","    ARTISTdirect Network","28,068","27,925","26,146","24,390","25,506","22,535","22,512","24,053","3,831","3,568","3,895","3,799","3,535","3,478","3,448"
"594","[P]","    RAPIDLIBRARY.COM","14,838","13,043","10,491","5,145","6,663","4,659","6,544","7,503","6,862","6,083","6,350","4,636","3,602","3,876","3,359"
"595","[P]","    spreadshirt","4,417","4,509","4,286","3,734","3,667","3,711","3,548","3,758","3,572","3,121","3,764","3,377","3,754","3,414","3,331"
"596","[P](u)","    Kiabi","3,981","3,786","3,396","2,826","3,481","3,291","2,924","3,198","4,306","3,007","3,375","3,514","3,670","3,049","3,243"
"597","[P]","    WIND Telecomunicazioni","2,167","2,170","2,372","2,191","2,309","2,568","1,901","2,134","2,167","1,972","2,543","2,295","2,416","2,101","3,222"
"598","[P](u)","    Belgacom Group","5,558","4,990","4,073","4,440","4,604","5,504","4,890","4,520","4,721","3,667","4,066","3,723","3,560","3,390","3,186"
"599","[P]","    BEEMP3.COM","24,605","22,448","21,415","20,357","20,004","12,252","11,264","10,344","8,748","8,155","8,591","5,957","4,441","3,532","3,181"
"600","[P]","    Proto Corporation","3,866","3,587","3,645","3,679","3,879","3,460","3,584","3,367","3,813","3,631","3,819","3,546","3,637","3,387","3,161"
"601","[P]","    HAWAAWORLD.COM","4,300","3,879","3,736","3,217","3,238","2,616","2,537","3,042","3,126","2,768","3,287","3,013","3,063","2,920","3,139"
"602","[P]","    UPTODOWN.COM","3,963","3,319","3,033","2,898","2,875","3,086","2,843","2,856","2,829","2,805","3,264","3,656","3,348","3,008","3,116"
"603","[P]","    Thomson Reuters","3,942","3,059","3,088","3,453","4,381","5,099","4,658","3,535","4,214","4,531","4,614","4,856","4,169","3,586","3,107"
"604","[P]","    Miarroba Networks","6,559","6,387","4,940","4,431","4,625","4,887","4,706","3,859","3,840","3,142","3,494","3,299","3,263","2,885","3,057"
"605","[P]","    123GREETINGS.COM","4,512","3,810","3,701","5,009","4,016","4,278","5,558","8,972","5,303","5,387","4,326","3,538","3,899","3,392","3,049"
"606","[P]","    TE3P.COM","3,309","3,156","3,149","2,827","2,445","2,348","2,055","2,429","2,758","2,176","2,677","2,375","2,621","2,791","3,041"
"607","[P]","    Notrefamille.com Sites","5,825","4,728","4,490","4,338","4,530","5,214","5,721","6,109","4,645","4,549","4,762","3,824","3,910","2,978","3,011"
"608","[P]","    Compare Infobase Limited","5,085","4,682","4,516","4,273","3,984","4,053","3,763","4,902","3,963","3,415","3,236","3,057","2,998","2,969","2,979"
"609","[P]","    Benesse Corporation","3,076","3,162","3,287","3,282","3,250","3,086","3,294","3,106","3,392","3,008","3,273","2,901","2,763","2,736","2,945"
"610","[P]","    JMnet (JoongAng Media Network)","2,371","2,614","2,713","3,482","3,001","2,332","2,336","2,272","2,149","1,638","1,654","1,372","1,000","896","2,920"
"611","[P]","    CDUNIVERSE.COM","5,430","5,471","5,786","5,551","5,612","5,600","5,738","5,265","4,358","3,983","4,213","3,743","3,230","2,909","2,880"
"612","[P](U)","    Sonico Inc.","5,215","4,769","4,186","4,108","3,300","3,257","4,111","3,499","3,684","3,257","3,346","3,291","3,293","2,907","2,807"
"613","[P]","    SHOUTMIX.COM","6,863","6,571","6,156","5,165","4,080","3,982","3,131","2,910","2,865","2,609","2,927","2,764","2,865","2,534","2,717"
"614","[P]","    MOZOOK.COM","386","195","231","159","92","193","271","456","436","386","620","1,100","1,117","1,699","2,712"
"615","[P](u)","    Universia","2,993","2,199","1,808","2,180","2,345","2,656","2,892","1,954","2,650","2,712","3,365","3,788","3,598","3,031","2,680"
"616","[P]","    AVS4YOU.COM","5,070","4,332","4,401","4,300","4,383","4,083","4,392","4,690","4,425","3,665","3,723","3,531","2,981","2,764","2,672"
"617","[P]","    GARENA.COM","2,105","1,842","1,833","1,710","1,975","2,082","2,132","2,083","2,163","2,152","2,320","2,195","2,180","2,296","2,652"
"618","[P]","    SPB.RU","2,330","2,038","2,138","2,609","2,568","2,659","2,908","2,993","2,983","2,797","3,002","2,847","2,738","2,670","2,643"
"619","[P]","    USAFIS.ORG","4,714","5,358","5,959","4,441","6,162","4,084","2,559","2,970","4,057","4,159","3,405","3,761","3,002","4,474","2,605"
"620","[P]","    Kipubli","5,294","4,500","3,573","3,818","3,858","4,133","4,074","3,684","3,592","2,937","3,521","3,260","3,269","2,799","2,603"
"621","[P]","    Adoos Classifieds S.L.","4,558","3,811","3,743","3,798","3,776","3,610","3,316","3,313","3,946","3,692","4,177","3,862","3,218","2,314","2,598"
"622","[P](u)","    DexOne","7,502","6,916","4,825","5,111","4,654","4,581","3,894","3,606","4,368","3,709","4,191","4,318","3,360","3,620","2,590"
"623","[P]","    Chosun Ilbo","8,022","7,050","7,102","8,279","6,858","5,695","5,304","5,568","5,155","2,174","2,444","1,897","2,214","1,911","2,456"
"624","[P]","    SeaRainbow Holding Corp","1,731","1,840","1,871","1,927","1,835","1,866","1,739","1,834","1,885","1,729","1,564","2,404","2,306","2,358","2,425"
"625","[P]","    Interdots International","2,954","2,685","2,350","2,349","2,344","2,261","2,778","2,525","2,441","3,037","4,636","2,357","1,745","1,886","2,386"
"626","[P]","    Trend Micro, Inc.","3,866","3,253","3,413","3,291","3,017","3,435","2,922","3,211","3,082","3,086","3,014","2,605","2,724","2,559","2,373"
"627","[P]","    Clearspring Technologies","2,288","2,177","2,238","1,989","2,092","1,832","1,915","1,908","2,067","2,007","2,052","2,114","3,005","2,432","2,297"
"628","[P]","    Blockbuster Inc.","4,613","5,281","5,109","4,862","4,502","4,865","3,981","4,239","3,124","2,559","3,086","2,335","2,062","2,109","2,181"
"629","[P]","    GAMES2GIRLS.COM","2,298","2,395","2,543","2,211","1,690","1,661","1,712","1,831","1,909","1,816","1,956","1,839","1,920","2,037","2,156"
"630","[P]","    AmericanGreetings Property","6,011","4,747","4,311","4,538","4,404","4,884","4,984","7,170","3,737","4,105","3,126","2,577","3,333","2,468","2,152"
"631","[P]","    Kuaiche.com Sites","7,305","7,519","3,205","3,189","3,028","2,727","3,004","2,605","2,430","2,138","2,163","2,337","2,209","2,255","2,067"
"632","[P]","    BOOSJ.COM","3,496","4,093","4,256","1,070","694","1,039","2,499","746","911","619","671","1,325","1,524","1,281","2,043"
"633","[P]","    BRG8.COM","4,620","3,793","3,633","3,109","2,659","2,240","2,366","3,003","3,538","3,268","3,944","3,811","3,845","2,321","2,042"
"634","[P]","    GRAAAM.COM","2,685","2,894","2,242","2,316","2,032","1,867","1,850","2,239","2,208","1,926","2,273","1,978","2,061","2,145","2,020"
"635","[P]","    SHOPLOCAL.COM","2,049","1,894","2,159","2,329","1,784","1,759","3,367","2,820","1,834","1,856","1,971","1,904","1,700","1,680","2,004"
"636","[P]","    Cyworld","14,040","12,739","12,418","12,061","10,655","10,645","9,161","9,683","8,305","3,533","3,416","2,665","2,546","2,290","1,994"
"637","[P]","    Iplay Games","3,672","3,611","3,748","3,162","2,808","2,770","2,892","2,825","3,015","2,796","2,894","2,549","2,250","2,108","1,993"
"638","[P]","    Lotte Group","6,192","5,835","6,198","5,050","4,634","5,242","5,334","4,030","4,905","1,933","1,767","1,873","1,838","1,783","1,989"
"639","[P]","    GGL Media","2,579","2,383","2,984","1,782","1,337","1,324","1,254","1,473","1,473","1,340","1,628","1,661","2,001","1,822","1,967"
"640","[P]","    QVOD.COM","1,267","1,318","1,498","1,711","1,908","2,184","2,753","2,549","2,697","1,893","1,811","2,167","1,804","1,960","1,957"
"641","[P]","    6RB.COM","3,015","2,844","2,377","2,329","2,630","2,751","2,624","2,491","2,252","1,939","2,561","2,679","2,679","2,551","1,921"
"642","[P]","    BITCOMET.COM","2,942","2,676","2,703","2,750","2,850","2,291","2,319","2,278","2,388","2,078","1,970","2,068","2,249","2,044","1,918"
"643","[P]","    GAMEZER.COM","5,049","5,521","6,317","5,263","4,103","3,182","2,158","2,103","2,036","1,730","1,856","1,625","1,508","1,624","1,895"
"644","[P]","    Stateless Systems","1,693","1,665","1,732","1,696","1,584","1,567","1,620","1,671","1,772","1,611","1,763","1,769","1,758","1,979","1,888"
"645","[P]","    Fotosearch, LLC","4,972","4,325","3,732","3,513","3,904","4,066","3,513","2,942","3,470","2,836","3,577","3,360","3,165","2,322","1,864"
"646","[P]","    BLOGBUS.COM*","3,387","3,509","2,145","1,613","1,513","1,534","1,089","1,395","1,350","1,039","1,333","1,716","1,678","1,452","1,837"
"647","[P]","    Clouditalia Communications","652","536","573","1,723","2,079","1,975","2,021","1,865","1,885","1,422","1,435","1,281","1,261","1,075","1,745"
"648","[P]","    QIANQIAN.COM","14,943","13,467","15,342","10,972","9,910","11,392","10,535","11,763","12,573","2,846","2,743","2,029","1,990","1,767","1,694"
"649","[P]","    Earthlink","1,916","1,809","1,889","2,062","1,979","1,962","1,817","1,850","2,174","1,678","1,833","1,903","1,683","1,832","1,672"
"650","[P](u)","    Media General Sites","6,120","5,930","6,615","6,408","5,760","6,254","5,050","4,174","4,600","4,150","4,076","4,635","1,530","1,731","1,669"
"651","[P]","    GameDuell","3,249","4,309","3,170","2,789","2,068","2,529","2,181","2,302","2,197","2,127","2,020","1,897","1,875","1,838","1,658"
"652","[P]","    PHOTOFUNIA.COM","2,256","2,106","2,055","2,005","1,727","1,816","1,809","2,185","1,859","1,732","1,906","1,732","1,863","1,761","1,629"
"653","[P]","    GoNamic GmbH","2,557","2,692","2,195","2,118","1,873","1,727","1,615","1,677","1,843","1,644","1,794","1,685","1,743","1,861","1,620"
"654","[P]","    SUMOTORRENT.COM","3,049","2,832","2,708","2,404","2,035","2,029","2,273","2,170","2,033","1,942","2,368","1,817","1,720","1,504","1,607"
"655","[P]","    MININOVA.ORG","4,233","3,751","3,685","3,476","3,156","3,012","2,575","2,258","2,297","2,097","2,262","1,891","1,647","1,736","1,595"
"656","[P]","    OPENDNS.COM","2,476","1,288","1,258","1,336","1,463","1,412","1,192","1,245","1,217","1,103","1,480","1,522","1,632","1,521","1,581"
"657","[P]","    SBS (Seoul Broadcasting System)","5,010","4,863","5,173","5,328","4,713","4,219","4,078","5,926","5,303","1,878","2,083","1,792","1,650","1,475","1,572"
"658","[P]","    Eastman Kodak","3,443","2,925","2,114","2,033","2,008","1,939","2,185","2,106","1,742","1,719","1,798","1,675","1,467","1,287","1,553"
"659","[P]","    COOLCHASER.COM","2,086","1,994","1,863","1,674","1,529","1,444","1,593","1,485","1,631","1,321","1,640","1,680","1,600","1,534","1,512"
"660","[P]","    RAYFILE.COM","2,070","1,862","1,993","1,968","1,701","1,540","1,541","1,492","1,451","1,168","1,264","1,660","1,679","1,632","1,500"
"661","[P]","    2DPLAY.COM","2,281","2,276","2,361","2,049","1,642","1,606","1,671","2,057","1,779","1,528","1,769","1,542","1,479","1,360","1,461"
"662","[P]","    PHPNUKE.ORG","4,328","3,935","3,987","3,679","3,551","3,547","3,720","3,369","3,026","2,881","3,621","3,535","2,673","1,666","1,402"
"663","[P]","    265.COM","1,564","1,575","1,771","1,564","1,920","2,007","2,031","1,885","1,734","1,574","1,763","2,663","2,306","1,622","1,369"
"664","[P]","    Maeil Business Newspaper","8,717","7,883","8,701","7,800","7,305","6,822","5,535","6,318","5,283","1,940","2,151","1,296","1,400","1,215","1,346"
"665","[P]","    Dong-A Ilbo","6,973","7,666","7,214","7,437","6,034","5,492","4,910","4,613","4,881","1,770","1,995","1,642","1,564","1,379","1,320"
"666","[P]","    DLTK Network Sites","3,051","2,335","2,084","1,790","2,578","3,210","2,399","2,385","2,111","2,190","2,143","2,085","1,777","1,430","1,297"
"667","[P]","    RORO44.COM","3,572","3,054","2,934","2,691","2,435","2,373","2,288","2,245","2,642","2,085","2,558","2,316","1,744","1,539","1,296"
"668","[P]","    ORBITDOWNLOADER.COM","4,506","4,301","4,713","4,550","7,531","8,531","8,359","8,119","7,721","7,729","8,005","1,590","1,549","1,346","1,285"
"669","[P]","    JEDDAHBIKERS.COM","2,171","2,063","2,116","1,792","1,175","1,118","1,033","1,455","2,015","1,348","1,463","1,483","1,319","1,443","1,266"
"670","[P]","    BUECHER.DE","1,247","1,332","1,268","1,370","1,281","1,437","1,763","1,978","1,577","1,292","1,277","1,094","1,203","1,148","1,254"
"671","[P]","    Bokee Sites","2,627","2,581","2,390","2,706","1,884","1,710","1,810","1,615","1,529","1,126","779","1,506","1,316","1,025","1,247"
"672","[P]","    TORRENTPORTAL.COM","2,508","2,398","2,813","2,265","1,427","2,229","2,050","1,570","1,688","1,560","1,859","1,664","1,287","1,005","1,239"
"673","[P]","    Ganz","1,183","1,403","1,477","1,246","976","994","978","1,185","925","706","857","1,008","930","1,154","1,224"
"674","[P]","    PBASE.COM","2,303","2,200","1,988","1,969","1,729","1,617","1,283","1,270","1,497","1,051","1,251","1,208","1,158","1,248","1,222"
"675","[P]","    Hallmark","1,577","1,272","985","1,288","1,229","1,376","2,058","2,453","1,323","1,499","1,417","1,159","1,191","1,032","1,191"
"676","[P]","    MEXAT.COM","2,118","2,017","2,037","1,691","1,556","1,338","1,174","1,300","1,504","1,295","1,505","1,280","1,310","1,223","1,180"
"677","[P]","    KT Group","7,159","6,995","6,274","4,204","3,261","2,287","2,546","2,404","2,110","1,142","1,194","886","857","762","1,173"
"678","[P]","    mIRC","1,686","1,534","1,515","1,568","1,471","1,483","1,346","1,458","1,440","1,255","1,361","1,189","1,165","1,027","1,169"
"679","[P]","    Pangea Media","2,027","1,860","2,046","1,866","1,987","1,868","1,768","1,644","1,561","1,242","1,712","2,408","1,155","1,100","1,164"
"680","[P]","    Korea Economic Daily","8,206","7,969","7,648","8,089","7,057","5,879","5,859","5,938","5,209","2,005","2,026","1,226","1,315","1,131","1,158"
"681","[P]","    Hankook Ilbo","7,354","7,149","7,094","7,430","6,527","6,205","5,214","5,416","4,728","2,138","2,200","1,223","1,211","1,207","1,158"
"682","[P]","    Fotovista Group","952","956","1,479","683","806","790","971","1,037","938","731","1,073","1,046","1,136","1,050","1,143"
"683","[P]","    DIVSHARE.COM","1,583","1,366","1,408","1,158","1,258","1,162","1,145","1,065","1,567","1,432","1,413","2,262","1,882","971","1,105"
"684","[P]","    USEN Group","2,104","1,918","2,113","1,465","1,469","1,277","1,294","1,217","1,190","1,071","1,182","1,174","1,113","1,051","1,091"
"685","[P]","    HMV","2,326","2,492","2,290","2,358","2,480","3,139","3,773","4,633","2,419","677","815","1,260","1,202","1,109","1,080"
"686","[P]","    GYYX.CN","504","509","2,549","6,193","2,504","1,619","4,771","2,758","1,915","2,323","9,856","763","11,239","990","1,071"
"687","[P]","    COOLSAVINGS.COM*","172","124","109","72","75","144","669","645","1,204","1,629","1,221","1,236","1,141","1,045","1,069"
"688","[P]","    GAME2.CN","2,175","2,748","4,024","1,371","887","1,118","1,111","1,418","961","803","830","1,031","1,073","797","1,065"
