"Multi-Country Media Trend","","","Geography :: Worldwide, Non-US, Middle East - Africa, Asia Pacific, Europe, Latin America, North America, Argentina, Australia, Austria                                                               ...","","","","","","My Metrix"
"Total Internet,Wikimedia Foundation Sites","","","Location :: Home and Work","","","","","","(c)2013 comScore, Inc"
"","","","Time Period :: March 2012 - March 2013","","","","","",""
"","","","Target :: Persons 15+","","","","","",""
"","","","Media :: Total Internet,Wikimedia Foundation Sites","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 4/15/2013","","","","","",""

"","","Total Internet","","","","","","","","","","","","","[P] Wikimedia Foundation Sites","","","","","","","","","","",""
"","","Mar-2012","Apr-2012","May-2012","Jun-2012","Jul-2012","Aug-2012","Sep-2012","Oct-2012","Nov-2012","Dec-2012","Jan-2013","Feb-2013","Mar-2013","Mar-2012","Apr-2012","May-2012","Jun-2012","Jul-2012","Aug-2012","Sep-2012","Oct-2012","Nov-2012","Dec-2012","Jan-2013","Feb-2013","Mar-2013"
"1","    World-Wide","1,471,414","1,477,810","1,484,382","1,491,181","1,498,415","1,500,916","1,506,929","1,513,410","1,519,555","1,525,501","1,530,895","1,526,768","1,554,797","489,402","473,380","492,393","469,644","451,821","456,255","474,864","488,364","484,489","472,552","488,473","482,999","517,610"
"2","    Non-US","1,280,720","1,289,332","1,296,425","1,303,225","1,310,460","1,312,452","1,318,631","1,325,051","1,331,143","1,336,044","1,340,964","1,336,647","1,363,423","406,814","391,797","409,923","390,340","371,694","374,176","390,157","403,112","401,974","390,204","403,967","400,652","431,785"
"3","    Europe","391,487","393,636","395,693","397,762","399,385","401,977","403,610","405,311","407,006","408,248","409,489","405,754","412,446","180,827","176,376","185,344","174,151","163,811","163,167","175,027","183,372","184,660","183,718","192,293","182,809","193,348"
"4","    Asia Pacific","603,840","606,884","609,985","613,116","617,114","621,165","625,283","629,258","633,296","636,571","639,872","629,711","644,393","110,909","104,524","108,087","107,603","108,690","108,428","107,902","108,013","105,964","105,288","109,258","104,931","113,263"
"5","    North America","214,675","213,942","213,349","213,267","213,189","213,687","213,529","213,909","213,903","214,908","215,342","215,482","216,660","97,001","96,664","97,378","93,676","94,146","95,824","98,992","100,152","97,462","96,966","99,277","96,653","100,735"
"6","    United States","190,694","188,478","187,957","187,956","187,954","188,463","188,298","188,359","188,412","189,457","189,931","190,121","191,374","82,588","81,583","82,470","79,303","80,127","82,080","84,708","85,252","82,516","82,348","84,506","82,348","85,825"
"7","    Latin America","131,341","132,180","133,081","133,647","134,232","129,572","129,970","130,373","130,780","131,193","131,600","144,654","147,249","58,584","55,227","58,825","54,654","49,387","52,510","54,499","55,850","54,874","45,777","47,216","60,701","68,711"
"8","    Middle East - Africa","130,072","131,168","132,274","133,390","134,494","134,516","134,537","134,559","134,570","134,581","134,592","131,167","134,050","42,081","40,589","42,759","39,560","35,788","36,327","38,445","40,977","41,530","40,802","40,429","37,906","41,553"
"9","    Japan","73,450","73,466","73,482","73,498","73,513","73,529","73,545","73,561","73,577","73,593","73,608","73,040","73,640","41,013","39,626","41,256","40,448","41,322","40,969","40,033","38,732","37,927","36,931","38,659","35,782","36,114"
"10","    Brazil","45,478","45,478","45,517","45,557","45,599","45,640","45,681","45,721","45,763","45,803","45,843","61,484","62,122","17,421","16,415","17,057","16,306","14,170","16,770","16,758","16,723","17,145","14,500","14,571","26,330","30,284"
"11","    Germany","51,485","51,600","51,714","51,825","51,936","52,044","52,150","52,299","52,373","52,448","52,523","51,770","52,701","25,655","24,970","26,324","26,296","24,943","24,939","25,752","25,911","26,277","25,708","27,610","25,957","27,393"
"12","    Russian Federation","56,007","56,924","57,856","58,803","59,226","59,650","60,074","60,498","60,922","61,345","61,769","61,381","62,617","24,824","23,815","24,323","22,857","21,393","21,362","24,156","25,333","24,814","25,750","26,418","25,409","26,536"
"13","    India","56,318","57,838","59,400","61,004","62,651","64,341","66,079","67,864","69,696","70,717","71,754","71,344","73,872","19,402","18,688","20,016","21,031","21,905","22,027","21,853","22,749","22,191","23,339","24,140","23,104","24,934"
"14","    United Kingdom","37,594","37,613","37,640","37,665","37,759","38,878","39,048","39,216","39,381","39,357","39,142","39,023","39,147","18,231","18,475","19,700","19,735","19,110","18,925","19,834","20,002","20,138","19,645","20,595","19,656","20,772"
"15","    France","43,209","43,207","43,212","43,214","43,213","43,213","43,216","43,241","43,267","43,021","43,020","42,499","43,021","19,363","19,611","21,124","19,332","18,457","18,311","19,212","20,418","20,316","20,208","20,026","19,547","20,425"
"16","    Canada","23,981","25,463","25,392","25,311","25,235","25,224","25,231","25,550","25,491","25,451","25,411","25,361","25,286","14,413","15,081","14,908","14,373","14,018","13,745","14,284","14,900","14,946","14,618","14,771","14,305","14,909"
"17","    Italy","28,556","28,560","28,564","28,568","28,572","28,576","28,580","28,584","28,653","28,722","28,791","28,485","28,929","11,981","11,367","11,998","10,861","10,102","9,914","11,180","11,716","11,687","11,216","12,270","11,524","12,393"
"18","    Mexico","22,838","23,218","23,614","23,666","23,727","23,790","23,868","23,950","24,031","24,115","24,197","23,884","24,381","11,184","9,798","11,131","10,142","8,148","10,481","11,821","11,893","11,331","9,289","10,372","10,920","11,117"
"19","    Spain","21,567","21,670","21,775","21,880","21,962","21,985","22,088","22,194","22,301","22,410","22,460","22,191","22,558","9,090","8,831","9,374","8,535","8,003","7,654","8,665","9,393","9,448","9,053","9,731","9,359","9,836"
"20","    Turkey","23,573","23,642","23,710","23,779","23,848","23,917","23,917","23,917","23,917","23,917","23,917","23,498","23,917","9,023","8,826","9,094","7,530","7,368","7,458","7,476","8,408","8,728","9,372","9,731","8,690","9,759"
"21","    Argentina","13,490","13,523","13,557","13,590","13,624","13,658","13,692","13,726","13,760","13,794","13,828","13,710","14,127","5,992","5,806","6,306","5,969","5,626","5,912","5,691","5,836","5,844","5,148","4,583","4,878","6,186"
"22","    Netherlands","12,006","12,006","12,006","12,006","12,006","12,006","12,006","12,006","12,006","12,006","12,006","11,847","12,006","6,278","6,200","6,298","6,111","5,661","5,471","5,726","6,055","5,972","5,876","6,227","5,841","6,124"
"23","    Australia","13,996","14,025","14,058","14,076","14,109","14,139","14,171","14,201","14,233","14,268","14,301","14,117","14,371","5,955","5,669","5,952","5,767","5,660","5,818","5,655","5,781","5,517","5,008","5,252","5,248","5,783"
"24","    Colombia","14,499","14,499","14,499","14,499","14,499","9,254","9,369","9,485","9,603","9,723","9,844","9,811","10,090","7,760","7,312","7,723","6,535","6,782","4,667","4,637","4,811","4,523","3,210","3,725","5,007","5,363"
"25","    China","333,315","333,930","334,546","335,163","336,584","338,012","339,446","340,886","342,332","343,784","345,242","339,689","348,177","9,249","6,666","5,917","5,890","5,761","5,602","4,922","4,965","4,866","4,457","4,194","3,218","4,608"
"26","    Taiwan","11,666","11,691","11,716","11,741","11,755","11,768","11,781","11,794","11,808","11,821","11,834","11,702","11,861","3,470","3,524","3,573","3,581","3,361","3,430","3,304","3,477","3,590","3,787","3,994","3,542","4,104"
"27","    Malaysia","11,800","11,800","11,800","11,800","11,800","11,800","11,800","11,800","11,800","11,800","11,800","11,640","11,800","3,518","3,352","3,292","3,219","3,180","2,950","3,105","3,288","3,128","3,231","3,282","3,060","3,487"
"28","    Belgium","6,150","6,174","6,199","6,223","6,248","6,272","6,297","6,321","6,346","6,371","6,395","6,353","6,444","2,666","2,650","2,740","2,658","2,269","2,345","2,483","2,592","2,697","2,667","2,773","2,564","2,755"
"29","    Venezuela","4,947","5,006","5,066","5,126","5,187","5,249","5,312","5,375","5,440","5,505","5,570","5,606","5,795","2,579","2,309","2,578","2,472","2,103","1,753","1,904","2,568","2,665","1,949","2,457","2,540","2,732"
"30","    Sweden","6,277","6,291","6,305","6,319","6,334","6,348","6,362","6,376","6,390","6,404","6,418","6,353","6,447","2,733","2,644","2,754","2,509","2,395","2,388","2,505","2,568","2,658","2,555","2,668","2,533","2,586"
"31","    Chile","7,423","7,431","7,440","7,448","7,457","7,457","7,457","7,457","7,457","7,457","7,457","5,609","5,742","3,161","3,260","3,394","3,261","2,862","3,214","2,946","3,174","3,030","2,619","2,401","1,708","2,398"
"32","    Austria","4,790","4,816","4,842","4,868","4,894","4,921","4,947","4,974","5,000","5,027","5,054","5,027","5,109","2,134","2,017","2,154","2,028","1,847","1,869","2,025","2,058","2,114","2,193","2,280","2,028","2,223"
"33","    Switzerland","4,897","4,924","4,951","4,978","5,006","5,034","5,034","5,034","5,034","5,034","5,034","4,973","5,034","2,008","1,963","2,087","2,010","1,683","1,699","1,893","1,880","1,862","1,971","2,042","1,907","2,036"
"34","    South Africa","6,867","6,898","6,930","6,963","6,973","6,984","6,995","7,006","7,017","7,028","7,039","6,954","7,061","1,835","1,635","1,945","1,693","1,724","1,873","1,758","1,822","1,696","1,502","1,823","1,864","1,915"
"35","    Finland","3,414","3,421","3,428","3,434","3,441","3,448","3,455","3,462","3,469","3,476","3,483","3,458","3,497","1,888","1,803","1,861","1,710","1,737","1,756","1,779","1,863","1,884","1,853","1,916","1,768","1,885"
