"Media Trend","","","Geography :: Worldwide","","","","","","My Metrix"
"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","Location :: Home and Work","","","","","","(c)2012 comScore, Inc"
"","","","Time Period :: March 2011 - May 2012","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 6/18/2012","","","","","",""

"","","","Mar-2011","Apr-2011","May-2011","Jun-2011","Jul-2011","Aug-2011","Sep-2011","Oct-2011","Nov-2011","Dec-2011","Jan-2012","Feb-2012","Mar-2012","Apr-2012","May-2012"
"167","[P]","    NIH","22,764","20,790","22,676","20,718","19,858","21,437","24,523","27,073","26,790","23,558","26,157","26,448","27,427","26,483","26,297"
"168","[P](u)","    Network 18","33,442","38,209","38,948","34,534","34,034","30,367","27,221","25,937","25,829","27,428","27,712","24,470","24,811","24,969","26,070"
"169","[P]","    China Central Television Sites","17,865","16,868","20,147","21,143","22,191","20,938","24,378","24,480","23,458","26,758","23,843","25,401","29,010","25,475","26,068"
"170","[P](U)","    Bestofmedia Group","37,557","37,559","36,580","36,323","26,239","26,489","26,649","27,530","28,263","28,805","28,962","26,501","26,309","25,244","25,916"
"171","[P]","    SCRIBD.COM","11,461","10,032","11,982","11,131","8,731","8,589","8,395","9,350","10,788","8,183","10,193","10,615","12,374","12,979","25,890"
"172","[P]","    Hatena","17,300","16,737","18,619","18,689","19,449","20,616","22,060","23,706","23,254","22,901","24,806","24,085","25,461","23,787","25,676"
"173","[P]","    Gruner+Jahr Sites","22,016","20,505","21,854","21,544","21,511","21,736","22,393","24,917","23,949","25,751","27,045","25,856","24,112","23,862","25,536"
"174","[P](u)","    Populis","23,461","22,492","19,804","16,599","15,891","13,632","20,228","21,623","21,368","22,576","24,427","23,374","23,042","25,108","25,363"
"175","[P]","    Samurai Factory Inc.","17,294","16,768","18,199","19,732","22,658","24,325","28,931","25,841","25,297","23,941","25,896","24,876","26,215","24,208","25,247"
"176","[P](u)","    Cox Enterprises Inc.","24,298","23,408","24,631","24,423","23,920","24,355","23,684","23,577","22,078","24,524","27,046","25,228","26,490","24,321","25,141"
"177","[P](u)","    Best Buy Sites","21,195","20,886","25,277","22,298","23,505","26,475","26,590","28,343","45,470","44,908","27,967","25,959","25,059","22,980","24,788"
"178","[P]","    Nokia","32,037","27,244","25,990","27,825","26,952","28,430","30,033","31,404","31,213","31,042","27,578","26,347","26,585","25,111","24,742"
"179","[P]","    NEC Corporation","20,112","19,479","20,928","20,089","21,179","22,964","22,299","23,209","22,554","21,930","23,771","22,904","24,485","22,700","24,713"
"180","[P](u)","    BEEMP3.COM","21,426","19,762","20,176","19,594","18,974","19,029","20,448","21,546","22,024","24,210","23,298","23,984","25,925","24,799","24,605"
"181","[P]","    People's Daily online","16,280","14,016","16,493","18,630","20,674","21,084","19,474","20,196","22,932","24,832","21,189","27,236","30,986","25,834","24,343"
"182","[P](u)","    ValueClick Sites","22,351","21,092","21,752","18,886","17,994","19,623","21,266","23,679","24,461","23,488","24,407","23,663","24,807","23,242","24,319"
"183","[P](U)","    Nextag.com Sites","28,290","26,862","28,246","27,243","29,094","30,743","29,224","29,900","33,103","34,449","31,261","26,881","26,956","24,972","24,314"
"184","[P]","    Kakaku.com Inc.","18,902","18,291","20,515","20,400","21,432","21,909","22,576","23,563","23,314","24,143","24,737","23,550","25,629","23,601","24,171"
"185","[P](u)","    Reuters Sites","32,244","25,169","31,089","25,233","27,649","29,016","28,123","31,209","26,399","25,908","25,125","25,796","24,314","23,094","24,139"
"186","[P](U)","    CityGrid Media","26,181","24,756","24,974","24,783","25,984","25,973","23,466","23,013","22,623","22,338","23,102","22,835","23,515","21,883","24,115"
"187","[P]","    WIKIHOW.COM","14,066","14,800","17,680","15,846","14,077","14,934","15,336","17,025","15,437","16,236","19,612","19,618","21,275","21,602","23,774"
"188","[P]","    Target Corporation","21,728","20,237","22,005","23,660","26,059","26,543","25,734","27,016","40,187","37,610","26,507","24,353","24,324","23,955","23,667"
"189","[P]","    Rambler Media","21,584","20,800","21,741","21,519","23,294","22,623","23,213","25,891","26,155","28,568","23,077","23,754","24,431","23,099","23,662"
"190","[P]","    Dell","22,231","20,128","20,624","21,679","23,891","23,722","24,135","25,226","28,578","25,693","25,471","24,164","25,142","22,198","23,614"
"191","[P](u)","    WorldNow Sites","19,342","19,713","20,311","19,389","19,943","23,451","21,749","22,171","23,880","22,501","24,813","24,598","22,657","22,298","23,576"
"192","[P](u)","    CafeMom Network","24,226","23,588","23,959","24,277","25,245","28,464","26,305","21,880","24,056","23,356","25,042","25,559","23,608","23,848","23,478"
"193","[P]","    Bank of America","25,222","23,861","24,613","26,320","26,843","26,220","25,151","26,377","25,412","24,831","25,069","24,158","24,150","23,247","23,368"
"194","[P]","    Verizon Communications Corporation","23,440","22,048","22,165","23,792","25,927","25,121","24,950","26,895","27,468","26,598","27,150","23,745","23,205","21,970","23,340"
"195","[P](u)","    Hearst Corporation","20,856","20,537","24,382","22,725","22,488","25,997","27,414","26,833","25,427","24,057","26,007","19,324","21,690","21,668","23,206"
"196","[P](u)","    Vocento","18,107","16,492","17,789","17,075","16,777","17,384","17,868","19,349","18,723","16,760","17,778","14,536","22,554","21,782","23,108"
"197","[P]","    IKEA","19,896","17,822","18,929","19,311","21,616","24,279","23,915","24,555","25,428","24,911","27,734","24,973","24,627","23,150","22,933"
"198","[P]","    Sears Sites","18,633","18,338","19,764","20,271","21,737","22,664","23,579","25,758","35,381","34,684","23,380","22,473","23,110","22,167","22,646"
"199","[P]","    General Motors","14,366","12,800","13,205","14,924","14,459","14,021","14,756","17,349","16,901","17,062","14,464","18,349","19,390","21,056","22,473"
"200","[P]","    SouFun.com Limited","15,908","13,467","14,668","13,846","16,139","14,575","18,574","18,349","19,343","17,708","17,894","22,507","25,959","21,270","22,412"
"201","[P](U)","    WhitePages","20,293","19,309","19,568","21,024","21,618","23,366","22,717","22,337","20,642","23,584","23,930","21,319","21,863","21,565","22,279"
"202","[P]","    Vivendi","20,169","19,653","20,038","19,838","18,683","19,446","22,108","24,222","20,832","21,198","22,304","21,728","21,771","21,592","21,969"
"203","[P]","    Valve Corporation","11,041","11,627","12,459","14,540","15,431","16,482","17,390","19,165","20,379","21,216","20,904","20,592","21,162","21,236","21,810"
"204","[P](U)","    MANTA.COM","21,195","19,002","18,611","18,962","18,952","20,864","19,519","19,078","18,203","17,238","20,033","18,986","19,430","18,733","21,737"
"205","[P]","    AT&T, Inc.","22,916","20,208","21,990","23,140","23,720","24,951","24,310","25,171","24,333","23,800","22,768","23,194","22,442","21,610","21,627"
"206","[P]","    GANJI.COM","15,387","13,067","18,137","25,013","26,797","28,394","24,063","26,674","25,197","25,463","19,973","23,487","27,543","24,345","21,379"
"207","[P]","    Verlagsgruppe Georg von Holtzbrinck","25,320","22,454","22,899","21,280","19,380","19,862","21,416","22,634","22,381","20,480","21,753","21,486","21,552","20,637","21,265"
"208","[P]","    McAfee.com Sites","15,024","12,545","11,828","11,533","11,668","12,045","14,870","15,437","20,265","21,377","21,354","21,900","22,005","20,443","21,261"
"209","[P]","    BitComet (App)","15,358","15,074","16,328","16,817","17,854","18,448","18,922","20,328","20,086","20,385","21,702","20,511","20,832","20,624","20,792"
"210","[P](U)","    Advance Digital","20,279","20,263","20,674","19,513","18,935","21,411","20,017","20,080","20,739","20,333","21,402","21,253","22,185","20,188","20,788"
"211","[P](u)","    Buscape Company","12,201","11,857","12,911","13,187","12,962","13,617","19,956","19,882","21,039","19,148","16,294","15,574","17,732","18,575","20,710"
"212","[P]","    HEXUN.COM","13,590","13,393","15,393","16,935","19,380","17,426","15,827","18,082","18,450","22,136","27,696","16,540","20,913","21,638","20,709"
"213","[P](u)","    Pearson Education","21,891","19,647","20,461","16,211","12,030","16,266","23,916","24,220","23,324","20,353","21,985","23,196","22,813","20,502","20,704"
"214","[P]","    IncrediMail Ltd","8,377","7,990","7,693","7,980","6,901","6,782","8,996","10,894","14,938","19,682","19,918","20,785","24,262","19,238","20,651"
"215","[P](U)","    Sugar, Inc - PopSugar Network","16,928","18,124","19,813","18,984","18,730","18,729","18,400","18,671","18,840","18,547","18,393","18,749","18,784","19,824","20,601"
"216","[P](U)","    PANDORA.COM","18,006","18,040","17,213","16,763","17,111","17,708","18,863","20,200","20,840","22,829","20,089","19,807","21,020","20,312","20,580"
"217","[P]","    WeatherBug Property","28,219","27,996","27,058","26,525","26,502","23,734","21,925","21,767","21,693","21,225","22,073","21,610","21,814","20,967","20,382"
"218","[P](U)","    Forbes Digital","15,724","15,195","14,382","16,280","15,762","18,021","18,190","18,657","17,748","18,769","19,902","19,860","19,737","19,050","20,226"
"219","[P]","    China Construction Bank","9,921","9,153","9,946","10,536","9,648","10,514","13,032","14,046","14,597","17,410","19,925","18,664","21,816","20,486","20,182"
"220","[P]","    Excite Japan Sites","17,474","17,663","19,177","18,703","18,542","19,106","19,974","20,706","20,187","19,057","20,673","20,041","20,501","19,576","20,172"
"221","[P]","    Midasplayer.com Ltd.","7,434","9,323","7,411","7,244","8,283","8,377","7,343","7,795","10,207","10,832","8,416","10,178","11,074","14,698","19,994"
"222","[P](u)","    Hulu","21,396","20,915","21,162","18,750","19,384","20,784","19,622","20,718","21,573","22,814","23,295","21,325","20,468","19,705","19,993"
"223","[P](U)","    BabyCenter","15,741","15,803","16,532","16,026","16,291","17,300","17,686","17,898","17,629","18,677","18,274","18,066","19,311","18,749","19,899"
"224","[P]","    JPMorgan Chase Property","19,273","18,867","19,140","20,350","21,677","21,687","21,646","23,432","22,994","22,111","21,124","20,477","20,684","20,309","19,809"
"225","[P]","    KAIXIN001.COM","19,079","21,268","20,107","20,621","24,334","24,396","29,830","31,595","29,915","21,393","24,026","22,451","23,298","20,046","19,445"
"226","[P](u)","    Rediff.com India Ltd","19,103","18,351","18,458","18,331","19,675","19,022","19,003","19,024","20,059","19,838","19,636","18,857","19,941","19,826","19,431"
"227","[P](U)","    Clear Channel Online","13,602","14,300","14,565","14,213","15,599","15,920","17,011","16,135","15,991","17,753","17,730","18,489","20,380","18,150","19,388"
"228","[P]","    Volkswagen Group","15,437","13,550","13,870","13,450","14,254","14,160","16,787","17,652","17,935","19,137","16,929","18,465","20,323","18,739","19,347"
"229","[P]","    Citigroup","17,628","17,271","17,891","19,003","19,484","19,732","19,971","19,893","20,102","20,246","19,947","18,721","19,790","19,235","19,341"
"230","[P](u)","    Grupo Abril","13,950","12,865","13,317","13,494","13,046","14,679","15,322","16,416","15,807","14,525","15,832","14,762","16,337","17,040","19,268"
"231","[P]","    UPS Sites","15,980","13,701","15,320","16,264","16,414","16,925","17,630","18,247","19,575","24,924","18,219","17,730","18,011","16,960","19,233"
"232","[P]","    SOFTBANK Group","15,388","14,381","16,089","15,222","15,148","16,127","17,324","19,262","19,185","17,689","19,008","18,103","19,721","18,808","19,199"
"233","[P]","    SOFTPEDIA.COM","15,411","15,020","16,263","15,919","15,942","17,336","18,189","21,451","19,277","19,679","20,591","19,651","19,580","18,270","19,036"
"234","[P]","    Xacti Corporation","13,748","15,033","16,296","16,083","17,704","19,918","20,901","18,718","15,641","16,314","17,339","16,466","18,788","19,121","18,859"
"235","[P]","    United Online, Inc","20,845","18,913","20,959","21,362","23,731","24,742","22,842","21,530","22,271","21,286","23,538","20,160","20,408","18,750","18,830"
"236","[P]","    Hispavista Sites","17,823","16,788","17,713","16,726","16,284","15,568","15,488","15,930","15,251","16,846","17,273","17,604","19,084","17,765","18,634"
"237","[P]","    Hi-Media Group","24,831","22,772","23,643","23,887","22,983","24,433","24,423","26,440","24,958","25,971","26,278","20,860","17,647","17,648","18,581"
"238","[P](u)","    WORDREFERENCE.COM","14,274","12,447","14,625","13,376","11,473","13,716","16,344","17,806","17,349","14,229","15,671","16,464","17,733","16,573","18,354"
"239","[P]","    Research In Motion Limited","14,000","13,322","16,689","15,869","16,338","19,190","18,525","22,535","20,246","19,958","19,239","18,653","17,550","16,706","18,311"
"240","[P]","    Reed Business Information","25,440","21,812","23,320","21,762","19,596","18,802","17,637","18,029","18,138","15,710","17,846","17,512","19,057","17,199","18,281"
"241","[P]","    Kingsoft Corp","21,889","10,912","14,653","18,774","18,049","19,298","14,710","20,633","20,313","16,341","17,886","20,195","21,755","16,973","18,278"
"242","[P]","    Wells Fargo","18,124","17,493","18,242","19,386","19,617","19,355","19,362","19,333","18,664","18,712","19,781","19,597","19,166","18,425","18,212"
"243","[P]","    Groupe M6","16,690","15,636","15,723","17,793","16,694","16,858","17,933","19,150","20,016","21,391","21,706","19,538","18,847","18,941","18,148"
"244","[P]","    Groupe Figaro","11,683","11,976","13,585","12,650","12,828","13,118","13,863","15,276","14,869","14,668","16,721","17,268","15,984","16,889","18,104"
"245","[P]","    Orbitz Worldwide","16,548","14,756","15,174","16,221","18,689","17,005","15,624","15,680","15,455","14,389","18,720","17,655","18,224","17,099","18,099"
"246","[P]","    HSBC","17,710","17,141","18,216","18,589","19,320","19,495","19,329","19,633","19,236","19,714","19,997","19,149","18,246","17,790","17,931"
"247","[P]","    MUSICA.COM","15,684","15,105","16,894","16,999","17,432","18,367","18,198","18,522","18,393","17,532","17,230","17,018","17,731","16,872","17,531"
"248","[P](u)","    Michelin Group","14,964","15,478","16,407","17,501","18,422","16,951","16,272","16,055","14,946","13,714","14,397","14,309","15,624","16,634","17,526"
"249","[P]","    The Home Depot, Inc.","10,019","10,437","11,920","11,855","11,679","12,032","13,247","13,673","15,258","13,427","13,983","13,210","15,825","16,400","17,461"
"250","[P](u)","    Grupo Clarin","10,520","8,873","9,425","12,931","13,654","13,849","14,381","16,254","15,869","15,057","15,220","15,290","15,713","16,042","17,327"
"251","[P]","    Recruit Co., Ltd.","18,676","16,681","17,314","17,266","18,847","19,772","21,286","19,430","21,879","18,368","18,643","17,973","19,420","17,356","17,298"
"252","[P]","    TORRENTREACTOR.NET","11,468","11,467","13,139","11,433","10,995","9,174","10,808","12,480","11,240","11,671","12,993","14,995","14,630","12,853","17,231"
"253","[P](u)","    Sky Sites","12,793","14,485","15,717","14,347","16,061","18,427","17,039","16,443","16,196","15,636","17,386","16,095","16,866","16,817","17,205"
"254","[P]","    METRO Group","10,432","9,889","11,243","12,440","12,177","12,070","12,648","16,628","16,915","19,609","18,265","16,258","16,396","16,136","17,180"
"255","[P]","    NextRadio TV","14,204","13,251","14,168","14,556","14,382","15,996","16,075","17,168","18,315","18,347","19,470","18,724","19,463","17,737","17,174"
"256","[P]","    SK Group","20,503","19,603","20,602","20,210","20,712","22,134","22,469","22,805","22,007","21,696","22,028","19,337","17,619","17,208","17,133"
"257","[P](U)","    Skyrock","16,552","15,674","15,047","15,095","14,664","14,712","14,972","15,688","16,143","17,964","18,572","17,550","17,317","17,270","16,883"
"258","[P](u)","    Encyclopaedia Britannica","18,127","16,765","17,298","15,640","13,696","14,344","18,622","20,490","19,269","17,262","18,604","18,661","18,685","16,951","16,757"
"259","[P](u)","    McClatchy Corporation","15,523","14,370","16,186","15,699","15,096","16,702","15,849","14,513","14,674","14,726","16,214","15,186","16,417","15,943","16,673"
"260","[P]","    SNDA Sites","11,975","11,946","13,869","17,419","8,977","7,340","10,983","12,104","12,904","9,530","12,740","15,138","18,847","20,786","16,667"
"261","[P]","    Telecom Italia","18,049","16,154","16,974","15,450","13,702","13,873","14,755","16,133","15,828","16,459","16,952","16,849","17,334","16,872","16,646"
"262","[P]","    TALEO.NET","12,715","12,304","13,821","14,936","15,875","16,163","16,796","16,464","15,069","12,953","16,755","15,438","15,971","15,304","16,606"
"263","[P](U)","    Weblogs SL Sites","7,156","6,780","7,373","7,246","7,137","7,714","8,233","9,514","10,408","12,908","13,744","14,878","15,775","15,215","16,435"
"264","[P]","    Telegraph Media Group","11,860","12,053","13,669","11,557","12,222","13,187","12,319","14,894","14,275","14,220","15,458","15,036","15,368","15,614","16,431"
"265","[P](u)","    Superpages.com Network","35,488","30,422","30,080","30,856","32,518","31,840","30,526","33,019","32,585","31,027","29,761","14,454","15,413","14,271","16,420"
"266","[P]","    FUNSHION.COM","16,121","15,757","20,117","21,812","25,750","26,569","26,353","26,249","27,121","12,170","16,810","18,083","20,457","16,280","16,334"
"267","[P]","    Toyota Group","13,846","10,313","10,241","10,196","12,263","12,207","15,899","17,050","14,807","13,694","15,115","16,392","18,200","15,541","16,307"
"268","[P]","    Reed Elsevier Group","10,973","11,144","12,284","11,735","11,318","10,787","12,412","13,557","12,927","11,339","13,488","14,151","15,803","15,748","16,274"
"269","[P](U)","    Dominion Enterprises","13,324","13,417","13,302","13,436","14,079","13,735","12,234","11,754","10,582","10,566","13,590","13,405","14,859","14,921","15,925"
"270","[P]","    Travelocity","17,256","14,269","15,491","16,749","19,035","18,408","15,101","14,523","13,658","12,634","16,340","15,243","15,978","15,570","15,792"
"271","[P]","    Gameforge Sites","13,972","13,334","13,902","13,622","15,207","18,837","19,846","16,758","13,205","13,801","15,865","15,524","12,440","15,259","15,788"
"272","[P]","    Ford Motor Company","15,242","13,543","14,190","13,283","13,597","12,976","15,899","15,494","16,094","14,809","13,178","15,768","18,178","13,516","15,696"
"273","[P]","    120ASK.COM","7,354","7,852","9,561","9,193","9,740","9,294","11,639","12,414","12,595","11,692","11,476","12,231","13,705","14,667","15,676"
"274","[P](u)","    National Geographic Sites","16,476","13,589","14,925","12,820","10,498","11,558","13,464","14,815","14,650","13,976","15,717","15,830","17,137","15,748","15,640"
"275","[P]","    CDC Corporation Sites","12,238","10,279","11,253","12,828","14,576","13,820","14,647","14,237","14,915","15,812","15,356","14,901","16,251","15,456","15,504"
"276","[P]","    ING Group","12,792","12,089","13,749","13,618","13,971","13,886","13,893","15,397","15,680","14,452","17,324","15,328","15,603","15,384","15,500"
"277","[P](u)","    Canoe Network","13,362","11,859","13,850","13,655","14,125","13,562","13,460","13,674","13,680","13,879","14,746","14,875","15,327","14,715","15,315"
"278","[P](u)","    GiantRealm","19,120","21,054","19,445","20,816","20,795","19,906","18,144","19,568","18,028","18,543","19,303","18,739","17,354","15,114","15,262"
"279","[P]","    NIC.IN","7,130","7,112","11,432","10,541","9,022","8,718","7,959","7,232","8,385","8,491","9,308","10,233","11,105","10,968","15,044"
"280","[P]","    DUOWAN.COM","8,980","8,940","9,680","10,848","13,346","12,248","11,454","14,500","13,878","14,820","16,682","15,330","17,090","16,298","14,972"
"281","[P]","    American Express","11,623","10,577","11,273","14,254","12,502","12,764","14,096","15,206","15,236","14,380","14,643","13,528","14,805","14,473","14,952"
"282","[P]","    QIANQIAN.COM","14,435","13,481","13,238","12,928","14,236","13,419","14,700","16,653","15,685","17,780","18,077","17,319","18,967","16,011","14,943"
"283","[P]","    Yum! Brands Inc.","9,726","9,012","9,489","9,547","12,185","10,789","10,910","11,193","10,199","14,628","15,255","14,358","13,156","17,675","14,918"
"284","[P]","    Capital One","12,662","12,532","13,211","14,701","15,241","15,102","15,493","16,699","16,401","15,882","15,989","15,658","14,709","14,155","14,904"
"285","[P]","    RAPIDLIBRARY.COM","2,019","2,379","3,228","3,479","3,591","3,595","3,805","4,502","5,219","6,870","9,252","11,639","10,622","12,638","14,838"
"286","[P]","    Seat Pagine Gialle","12,258","10,737","12,020","11,884","12,352","12,418","13,232","14,207","13,543","14,139","14,841","15,452","15,361","14,763","14,830"
"287","[P]","    Bigpoint","11,922","11,777","11,036","11,649","13,771","15,108","14,251","14,669","14,494","16,325","15,695","13,616","13,231","13,691","14,800"
"288","[P]","    Nike","11,901","11,858","11,883","11,987","11,766","13,263","10,775","11,557","12,623","13,108","12,235","12,856","15,053","14,336","14,788"
"289","[P]","    TQ Digital Entertainment","6,856","8,035","8,414","9,482","10,472","10,579","9,814","11,268","10,393","11,085","13,183","14,769","16,516","14,504","14,564"
"290","[P](u)","    Healthline","14,352","13,924","15,836","16,161","15,444","15,146","16,146","17,374","19,145","18,772","6,896","12,947","15,349","14,990","14,519"
"291","[P]","    Ctrip.com International","7,448","7,831","9,375","8,796","11,874","11,109","12,645","12,650","10,987","12,424","15,360","12,840","14,020","13,806","14,432"
"292","[P]","    eMule (App)","20,708","19,726","19,593","19,013","18,475","18,095","17,745","17,973","17,295","18,059","20,362","19,099","16,926","15,092","14,405"
"293","[P]","    Corel Corporation","12,381","11,336","12,701","11,873","11,884","12,607","12,858","13,992","15,871","14,993","14,409","14,258","15,136","13,683","14,374"
"294","[P]","    VeryCD","11,774","10,183","11,103","12,779","13,004","13,738","13,272","14,598","15,233","16,113","19,380","18,356","18,483","15,075","14,373"
"295","[P]","    Globe7","12,430","12,202","13,321","12,871","14,210","14,281","15,961","16,975","15,360","14,562","13,910","13,500","15,101","15,610","14,342"
"296","[P](u)","    Trinity Mirror Group","12,897","13,538","14,943","13,555","14,041","13,768","12,205","13,276","13,723","13,623","16,379","12,092","11,990","12,410","14,161"
"297","[P]","    TOM.COM Limited","16,094","14,089","14,680","15,561","15,199","16,857","17,042","17,257","17,026","17,937","19,531","17,002","15,976","13,957","14,098"
"298","[P](u)","    URBANDICTIONARY.COM","9,211","9,445","10,648","11,439","11,742","12,734","12,676","14,089","14,566","14,666","14,705","14,138","13,170","13,240","14,082"
"299","[P]","    Cyworld","16,114","15,750","16,917","17,349","17,924","19,686","21,714","20,184","18,910","19,455","19,642","16,479","14,509","14,345","14,040"
"300","[P]","    Trovit Sites","13,061","10,929","12,530","11,701","11,486","11,554","11,066","11,348","10,716","9,463","12,647","12,722","13,200","12,732","13,964"
"301","[P]","    MIXI, Inc.","18,715","18,263","12,856","12,518","13,251","13,866","14,045","14,600","14,080","14,330","14,495","13,949","14,486","13,815","13,865"
"302","[P]","    CHINA.COM.CN","7,515","7,004","7,687","8,299","9,106","9,004","9,057","10,206","11,200","11,693","9,838","14,057","18,059","15,076","13,863"
"303","[P]","    Agricultural Bank of China","6,917","6,414","7,387","7,981","8,338","9,130","9,945","10,998","10,996","11,726","12,788","12,310","15,174","13,690","13,678"
"304","[P](U)","    Classified Ventures","12,623","12,669","11,922","12,839","13,694","13,173","12,206","11,737","11,474","10,618","13,275","12,933","13,419","13,451","13,667"
"305","[P]","    Gruppo Fiat","5,668","5,697","6,231","5,970","5,997","5,657","6,260","6,898","6,592","6,922","6,756","8,013","12,649","12,725","13,585"
"306","[P]","    Macy's Inc.","10,846","10,469","10,815","10,782","11,450","12,036","13,121","13,220","19,878","20,095","13,765","13,701","14,361","13,417","13,555"
"307","[P]","    Kayak.com Network","10,945","11,051","11,868","12,434","13,457","12,188","12,340","12,404","11,235","12,012","14,596","13,827","14,887","13,380","13,493"
"308","[P]","    7K7K.COM","11,756","13,023","13,222","14,447","19,337","17,138","13,562","16,634","13,486","13,667","19,325","16,299","14,800","16,138","13,440"
"309","[P](U)","    AccuWeather Sites","9,727","10,412","10,138","9,625","12,077","15,221","13,172","12,078","7,560","8,099","9,923","11,410","12,318","12,552","13,411"
"310","[P]","    Viva street Classifieds","9,744","8,850","10,200","9,790","9,924","10,887","10,145","10,434","10,910","9,952","12,532","11,868","12,221","11,718","13,406"
"311","[P](u)","    MediaNews Group","15,774","13,892","13,357","12,770","12,496","13,312","13,749","14,623","12,764","14,153","14,647","13,636","14,818","13,350","13,377"
"312","[P]","    Intuit","20,213","19,565","11,635","10,862","10,667","11,315","11,237","12,970","11,995","12,954","25,850","32,934","22,166","22,955","13,353"
"313","[P]","    Amadeus Global Travel Distribution","12,784","11,889","13,598","14,979","13,793","12,898","11,668","11,376","11,012","10,417","13,734","12,320","14,004","12,485","13,309"
"314","[P]","    Oracle Corporation","11,624","10,027","12,481","12,351","10,471","11,429","13,909","15,908","15,129","13,400","13,785","13,766","12,751","12,098","13,301"
"315","[P]","    Procter & Gamble","12,607","11,810","13,213","14,661","13,192","15,456","16,902","16,363","18,212","18,572","13,908","14,238","14,720","12,734","13,119"
"316","[P]","    LOWES.COM","9,441","9,857","10,404","10,280","10,397","10,090","10,086","10,414","11,565","10,426","9,771","10,015","11,494","12,055","13,063"
"317","[P](U)","    HealthGrades","14,022","12,344","11,600","11,121","11,006","13,666","11,290","10,550","9,779","9,916","11,839","11,907","12,533","11,705","13,009"
"318","[P]","    Seiko Epson Corp","11,395","9,786","10,753","10,646","10,465","10,502","12,510","13,214","13,345","13,199","12,690","13,072","13,811","12,349","13,002"
"319","[P]","    LG Group","10,901","11,455","13,591","12,946","12,255","12,220","13,972","15,186","14,355","15,849","15,180","12,392","12,137","12,117","12,975"
"320","[P]","    Indian Railways","8,499","8,591","9,896","8,864","8,940","9,232","8,997","9,852","9,683","10,328","10,414","11,449","12,772","12,058","12,897"
"321","[P]","    KDDI Corporation","12,570","11,853","12,598","12,197","13,069","12,925","13,728","15,303","12,715","12,790","13,389","13,121","13,898","12,477","12,863"
"322","[P]","    LVMH Sites","9,468","8,716","9,940","9,797","10,102","9,678","10,720","11,834","12,303","14,719","12,153","10,814","12,749","12,232","12,857"
"323","[P](u)","    DMGT (exc Mail Online)","13,005","12,317","14,256","14,847","13,771","13,640","13,627","13,464","13,764","13,336","15,534","14,638","13,937","12,206","12,842"
"324","[P]","    Groupe Credit Agricole","12,253","11,928","12,351","11,285","11,595","11,855","11,732","12,023","11,308","11,099","12,464","11,716","12,066","11,903","12,767"
"325","[P]","    Groupe Amaury","9,348","8,429","10,345","9,145","9,791","9,696","10,546","10,934","10,777","10,903","12,841","11,273","11,419","11,470","12,751"
"326","[P]","    6.CN","9,976","10,039","10,314","12,890","12,786","11,326","10,497","10,981","11,383","12,227","14,144","14,147","15,150","12,852","12,727"
"327","[P](U)","    PBS","12,297","12,201","11,484","8,027","6,801","8,389","12,304","12,997","12,624","10,813","12,952","13,941","12,975","12,165","12,704"
"328","[P]","    NK.PL","16,674","17,340","18,192","18,135","18,168","18,546","18,599","19,120","18,778","17,929","17,209","16,268","15,431","12,810","12,691"
"329","[P]","    FedEx","10,510","9,064","10,351","10,436","10,851","16,281","21,133","16,277","12,234","14,722","11,805","12,141","12,330","11,265","12,511"
"330","[P]","    L'Oreal Sites","11,702","12,287","12,612","10,626","13,291","10,857","11,390","12,908","12,179","12,038","11,009","12,743","14,196","12,785","12,503"
"331","[P]","    39.NET","10,053","8,614","10,423","10,074","10,361","10,049","12,098","12,038","11,510","9,706","11,891","15,460","16,944","14,683","12,481"
"332","[P](U)","    Move, Inc. Real Estate Sites","14,664","14,241","15,597","15,373","16,549","15,770","14,257","12,471","13,138","12,169","14,272","14,221","13,747","12,151","12,439"
"333","[P](u)","    Postmedia Network","14,672","12,019","12,730","14,007","11,421","11,590","12,016","12,103","12,006","12,944","13,782","12,921","13,252","12,424","12,353"
"334","[P](u)","    UGO Entertainment","38,712","36,999","37,551","32,209","24,499","14,773","12,626","13,866","13,117","14,096","13,416","12,335","12,770","11,458","12,347"
"335","[P]","    McDonald's","9,912","10,518","11,400","9,924","9,724","9,033","11,535","17,283","13,491","10,642","14,849","13,319","12,487","13,196","12,274"
"336","[P]","    Honda","10,925","8,406","9,007","9,396","9,615","9,652","10,611","11,719","9,786","9,686","11,030","12,248","12,528","11,670","12,265"
"337","[P](U)","    MyLife.com Sites","13,452","12,508","14,190","15,500","18,595","19,205","16,979","14,731","12,253","12,321","12,711","12,657","12,380","12,561","12,227"
"338","[P]","    Impress Group","8,500","7,881","8,488","8,943","10,373","10,237","11,592","12,579","11,526","11,383","12,097","11,091","12,144","10,752","12,189"
"339","[P]","    Mainichi Shimbun","13,735","10,420","10,195","9,058","11,688","12,074","12,645","12,238","12,267","12,379","11,659","10,690","12,058","11,374","12,155"
"340","[P]","    WIKIMAPIA.ORG","12,064","10,826","12,665","12,818","12,757","12,324","12,833","10,641","8,531","10,021","11,220","9,985","11,197","10,941","11,988"
