"Media Trend","","","Geography :: Worldwide","","","","","","My Metrix"
"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","Location :: Home and Work","","","","","","(c)2012 comScore, Inc"
"","","","Time Period :: December 2010 - February 2012","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 3/20/2012","","","","","",""

"","","","Dec-2010","Jan-2011","Feb-2011","Mar-2011","Apr-2011","May-2011","Jun-2011","Jul-2011","Aug-2011","Sep-2011","Oct-2011","Nov-2011","Dec-2011","Jan-2012","Feb-2012"
"327","[P]","    SWEETIM.COM","9,451","10,724","11,197","11,099","12,510","13,924","11,231","13,850","19,461","17,219","22,134","17,119","17,225","7,142","12,779"
"328","[P]","    Groupe Casino","15,126","14,889","11,065","11,153","10,775","12,092","12,265","11,428","12,409","11,440","12,476","13,798","15,462","15,740","12,760"
"329","[P]","    L'Oreal Sites","9,032","9,529","9,849","11,702","12,287","12,612","10,626","13,291","10,857","11,390","12,908","12,179","12,038","11,009","12,743"
"330","[P]","    Trovit Sites","12,253","15,736","12,894","13,061","10,929","12,530","11,701","11,486","11,554","11,066","11,348","10,716","9,463","12,647","12,722"
"331","[P](U)","    MyLife.com Sites","15,395","16,227","13,385","13,452","12,508","14,190","15,500","18,595","19,205","16,979","14,731","12,253","12,321","12,711","12,657"
"332","[P]","    freenet AG","10,689","10,938","9,294","9,595","10,074","9,973","10,172","9,571","12,637","12,808","12,366","11,341","11,000","13,507","12,503"
"333","[P]","    LG Group","13,579","12,560","10,714","10,901","11,455","13,591","12,946","12,255","12,220","13,972","15,186","14,355","15,849","15,180","12,392"
"334","[P]","    BAIXING.COM","2,999","4,886","4,339","4,996","6,478","8,817","11,309","13,670","14,298","15,512","13,239","10,602","11,660","7,541","12,368"
"335","[P]","    CT10000.COM","9,161","9,872","8,824","11,358","10,399","10,131","11,869","12,813","9,524","14,563","15,694","16,220","18,496","13,271","12,352"
"336","[P](u)","    UGO Entertainment","41,805","42,999","38,700","38,712","36,999","37,551","32,209","24,499","14,773","12,626","13,866","13,117","14,096","13,416","12,335"
"337","[P]","    Amadeus Global Travel Distribution","11,022","14,912","13,338","12,784","11,889","13,598","14,979","13,793","12,898","11,668","11,376","11,012","10,417","13,734","12,320"
"338","[P]","    Agricultural Bank of China","6,278","6,696","5,563","6,917","6,414","7,387","7,981","8,338","9,130","9,945","10,998","10,996","11,726","12,788","12,310"
"339","[P]","    Honda","8,300","9,110","10,392","10,925","8,406","9,007","9,396","9,615","9,652","10,611","11,719","9,786","9,686","11,030","12,248"
"340","[P]","    120ASK.COM","5,671","6,857","6,320","7,354","7,852","9,561","9,193","9,740","9,294","11,639","12,414","12,595","11,692","11,476","12,231"
"341","[P]","    Chinabyte Technology Co.","6,316","6,586","5,572","6,491","5,879","6,331","8,587","9,839","8,811","9,647","10,285","10,966","11,609","10,739","12,180"
"342","[P]","    Virgin Group","10,432","11,523","10,878","10,569","9,760","11,506","10,976","11,680","11,891","11,628","11,798","11,978","11,845","13,431","12,175"
"343","[P]","    FedEx","13,810","11,019","10,438","10,510","9,064","10,351","10,436","10,851","16,281","21,133","16,277","12,234","14,722","11,805","12,141"
"344","[P](u)","    Trinity Mirror Group","11,827","13,648","11,853","12,897","13,538","14,943","13,555","14,041","13,768","12,205","13,276","13,723","13,623","16,379","12,092"
"345","[P]","    XICI.NET","9,326","8,146","7,737","8,003","6,479","6,378","6,982","6,624","8,261","3,304","4,132","4,214","8,276","9,842","12,069"
"346","[P]","    Experian Interactive","14,882","15,411","14,339","14,714","13,360","13,747","13,622","13,862","14,040","14,819","15,663","13,079","12,609","18,165","11,972"
"347","[P](U)","    HealthGrades","12,488","14,769","13,250","14,022","12,344","11,600","11,121","11,006","13,666","11,290","10,550","9,779","9,916","11,839","11,907"
"348","[P]","    Viva street Classifieds","8,207","10,363","9,213","9,744","8,850","10,200","9,790","9,924","10,887","10,145","10,434","10,910","9,952","12,532","11,868"
"349","[P]","    Groupe Credit Agricole","11,581","13,857","12,392","12,253","11,928","12,351","11,285","11,595","11,855","11,732","12,023","11,308","11,099","12,464","11,716"
"350","[P](u)","    KONGREGATE.COM","10,258","8,945","8,282","8,433","8,909","9,589","9,958","10,769","11,176","9,903","10,657","11,144","12,032","13,041","11,715"
"351","[P]","    Sprint Nextel Corporation","15,416","12,325","11,510","12,762","11,027","12,395","14,410","13,428","12,199","11,186","14,222","13,052","14,847","12,060","11,673"
"352","[P]","    DUOTE.COM","6,249","6,151","5,614","6,737","4,680","5,931","6,295","7,120","8,032","7,842","9,712","10,455","11,257","9,140","11,662"
"353","[P]","    RAPIDLIBRARY.COM","788","951","1,741","2,019","2,379","3,228","3,479","3,591","3,595","3,805","4,502","5,219","6,870","9,252","11,639"
"354","[P]","    Nissan","7,778","9,160","8,750","8,272","6,532","7,555","7,508","8,518","8,997","11,529","11,945","10,716","9,832","11,074","11,626"
"355","[P]","    Vuze Sites","11,515","11,365","10,352","10,689","10,293","10,923","10,958","11,484","11,043","10,804","11,319","10,863","10,997","11,462","11,624"
"356","[P]","    TGBUS.COM","5,186","6,369","5,142","4,341","4,464","5,037","5,102","6,091","6,096","6,095","7,277","6,949","7,327","10,553","11,620"
"357","[P]","    VEOH.COM","13,060","13,056","11,647","11,479","10,856","12,764","12,452","13,543","13,526","12,887","13,275","11,994","11,757","11,814","11,609"
"358","[P]","    KOOORA.COM","12,362","12,706","10,997","11,386","11,778","11,260","9,129","9,805","9,963","11,076","11,148","11,529","11,899","12,475","11,471"
"359","[P](u)","    Toshiba Corp","6,547","7,818","7,802","8,268","7,789","7,107","7,200","8,689","8,924","9,134","10,485","10,582","11,785","11,675","11,471"
"360","[P]","    Indian Railways","8,428","8,664","8,019","8,499","8,591","9,896","8,864","8,940","9,232","8,997","9,852","9,683","10,328","10,414","11,449"
"361","[P]","    Sanoma Group","11,577","12,212","11,394","11,426","11,052","11,662","13,208","11,192","11,049","10,612","10,951","11,173","11,398","11,069","11,421"
"362","[P](u)","    AccuWeather Sites","13,425","12,678","10,894","9,727","10,412","10,138","9,625","12,077","15,221","13,172","12,078","7,560","8,099","9,923","11,410"
"363","[P]","    Softissimo","7,928","8,430","7,227","8,059","7,932","8,523","7,433","6,343","7,207","9,632","11,038","10,886","10,215","11,505","11,328"
"364","[P]","    Nintendo Co.","12,090","10,307","8,078","9,392","8,142","7,797","9,644","10,205","9,929","9,290","11,030","14,045","14,792","11,050","11,306"
"365","[P](U)","    LEGACY.COM*","8,819","10,567","9,304","10,000","9,951","9,302","9,960","10,164","10,891","10,491","10,757","10,539","10,474","12,584","11,295"
"366","[P]","    Groupe Amaury","8,590","10,278","9,276","9,348","8,429","10,345","9,145","9,791","9,696","10,546","10,934","10,777","10,903","12,841","11,273"
"367","[P](u)","    Source Interlink Companies","13,188","14,357","13,612","13,812","12,570","11,991","11,439","11,269","11,393","11,058","10,420","9,650","9,577","11,303","11,248"
"368","[P]","    Deutsche Post AG Sites","10,835","9,827","8,595","9,178","9,182","10,719","11,048","10,123","10,389","10,985","11,753","12,778","13,642","12,493","11,210"
"369","[P]","    Big Fish Games Sites","11,379","12,162","11,137","10,797","10,298","11,466","11,468","11,351","10,627","10,355","10,230","10,391","11,019","11,937","11,206"
"370","[P]","    Unister GmbH","15,148","17,236","19,022","17,569","15,674","9,526","9,533","10,422","9,852","9,177","9,389","9,241","9,520","12,773","11,205"
"371","[P]","    QIDIAN.COM","5,958","5,925","6,998","6,636","6,342","8,432","9,913","9,994","9,704","8,643","10,275","9,552","9,769","10,844","11,158"
"372","[P](u)","    CBC-Radio Canada Sites","9,769","10,981","9,438","11,465","10,880","11,472","10,992","9,104","10,153","10,782","10,906","10,393","9,843","11,197","11,109"
"373","[P]","    Impress Group","8,951","8,570","7,687","8,500","7,881","8,488","8,943","10,373","10,237","11,592","12,579","11,526","11,383","12,097","11,091"
"374","[P]","    ARD Sites","12,661","12,666","11,680","13,392","10,895","12,799","11,695","11,732","12,026","12,613","12,882","12,386","11,841","12,832","11,069"
"375","[P]","    Gruppo Mediaset","7,793","9,902","9,942","9,940","8,561","9,157","8,093","8,077","7,690","8,304","9,589","9,739","9,176","10,245","11,043"
"376","[P](U)","    Mattel Sites","14,054","10,503","8,909","9,924","9,643","9,003","9,018","10,322","11,049","11,153","12,579","14,680","14,768","11,947","11,036"
"377","[P]","    Intelius","11,299","12,436","10,180","10,304","10,791","11,197","10,920","11,263","11,611","11,807","11,095","10,371","10,846","11,487","11,030"
"378","[P]","    Vector Inc.","9,037","8,130","7,022","7,613","7,924","8,441","7,892","8,941","10,847","10,478","10,469","11,522","10,215","11,436","11,021"
"379","[P](u)","    ROGERS","9,716","10,433","10,008","10,843","9,659","9,700","9,496","9,064","10,356","10,078","10,701","10,686","10,705","10,578","10,997"
"380","[P]","    Groupe SNCF","9,495","9,466","8,360","10,309","9,863","10,297","10,681","11,507","10,872","10,419","11,786","10,328","10,376","11,094","10,928"
"381","[P](U)","    24H.COM.VN","3,663","3,722","3,740","4,186","3,750","5,821","6,394","6,730","6,812","9,609","9,956","10,105","10,246","10,798","10,926"
"382","[P]","    Barnes & Noble","11,803","10,676","7,544","7,634","6,578","7,196","7,622","9,216","10,757","9,013","8,712","11,461","15,183","13,129","10,892"
"383","[P]","    Grupo Santander","10,032","9,927","9,130","9,464","9,110","9,400","9,020","9,843","10,176","10,483","11,864","10,851","11,650","11,501","10,816"
"384","[P]","    LVMH Sites","12,530","10,288","9,082","9,468","8,716","9,940","9,797","10,102","9,678","10,720","11,834","12,303","14,719","12,153","10,814"
"385","[P]","    Match.com Sites","6,632","7,702","6,572","6,832","6,653","6,736","6,320","7,446","6,753","6,851","7,286","6,835","9,398","11,483","10,781"
"386","[P]","    VistaPrint Sites","12,550","11,893","10,748","9,592","8,508","9,116","9,242","9,155","9,531","10,325","11,319","13,109","13,519","11,812","10,770"
"387","[P]","    FrostWire","25,437","26,249","24,298","24,565","23,461","22,540","20,578","18,778","16,575","15,038","14,238","13,328","12,883","11,956","10,706"
"388","[P]","    France Televisions Interactive","7,440","7,953","7,761","8,390","7,627","8,448","8,054","8,087","7,520","8,753","9,032","8,906","8,901","9,851","10,698"
"389","[P]","    Mainichi Shimbun","11,253","10,507","9,310","13,735","10,420","10,195","9,058","11,688","12,074","12,645","12,238","12,267","12,379","11,659","10,690"
"390","[P]","    Hyundai Kia Automotive Group","7,814","9,154","8,920","10,332","8,467","8,934","8,659","8,860","9,062","11,167","11,962","10,418","10,314","11,446","10,663"
"391","[P]","    La Poste","10,322","9,752","8,795","8,705","8,889","9,521","9,045","9,968","10,614","10,467","12,183","13,322","11,726","12,311","10,618"
"392","[P]","    SCRIBD.COM","12,505","8,714","9,567","11,461","10,032","11,982","11,131","8,731","8,589","8,395","9,350","10,788","8,183","10,193","10,615"
"393","[P]","    Acer Inc.","13,167","12,807","12,113","11,676","10,741","11,027","11,035","11,132","11,941","11,308","12,711","12,158","12,514","11,846","10,589"
"394","[P]","    SENDSPACE.COM","8,665","8,763","7,719","8,519","7,848","8,286","8,156","8,471","8,259","8,714","8,850","8,542","8,108","9,058","10,532"
"395","[P]","    ARCHIVE.ORG","5,562","5,707","5,518","5,817","5,426","7,508","6,314","6,040","8,000","7,948","7,742","9,133","10,331","11,491","10,531"
"396","[P]","    Zazzle","8,789","7,569","6,781","6,971","6,986","7,511","7,318","7,436","7,293","7,602","9,390","9,840","11,523","9,831","10,523"
"397","[P](U)","    Ziff Davis","6,457","6,266","7,396","7,870","7,651","8,853","8,996","8,543","9,615","9,836","11,169","11,718","11,210","10,438","10,512"
"398","[P]","    World of Warcraft (App)","12,094","12,072","11,016","10,040","9,490","9,755","10,149","11,312","10,325","10,279","10,870","10,864","11,322","11,483","10,498"
"399","[P]","    BearShare (App)","13,212","12,824","11,532","11,877","12,207","12,460","12,133","12,502","12,402","12,583","12,718","11,972","12,562","11,373","10,481"
"400","[P]","    LIVESCORE.COM","9,275","9,038","9,741","9,674","9,939","9,362","4,669","5,565","9,399","11,427","11,382","10,601","11,114","11,141","10,465"
"401","[P]","    Cisco Systems, Inc.","7,766","8,526","7,777","8,265","7,739","7,330","8,364","7,766","8,006","9,140","10,121","9,556","9,590","10,309","10,445"
"402","[P]","    The Royal Bank Of Scotland","10,993","11,709","11,322","11,616","10,486","10,588","9,854","9,637","10,196","10,188","11,063","10,131","10,386","10,254","10,433"
"403","[P]","    Carrefour Group","11,374","10,363","8,796","10,146","9,586","10,813","10,487","11,189","11,138","12,290","11,959","11,701","13,630","11,726","10,350"
"404","[P]","    BMW","7,116","6,786","6,015","7,369","7,173","8,052","8,223","7,292","7,666","9,161","10,924","10,568","10,129","8,415","10,291"
"405","[P]","    NIC.IN","6,221","7,305","7,168","7,130","7,112","11,432","10,541","9,022","8,718","7,959","7,232","8,385","8,491","9,308","10,233"
"406","[P]","    TUI Group","6,586","11,584","9,335","9,640","9,213","10,077","11,911","12,531","10,944","8,836","9,140","8,341","8,288","13,165","10,192"
"407","[P]","    Fairfax Media","9,933","10,718","10,118","11,139","9,275","10,688","10,153","9,626","9,886","9,942","10,613","9,739","9,108","10,498","10,185"
"408","[P]","    Midasplayer.com Ltd.","8,317","8,629","8,046","7,434","9,323","7,411","7,244","8,283","8,377","7,343","7,795","10,207","10,832","8,416","10,178"
"409","[P]","    News International","9,047","9,782","8,103","8,828","9,025","10,933","10,900","10,136","11,113","9,656","10,368","9,842","9,223","10,492","10,155"
"410","[P]","    Canon Inc.","11,756","8,518","7,237","8,094","7,473","7,670","8,831","8,165","9,471","10,464","11,719","12,386","15,752","10,564","10,090"
"411","[P]","    Department of Commerce","9,775","11,310","10,177","10,532","8,842","9,685","8,998","8,533","12,899","10,443","9,448","8,949","8,273","10,019","10,018"
"412","[P]","    MONOGRAFIAS.COM","6,248","6,283","8,856","10,547","9,456","11,711","9,862","7,263","10,979","12,687","12,843","12,260","6,795","7,180","10,017"
"413","[P]","    LOWES.COM","10,318","10,135","8,073","9,441","9,857","10,404","10,280","10,397","10,090","10,086","10,414","11,565","10,426","9,771","10,015"
"414","[P]","    Maeil Business Newspaper","7,456","9,255","8,047","8,967","9,519","10,517","9,945","10,632","11,280","11,749","12,478","12,000","12,259","11,833","10,009"
"415","[P]","    Grupo Carso","10,416","9,944","9,215","10,046","9,986","9,962","9,858","10,025","10,528","10,392","11,290","10,077","10,458","10,092","9,988"
"416","[P]","    WIKIMAPIA.ORG","11,364","12,370","10,900","12,064","10,826","12,665","12,818","12,757","12,324","12,833","10,641","8,531","10,021","11,220","9,985"
"417","[P]","    Barclays Bank","7,185","7,418","8,659","7,975","7,628","7,624","7,769","7,873","7,955","7,830","8,632","9,138","8,473","9,409","9,982"
"418","[P]","    HC International Inc.","5,001","4,717","3,788","5,804","5,455","6,393","4,901","5,643","5,911","7,051","7,232","8,641","8,359","9,815","9,978"
"419","[P]","    FILEHIPPO.COM","7,465","7,742","7,103","8,218","7,488","8,262","8,906","8,473","8,904","9,369","11,433","9,675","10,336","10,900","9,974"
"420","[P]","    Limitedbrands","13,936","10,884","8,772","8,550","7,955","8,712","9,525","8,654","8,498","8,688","9,176","13,476","15,200","11,969","9,969"
"421","[P]","    ED.GOV","5,703","8,996","8,855","8,605","7,509","7,583","7,657","8,021","8,612","6,573","6,322","5,595","5,726","9,758","9,910"
"422","[P]","    Staples.com Sites","8,753","8,747","6,831","8,437","7,242","7,421","7,844","9,140","11,120","9,283","9,337","11,759","11,193","11,010","9,908"
"423","[P]","    Internet Initiative Japan","9,134","8,822","8,014","9,144","7,939","8,832","8,482","9,266","10,372","9,938","10,644","10,333","9,663","10,553","9,887"
"424","[P]","    21CN Corporation Limited","4,752","6,774","4,199","5,997","4,903","5,034","5,254","6,214","5,569","6,489","6,213","7,653","8,460","8,938","9,826"
"425","[P]","    Aljazeera","5,674","10,513","16,480","12,237","8,429","9,665","7,077","6,862","9,586","8,652","9,837","14,330","12,949","11,427","9,821"
"426","[P]","    PriceGrabber","13,021","11,364","8,913","9,779","8,762","8,679","8,681","8,937","9,800","9,077","10,558","11,002","10,750","10,746","9,783"
"427","[P]","    Fotovista Group","18,304","13,639","10,273","9,520","7,277","8,260","8,608","8,921","8,672","8,386","9,595","11,698","14,345","11,995","9,775"
"428","[P]","    Groupe Spir Communication","9,216","9,708","9,565","10,147","8,954","10,091","9,339","9,127","9,378","9,344","9,803","9,825","8,974","10,214","9,715"
"429","[P]","    Groupe Auchan","9,380","8,718","6,133","7,239","6,806","7,195","7,321","6,789","7,081","7,003","7,977","10,261","11,483","10,269","9,702"
"430","[P]","    Lloyds Banking Group plc","8,503","8,885","9,029","8,989","8,920","9,495","9,406","9,658","9,368","9,417","10,051","9,757","9,904","10,051","9,668"
"431","[P]","    CANALBLOG.COM*","7,814","7,728","7,476","7,625","7,690","8,263","7,811","7,083","8,249","8,740","10,199","10,266","9,597","9,386","9,653"
"432","[P]","    National Lampoon Humor Network","8,548","9,350","7,541","7,542","8,566","7,244","7,923","9,796","9,378","7,995","8,325","8,367","11,248","10,218","9,519"
"433","[P]","    CSDN.NET Sites","3,804","3,833","2,448","4,335","4,240","4,507","5,062","5,252","5,492","6,389","7,548","8,955","10,289","8,473","9,484"
"434","[P]","    M5ZN.COM","10,856","11,712","11,495","11,085","10,112","10,778","10,320","9,391","10,242","9,618","9,754","9,713","10,141","10,184","9,476"
"435","[P]","    Lojas Americanas","10,935","10,762","9,313","9,611","9,258","9,901","9,412","9,529","9,556","9,574","10,219","10,635","11,297","10,846","9,474"
"436","[P]","    Kohls Corporation","14,175","8,667","7,107","8,096","7,883","7,566","7,720","8,282","9,627","9,824","10,201","16,628","15,999","9,177","9,440"
"437","[P]","    Gap, Inc.","12,244","9,006","7,130","8,283","7,809","7,488","8,657","8,642","10,378","9,807","10,235","14,200","12,822","9,135","9,403"
"438","[P]","    Southwest Airlines Co.","9,803","10,911","8,951","9,108","8,009","8,797","9,661","9,849","8,677","8,483","8,985","9,196","7,798","8,599","9,391"
"439","[P]","    Kingfisher","14,544","13,747","12,213","12,707","13,066","13,433","13,613","13,970","13,635","14,598","15,365","18,653","19,070","17,424","9,335"
"440","[P]","    Stateless Systems","6,923","5,272","4,852","5,236","5,209","5,897","6,411","6,806","7,097","6,834","8,127","9,547","10,367","8,649","9,321"
"441","[P]","    IDT Corporation","11,794","11,586","10,008","10,434","10,306","11,186","10,944","10,960","11,203","11,539","11,113","10,538","9,756","9,824","9,310"
"442","[P]","    Portugal Telecom","7,186","7,245","6,621","7,237","7,107","7,872","7,884","7,959","8,339","8,235","8,266","7,854","6,893","7,456","9,277"
"443","[P](U)","    The Weather Network Meteomedia","9,434","9,533","9,913","9,515","9,326","9,920","9,977","10,182","10,423","9,303","8,462","8,474","8,465","10,479","9,263"
"444","[P]","    PANDORA.TV","12,897","15,746","15,284","15,475","11,544","9,752","9,479","9,403","9,802","9,629","9,860","9,948","9,911","9,747","9,227"
"445","[P]","    PSA Peugeot Citroën","6,138","7,462","7,437","8,455","7,692","8,880","8,564","8,145","7,079","9,950","8,763","9,215","7,708","8,344","9,202"
"446","[P](U)","    TV Guide Online Network","9,748","10,224","9,214","9,840","10,072","9,798","8,386","8,380","8,977","11,203","9,478","8,748","9,271","9,621","9,159"
"447","[P](u)","    Dogan Online","8,585","8,806","8,622","9,260","8,930","8,473","8,248","7,993","8,745","9,070","10,250","10,108","10,336","9,912","9,150"
"448","[P]","    OPENDNS.COM","9,294","9,189","8,551","9,326","8,507","10,080","9,912","9,685","10,166","10,480","10,069","9,770","9,168","9,564","9,145"
"449","[P]","    KIEV.UA","5,652","5,889","5,635","5,942","5,613","6,031","5,798","6,214","6,234","6,926","7,778","8,088","8,409","8,942","9,064"
"450","[P]","    Toysrus Sites","23,169","10,078","8,155","8,513","8,150","8,045","8,658","9,961","9,817","10,966","13,633","23,373","23,975","10,573","9,049"
"451","[P]","    Kuaiche.com Sites","5,885","5,802","5,009","4,895","4,715","4,735","8,033","10,351","9,921","9,317","10,126","9,018","9,513","9,870","9,034"
"452","[P]","    METEOFRANCE.COM","10,401","5,622","4,862","5,205","6,795","7,242","8,184","8,260","8,383","6,883","5,860","5,731","6,101","6,326","9,026"
"453","[P]","    Jabbar Internet Group","9,215","9,226","9,006","9,231","8,706","8,779","7,882","7,918","7,180","7,946","9,208","9,857","10,027","9,767","9,017"
"454","[P]","    Yellow Pages Group","10,924","11,259","10,342","11,416","11,036","11,151","11,142","11,360","10,481","10,891","10,990","11,016","9,738","9,466","9,014"
"455","[P]","    DIRECT.GOV.UK","6,082","8,248","7,550","7,911","7,538","7,669","7,545","7,799","9,080","8,304","9,094","8,514","6,637","9,501","8,979"
"456","[P]","    Big Lead Sports By FSV","29,021","30,923","27,928","26,226","26,561","26,910","26,707","27,624","29,981","31,063","31,496","28,966","27,174","29,463","8,976"
"457","[P](u)","    Live Nation Network","6,311","6,326","6,348","6,951","6,435","6,550","7,739","7,763","7,481","6,144","6,599","7,346","6,545","7,309","8,970"
"458","[P]","    Domino's Pizza, Inc.","7,688","8,167","6,665","6,255","6,531","6,682","7,032","7,266","7,113","7,784","8,561","8,326","9,620","8,820","8,951"
"459","[P]","    Sankei Shimbun","10,560","10,657","10,150","13,197","10,633","11,294","10,490","10,404","11,158","11,618","11,075","10,507","9,728","9,545","8,943"
"460","[P]","    INFO.COM*","4,068","4,429","4,201","4,348","4,320","4,841","5,058","5,554","5,814","6,845","7,657","7,618","7,523","9,901","8,935"
"461","[P]","    MULTIPLY.COM","10,312","10,592","9,402","10,034","9,517","9,705","9,544","9,313","9,856","10,204","10,521","10,283","9,288","9,516","8,934"
"462","[P]","    Societe Generale","7,838","8,679","7,881","8,365","7,618","8,714","9,171","8,792","9,299","9,244","9,531","9,088","9,036","9,473","8,929"
"463","[P]","    Roularta Media Group","5,941","7,554","7,254","7,743","6,808","9,109","8,952","7,511","7,113","8,053","8,870","8,681","8,188","9,913","8,921"
"464","[P](u)","    Hollywood.com Sites","9,431","9,412","8,259","8,860","10,446","10,450","9,229","10,931","9,494","9,635","8,984","10,321","10,676","8,708","8,913"
"465","[P]","    Infospace Network","15,948","17,148","13,983","12,845","11,602","11,536","9,920","12,031","11,001","10,627","11,494","10,765","8,981","9,370","8,877"
"466","[P]","    InnoGames GmbH","11,364","12,260","12,694","13,621","11,621","10,598","8,140","8,472","7,951","8,587","8,443","7,846","7,520","8,573","8,869"
"467","[P](u)","    Lee Enterprises, Incorporated","4,392","5,057","4,874","4,831","4,285","4,752","4,745","6,156","6,182","6,799","7,627","7,410","7,080","7,520","8,868"
"468","[P]","    NHK Group","7,355","7,814","6,441","15,707","10,213","7,775","7,206","8,403","9,506","10,512","9,611","9,671","10,312","9,992","8,858"
"469","[P]","    GAMETOP.COM","5,707","6,532","5,438","4,298","4,918","5,003","7,639","7,028","5,237","4,577","7,540","7,781","8,356","9,575","8,836"
"470","[P]","    Telegraaf Media Groep","4,097","4,483","4,148","4,442","4,221","4,659","4,494","4,429","4,377","4,333","4,476","4,473","6,116","6,301","8,827"
"471","[P](u)","    Naukri","5,403","5,927","5,921","6,182","6,141","7,318","7,581","9,154","8,111","8,269","7,777","8,797","8,414","8,898","8,754"
"472","[P]","    Le Monde Sites","7,711","9,542","8,102","9,236","8,156","10,336","8,220","8,540","8,040","8,966","10,753","10,624","10,109","10,966","8,753"
"473","[P]","    MADE-IN-CHINA.COM","5,181","5,282","5,097","5,633","5,446","6,793","6,677","6,217","6,998","7,003","8,197","8,973","8,374","7,970","8,693"
"474","[P](U)","    CollegeHumor Media","34,147","28,942","27,608","30,394","9,569","9,784","9,366","8,348","8,430","8,693","9,220","8,835","9,921","8,270","8,687"
"475","[P]","    Berkshire Hathaway Inc.","7,931","8,447","7,372","7,604","6,847","7,826","7,472","8,727","8,929","8,356","8,833","9,330","8,820","9,501","8,605"
"476","[P](U)","    E.W. Scripps","6,419","6,869","6,296","6,680","6,309","6,639","8,118","8,359","9,102","8,344","8,098","8,165","7,923","8,653","8,591"
"477","[P]","    CENTERBLOG.NET","7,606","7,909","7,060","6,245","6,585","7,336","7,344","6,670","6,631","7,050","8,293","8,645","9,350","9,244","8,554"
"478","[P]","    NIKKEI","7,622","8,895","7,799","11,249","8,193","8,489","7,903","7,736","7,551","9,433","9,518","8,556","8,440","8,992","8,547"
"479","[P]","    Sparkassen-Finanzgruppe","8,367","8,364","8,577","8,567","8,000","8,237","7,830","8,251","8,310","8,337","8,781","9,008","8,632","9,018","8,546"
"480","[P]","    Home Retail Group","13,142","10,546","7,954","8,138","8,668","8,292","8,493","8,986","9,339","9,174","10,264","11,801","13,037","10,104","8,515"
"481","[P]","    Chosun Ilbo","10,161","11,564","9,596","10,667","11,205","11,694","11,090","11,981","13,443","13,570","15,488","14,117","15,616","10,117","8,503"
"482","[P]","    KaiserGames GmbH","7,818","8,538","7,853","7,600","7,541","7,323","8,122","8,410","8,489","7,735","8,173","8,612","8,666","9,060","8,489"
"483","[P]","    XE.COM","6,547","7,210","6,144","6,966","6,629","7,877","7,453","7,657","8,384","8,834","8,456","8,404","8,425","9,111","8,485"
"484","[P]","    Asahi Shimbun","9,873","8,134","6,982","14,646","9,433","10,156","9,006","11,890","11,567","12,620","12,499","12,589","10,629","9,931","8,450"
"485","[P]","    ForumCommunity","8,073","8,770","7,828","7,927","7,308","7,783","6,952","6,633","7,086","7,520","8,334","7,971","7,432","8,187","8,447"
"486","[P]","    DEEZER.COM","9,168","8,342","8,407","8,106","8,444","8,494","8,172","7,861","9,914","10,218","11,650","10,120","9,907","8,964","8,434"
"487","[P]","    TIMEANDDATE.COM","7,650","7,956","6,343","8,015","6,706","7,628","7,759","7,538","8,425","8,385","9,913","9,472","8,765","9,842","8,418"
"488","[P]","    Nestle","11,127","8,586","7,213","7,733","8,186","9,301","9,428","8,483","9,226","9,302","9,994","10,675","10,707","8,225","8,405"
"489","[P]","    Korea Economic Daily","7,620","8,894","7,552","7,624","8,531","9,530","10,109","9,406","10,316","10,330","11,214","9,939","10,798","10,393","8,381"
"490","[P]","    52PK.COM","3,388","4,367","5,008","4,913","5,439","5,489","7,059","7,414","6,789","7,438","7,302","7,944","7,866","8,552","8,361"
"491","[P]","    WebMediaBrands Inc.","7,379","8,138","7,625","8,189","7,313","8,210","6,539","6,328","6,157","7,027","8,492","8,370","7,386","8,130","8,293"
"492","[P](u)","    Batanga","10,052","9,645","8,720","8,886","9,127","7,459","7,008","7,089","7,785","7,261","7,862","8,690","8,543","8,794","8,244"
"493","[P]","    51.COM","6,486","5,212","4,044","7,053","6,368","8,493","8,851","11,976","15,772","8,560","8,278","8,468","10,719","8,016","8,237"
"494","[P](u)","    Grupo Televisa","7,040","7,773","7,857","8,652","8,364","9,138","8,244","8,266","8,688","8,824","9,614","8,914","7,910","8,952","8,233"
"495","[P]","    SHOUTMIX.COM","15,505","16,211","14,967","16,129","15,355","16,348","15,922","17,170","18,683","19,021","21,492","21,660","20,787","13,040","8,232"
"496","[P]","    IKM Internet Kaufmarkt","6,473","6,727","9,228","10,068","8,316","8,863","8,499","8,177","8,289","7,672","7,985","7,706","6,901","8,178","8,209"
"497","[P]","    Nexon Corporation","7,683","7,671","6,632","5,757","5,492","6,345","6,260","8,581","9,240","8,558","8,570","8,932","10,250","9,481","8,186"
"498","[P]","    CRI Online Sites","5,205","6,339","5,092","6,116","4,836","4,862","5,184","5,588","5,590","5,798","6,359","6,802","7,238","7,827","8,167"
"499","[P]","    Costco Wholesale Corporation","9,502","7,383","6,178","6,748","6,222","7,121","7,014","7,499","7,973","7,479","7,876","9,808","10,069","8,562","8,154"
