"Media Trend","","","Geography :: Worldwide","","","","","","My Metrix"
"114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","Location :: Home and Work","","","","","","(c)2012 comScore, Inc"
"","","","Time Period :: December 2010 - February 2012","","","","","",""
"","","","Target :: Total Audience","","","","","",""
"","","","Media :: 114LA.COM,120ASK.COM,123GREETINGS.COM,1616.NET,19L...","","","","","",""
"","","","Measures :: Total Unique Visitors (000)","","","","","",""
"","","","Date :: 3/20/2012","","","","","",""

"","","","Dec-2010","Jan-2011","Feb-2011","Mar-2011","Apr-2011","May-2011","Jun-2011","Jul-2011","Aug-2011","Sep-2011","Oct-2011","Nov-2011","Dec-2011","Jan-2012","Feb-2012"
"154","[P]","    Sun Microsystems, Inc.","23,109","24,949","21,821","33,164","26,767","26,150","27,224","31,415","26,685","26,683","32,088","35,614","31,613","30,199","28,931"
"155","[P]","    Xinhua News Agency","18,472","18,600","17,839","23,197","19,802","22,534","23,917","26,215","24,855","26,168","26,575","26,550","27,043","24,704","28,185"
"156","[P](U)","    AlloCine Sites","15,202","16,311","15,419","15,321","14,652","17,020","18,450","20,124","22,752","19,191","20,905","25,971","27,027","28,804","28,110"
"157","[P]","    ProSiebenSat1 Sites","34,293","31,890","29,064","30,318","30,352","31,678","31,158","30,024","30,248","29,683","29,747","28,667","28,289","28,298","27,918"
"158","[P](U)","    CareerBuilder LLC","23,545","30,764","27,205","30,222","29,858","29,886","26,465","28,893","29,640","29,158","28,941","25,176","22,440","29,977","27,572"
"159","[P](u)","    Ticketmaster","18,629","18,953","20,659","21,797","19,141","20,188","20,016","21,374","21,338","22,963","27,873","27,995","27,338","27,165","27,501"
"160","[P]","    People's Daily online","13,353","15,393","13,200","16,280","14,016","16,493","18,630","20,674","21,084","19,474","20,196","22,932","24,832","21,189","27,236"
"161","[P](U)","    Nextag.com Sites","17,452","17,106","25,871","28,290","26,862","28,246","27,243","29,094","30,743","29,224","29,900","33,103","34,449","31,261","26,881"
"162","[P](U)","    Bestofmedia Group","37,867","39,422","35,726","37,557","37,559","36,580","36,323","26,239","26,489","26,649","27,530","28,263","28,805","28,962","26,501"
"163","[P]","    NIH","16,960","18,497","19,723","22,764","20,790","22,676","20,718","19,858","21,437","24,523","27,073","26,790","23,558","26,157","26,448"
"164","[P]","    MINICLIP.COM","29,721","28,346","24,369","23,526","23,959","25,135","27,633","28,094","28,995","26,220","27,431","26,029","27,643","26,722","26,350"
"165","[P]","    Nokia","34,267","29,835","26,160","32,037","27,244","25,990","27,825","26,952","28,430","30,033","31,404","31,213","31,042","27,578","26,347"
"166","[P](u)","    Best Buy Sites","39,037","27,959","23,209","21,195","20,886","25,277","22,298","23,505","26,475","26,590","28,343","45,470","44,908","27,967","25,959"
"167","[P]","    Gruner+Jahr Sites","22,971","23,367","20,664","22,016","20,505","21,854","21,544","21,511","21,736","22,393","24,917","23,949","25,751","27,045","25,856"
"168","[P](u)","    Reuters Sites","18,809","23,658","24,089","32,244","25,169","31,089","25,233","27,649","29,016","28,123","31,209","26,399","25,908","25,125","25,796"
"169","[P](U)","    Times Internet Limited","19,257","20,206","19,869","22,483","23,044","24,424","21,247","22,782","23,403","24,159","23,393","25,425","26,513","26,818","25,748"
"170","[P]","    WildTangent Media","33,400","31,946","29,667","29,657","30,021","31,905","37,061","36,226","34,759","32,115","34,468","34,201","34,953","36,637","25,730"
"171","[P](u)","    CafeMom Network","24,503","21,465","22,314","24,226","23,588","23,959","24,277","25,245","28,464","26,305","21,880","24,056","23,356","25,042","25,559"
"172","[P]","    China Central Television Sites","13,636","16,154","15,908","17,865","16,868","20,147","21,143","22,191","20,938","24,378","24,480","23,458","26,758","23,843","25,401"
"173","[P](u)","    Cox Enterprises Inc.","21,862","22,944","21,057","24,298","23,408","24,631","24,423","23,920","24,355","23,684","23,577","22,078","24,524","27,046","25,228"
"174","[P]","    IRS.GOV","4,518","14,016","18,736","12,773","12,337","5,313","5,003","4,808","4,864","4,431","4,659","4,728","5,232","16,359","25,099"
"175","[P]","    IKEA","19,955","24,342","19,110","19,896","17,822","18,929","19,311","21,616","24,279","23,915","24,555","25,428","24,911","27,734","24,973"
"176","[P]","    Samurai Factory Inc.","17,548","18,206","16,829","17,294","16,768","18,199","19,732","22,658","24,325","28,931","25,841","25,297","23,941","25,896","24,876"
"177","[P](u)","    SLIDESHARE.NET","12,823","13,792","16,658","18,516","15,866","19,383","17,259","15,186","20,817","26,981","30,514","31,093","22,377","21,731","24,696"
"178","[P](u)","    WorldNow Sites","14,835","16,905","20,937","19,342","19,713","20,311","19,389","19,943","23,451","21,749","22,171","23,880","22,501","24,813","24,598"
"179","[P](u)","    Groupe TF1","22,435","24,639","21,349","24,052","21,460","24,041","21,093","22,455","23,183","24,320","25,517","23,818","24,218","26,532","24,514"
"180","[P](u)","    Network 18","23,899","24,943","28,936","33,442","38,209","38,948","34,534","34,034","30,367","27,221","25,937","25,829","27,428","27,712","24,470"
"181","[P]","    Target Corporation","37,148","25,831","21,186","21,728","20,237","22,005","23,660","26,059","26,543","25,734","27,016","40,187","37,610","26,507","24,353"
"182","[P]","    Dell","23,384","23,660","20,685","22,231","20,128","20,624","21,679","23,891","23,722","24,135","25,226","28,578","25,693","25,471","24,164"
"183","[P]","    Bank of America","27,609","27,065","25,153","25,222","23,861","24,613","26,320","26,843","26,220","25,151","26,377","25,412","24,831","25,069","24,158"
"184","[P]","    Hatena","16,867","18,045","15,998","17,300","16,737","18,619","18,689","19,449","20,616","22,060","23,706","23,254","22,901","24,806","24,085"
"185","[P]","    ARTISTdirect Network","24,818","22,231","19,648","20,031","19,771","22,210","22,489","22,324","22,682","23,386","24,360","24,025","24,046","24,319","24,019"
"186","[P]","    BEEMP3.COM","23,017","22,421","20,917","21,426","19,762","20,176","19,594","18,974","19,029","20,448","21,546","22,024","24,210","23,298","23,984"
"187","[P]","    CONDUIT.COM","102,566","90,964","62,081","64,469","29,629","31,678","35,022","17,246","18,191","23,656","26,160","28,168","18,814","22,741","23,968"
"188","[P]","    Rambler Media","21,694","21,351","19,781","21,584","20,800","21,741","21,519","23,294","22,623","23,213","25,891","26,155","28,568","23,077","23,754"
"189","[P]","    Verizon Communications Corporation","26,943","25,257","23,135","23,440","22,048","22,165","23,792","25,927","25,121","24,950","26,895","27,468","26,598","27,150","23,745"
"190","[P](u)","    ValueClick Sites","24,921","23,122","21,861","22,351","21,092","21,752","18,886","17,994","19,623","21,266","23,679","24,461","23,488","24,407","23,663"
"191","[P](u)","    Gorilla Nation (Evolve Media Corp)","37,236","37,566","32,635","30,601","31,698","40,099","37,974","40,806","40,700","31,657","30,867","28,835","31,358","33,698","23,585"
"192","[P]","    Kakaku.com Inc.","20,642","21,689","19,850","18,902","18,291","20,515","20,400","21,432","21,909","22,576","23,563","23,314","24,143","24,737","23,550"
"193","[P]","    GANJI.COM","7,759","10,080","11,529","15,387","13,067","18,137","25,013","26,797","28,394","24,063","26,674","25,197","25,463","19,973","23,487"
"194","[P](u)","    Populis","18,100","21,996","23,133","23,461","22,492","19,804","16,599","15,891","13,632","20,228","21,623","21,368","22,576","24,427","23,374"
"195","[P](u)","    Pearson Education","16,627","20,841","20,198","21,891","19,647","20,461","16,211","12,030","16,266","23,916","24,220","23,324","20,353","21,985","23,196"
"196","[P]","    AT&T, Inc.","24,039","22,975","21,853","22,916","20,208","21,990","23,140","23,720","24,951","24,310","25,171","24,333","23,800","22,768","23,194"
"197","[P]","    NEC Corporation","21,221","21,008","20,346","20,112","19,479","20,928","20,089","21,179","22,964","22,299","23,209","22,554","21,930","23,771","22,904"
"198","[P](U)","    CityGrid Media","22,538","23,867","24,736","26,181","24,756","24,974","24,783","25,984","25,973","23,466","23,013","22,623","22,338","23,102","22,835"
"199","[P]","    SouFun.com Limited","12,971","12,706","13,632","15,908","13,467","14,668","13,846","16,139","14,575","18,574","18,349","19,343","17,708","17,894","22,507"
"200","[P]","    PICNIK.COM","21,599","23,231","19,944","20,656","21,123","22,698","22,767","23,430","23,018","21,737","21,847","21,933","23,368","24,187","22,478"
"201","[P]","    Sears Sites","32,989","22,681","18,585","18,633","18,338","19,764","20,271","21,737","22,664","23,579","25,758","35,381","34,684","23,380","22,473"
"202","[P]","    KAIXIN001.COM","13,993","17,212","16,596","19,079","21,268","20,107","20,621","24,334","24,396","29,830","31,595","29,915","21,393","24,026","22,451"
"203","[P]","    McAfee.com Sites","37,839","24,843","21,934","15,024","12,545","11,828","11,533","11,668","12,045","14,870","15,437","20,265","21,377","21,354","21,900"
"204","[P]","    Vivendi","18,995","20,126","18,633","20,169","19,653","20,038","19,838","18,683","19,446","22,108","24,222","20,832","21,198","22,304","21,728"
"205","[P]","    WeatherBug Property","32,353","31,120","29,301","28,219","27,996","27,058","26,525","26,502","23,734","21,925","21,767","21,693","21,225","22,073","21,610"
"206","[P]","    H&R Block","1,995","8,822","12,417","5,878","4,587","724","663","706","730","747","1,127","1,271","1,848","11,844","21,544"
"207","[P]","    Verlagsgruppe Georg von Holtzbrinck","25,962","26,259","24,648","25,320","22,454","22,899","21,280","19,380","19,862","21,416","22,634","22,381","20,480","21,753","21,486"
"208","[P](u)","    Meredith Women's Network","11,852","11,745","10,871","15,181","16,667","17,859","18,007","18,080","16,440","16,234","19,147","19,840","21,239","19,342","21,473"
"209","[P](u)","    Hulu","21,672","22,339","21,009","21,396","20,915","21,162","18,750","19,384","20,784","19,622","20,718","21,573","22,814","23,295","21,325"
"210","[P](U)","    WhitePages","23,766","21,833","19,604","20,293","19,309","19,568","21,024","21,618","23,366","22,717","22,337","20,642","23,584","23,930","21,319"
"211","[P](U)","    Advance Digital","17,783","19,750","18,551","20,279","20,263","20,674","19,513","18,935","21,411","20,017","20,080","20,739","20,333","21,402","21,253"
"212","[P]","    Hi-Media Group","27,964","27,050","24,250","24,831","22,772","23,643","23,887","22,983","24,433","24,423","26,440","24,958","25,971","26,278","20,860"
"213","[P]","    IncrediMail Ltd","8,552","8,652","7,901","8,377","7,990","7,693","7,980","6,901","6,782","8,996","10,894","14,938","19,682","19,918","20,785"
"214","[P]","    Valve Corporation","11,406","11,217","10,072","11,041","11,627","12,459","14,540","15,431","16,482","17,390","19,165","20,379","21,216","20,904","20,592"
"215","[P]","    BitComet (App)","15,400","14,958","15,418","15,358","15,074","16,328","16,817","17,854","18,448","18,922","20,328","20,086","20,385","21,702","20,511"
"216","[P]","    JPMorgan Chase Property","21,967","21,039","19,513","19,273","18,867","19,140","20,350","21,677","21,687","21,646","23,432","22,994","22,111","21,124","20,477"
"217","[P]","    Kingsoft Corp","15,315","11,424","10,187","21,889","10,912","14,653","18,774","18,049","19,298","14,710","20,633","20,313","16,341","17,886","20,195"
"218","[P]","    United Online, Inc","27,096","26,422","22,986","20,845","18,913","20,959","21,362","23,731","24,742","22,842","21,530","22,271","21,286","23,538","20,160"
"219","[P]","    Excite Japan Sites","16,914","17,840","16,319","17,474","17,663","19,177","18,703","18,542","19,106","19,974","20,706","20,187","19,057","20,673","20,041"
"220","[P](U)","    Forbes Digital","13,811","14,230","13,467","15,724","15,195","14,382","16,280","15,762","18,021","18,190","18,657","17,748","18,769","19,902","19,860"
"221","[P](U)","    PANDORA.COM","21,606","20,529","16,829","18,006","18,040","17,213","16,763","17,111","17,708","18,863","20,200","20,840","22,829","20,089","19,807"
"222","[P]","    SOFTPEDIA.COM","16,138","17,068","14,453","15,411","15,020","16,263","15,919","15,942","17,336","18,189","21,451","19,277","19,679","20,591","19,651"
"223","[P]","    WIKIHOW.COM","19,250","17,634","13,942","14,066","14,800","17,680","15,846","14,077","14,934","15,336","17,025","15,437","16,236","19,612","19,618"
"224","[P]","    Wells Fargo","19,281","19,168","18,442","18,124","17,493","18,242","19,386","19,617","19,355","19,362","19,333","18,664","18,712","19,781","19,597"
"225","[P]","    Groupe M6","17,846","17,380","16,190","16,690","15,636","15,723","17,793","16,694","16,858","17,933","19,150","20,016","21,391","21,706","19,538"
"226","[P]","    SK Group","21,553","21,379","19,756","20,503","19,603","20,602","20,210","20,712","22,134","22,469","22,805","22,007","21,696","22,028","19,337"
"227","[P](u)","    Hearst Corporation","18,929","20,697","18,720","20,856","20,537","24,382","22,725","22,488","25,997","27,414","26,833","25,427","24,057","26,007","19,324"
"228","[P]","    HSBC","18,881","18,948","17,458","17,710","17,141","18,216","18,589","19,320","19,495","19,329","19,633","19,236","19,714","19,997","19,149"
"229","[P]","    eMule (App)","24,761","24,131","20,278","20,708","19,726","19,593","19,013","18,475","18,095","17,745","17,973","17,295","18,059","20,362","19,099"
"230","[P](U)","    MANTA.COM","19,027","23,346","22,163","21,195","19,002","18,611","18,962","18,952","20,864","19,519","19,078","18,203","17,238","20,033","18,986"
"231","[P](u)","    Rediff.com India Ltd","17,514","18,236","17,111","19,103","18,351","18,458","18,331","19,675","19,022","19,003","19,024","20,059","19,838","19,636","18,857"
"232","[P](U)","    Sugar, Inc - PopSugar Network","16,291","16,726","16,021","16,928","18,124","19,813","18,984","18,730","18,729","18,400","18,671","18,840","18,547","18,393","18,749"
"233","[P]","    GiantRealm","22,261","21,113","17,332","19,120","21,054","19,445","20,816","20,795","19,906","18,144","19,568","18,028","18,543","19,303","18,739"
"234","[P]","    NextRadio TV","14,699","15,709","13,375","14,204","13,251","14,168","14,556","14,382","15,996","16,075","17,168","18,315","18,347","19,470","18,724"
"235","[P]","    Citigroup","18,413","17,948","17,400","17,628","17,271","17,891","19,003","19,484","19,732","19,971","19,893","20,102","20,246","19,947","18,721"
"236","[P]","    China Construction Bank","7,999","9,370","7,486","9,921","9,153","9,946","10,536","9,648","10,514","13,032","14,046","14,597","17,410","19,925","18,664"
"237","[P](u)","    Encyclopaedia Britannica","17,498","18,650","15,603","18,127","16,765","17,298","15,640","13,696","14,344","18,622","20,490","19,269","17,262","18,604","18,661"
"238","[P]","    Research In Motion Limited","15,355","15,608","14,641","14,000","13,322","16,689","15,869","16,338","19,190","18,525","22,535","20,246","19,958","19,239","18,653"
"239","[P](u)","    Clear Channel Online","13,569","13,011","12,649","13,602","14,300","14,565","14,213","15,599","15,920","17,011","16,135","15,991","17,753","17,730","18,489"
"240","[P]","    Volkswagen Group","13,476","14,372","13,792","15,437","13,550","13,870","13,450","14,254","14,160","16,787","17,652","17,935","19,137","16,929","18,465"
"241","[P]","    VeryCD","11,895","13,050","9,844","11,774","10,183","11,103","12,779","13,004","13,738","13,272","14,598","15,233","16,113","19,380","18,356"
"242","[P]","    General Motors","17,113","13,499","13,841","14,366","12,800","13,205","14,924","14,459","14,021","14,756","17,349","16,901","17,062","14,464","18,349"
"243","[P]","    SOFTBANK Group","15,252","15,943","14,439","15,388","14,381","16,089","15,222","15,148","16,127","17,324","19,262","19,185","17,689","19,008","18,103"
"244","[P]","    FUNSHION.COM","15,141","17,618","17,685","16,121","15,757","20,117","21,812","25,750","26,569","26,353","26,249","27,121","12,170","16,810","18,083"
"245","[P](U)","    BabyCenter","14,660","15,973","14,595","15,741","15,803","16,532","16,026","16,291","17,300","17,686","17,898","17,629","18,677","18,274","18,066"
"246","[P]","    Recruit Co., Ltd.","16,249","17,037","17,876","18,676","16,681","17,314","17,266","18,847","19,772","21,286","19,430","21,879","18,368","18,643","17,973"
"247","[P]","    UPS Sites","21,746","16,358","16,014","15,980","13,701","15,320","16,264","16,414","16,925","17,630","18,247","19,575","24,924","18,219","17,730"
"248","[P]","    Orbitz Worldwide","12,708","17,016","15,605","16,548","14,756","15,174","16,221","18,689","17,005","15,624","15,680","15,455","14,389","18,720","17,655"
"249","[P]","    Hispavista Sites","15,568","16,562","15,901","17,823","16,788","17,713","16,726","16,284","15,568","15,488","15,930","15,251","16,846","17,273","17,604"
"250","[P](U)","    Skyrock","17,609","16,803","15,841","16,552","15,674","15,047","15,095","14,664","14,712","14,972","15,688","16,143","17,964","18,572","17,550"
"251","[P]","    Reed Business Information","21,682","25,902","23,986","25,440","21,812","23,320","21,762","19,596","18,802","17,637","18,029","18,138","15,710","17,846","17,512"
"252","[P]","    QIANQIAN.COM","12,655","12,759","11,954","14,435","13,481","13,238","12,928","14,236","13,419","14,700","16,653","15,685","17,780","18,077","17,319"
"253","[P]","    Groupe Figaro","11,928","11,797","11,321","11,683","11,976","13,585","12,650","12,828","13,118","13,863","15,276","14,869","14,668","16,721","17,268"
"254","[P]","    MUSICA.COM","15,200","15,347","14,456","15,684","15,105","16,894","16,999","17,432","18,367","18,198","18,522","18,393","17,532","17,230","17,018"
"255","[P]","    TOM.COM Limited","14,583","14,512","14,883","16,094","14,089","14,680","15,561","15,199","16,857","17,042","17,257","17,026","17,937","19,531","17,002"
"256","[P](u)","    Telecom Italia","17,138","17,944","17,313","18,049","16,154","16,974","15,450","13,702","13,873","14,755","16,133","15,828","16,459","16,952","16,849"
"257","[P](U)","    LeGuide.com Sites","15,493","15,687","13,995","14,221","12,980","16,507","17,201","17,225","15,387","14,877","15,833","17,379","18,599","19,072","16,751"
"258","[P]","    HEXUN.COM","11,924","12,808","12,471","13,590","13,393","15,393","16,935","19,380","17,426","15,827","18,082","18,450","22,136","27,696","16,540"
"259","[P]","    BTJUNKIE.ORG","15,899","15,832","14,511","15,312","14,873","15,853","16,407","17,842","18,052","19,212","20,139","18,058","18,357","19,038","16,507"
"260","[P]","    Cyworld","16,817","17,587","15,843","16,114","15,750","16,917","17,349","17,924","19,686","21,714","20,184","18,910","19,455","19,642","16,479"
"261","[P]","    Xacti Corporation","8,650","9,660","11,196","13,748","15,033","16,296","16,083","17,704","19,918","20,901","18,718","15,641","16,314","17,339","16,466"
"262","[P]","    WORDREFERENCE.COM","12,130","13,525","12,349","14,274","12,447","14,625","13,376","11,473","13,716","16,344","17,806","17,349","14,229","15,671","16,464"
"263","[P]","    Toyota","12,246","12,836","12,202","13,846","10,313","10,241","10,196","12,263","12,207","15,899","17,050","14,807","13,694","15,115","16,392"
"264","[P]","    7K7K.COM","10,979","14,808","16,135","11,756","13,023","13,222","14,447","19,337","17,138","13,562","16,634","13,486","13,667","19,325","16,299"
"265","[P]","    NK.PL","17,502","17,354","16,498","16,674","17,340","18,192","18,135","18,168","18,546","18,599","19,120","18,778","17,929","17,209","16,268"
"266","[P]","    METRO Group","15,368","13,591","10,045","10,432","9,889","11,243","12,440","12,177","12,070","12,648","16,628","16,915","19,609","18,265","16,258"
"267","[P](u)","    Sky Sites","13,795","14,932","12,863","12,793","14,485","15,717","14,347","16,061","18,427","17,039","16,443","16,196","15,636","17,386","16,095"
"268","[P](u)","    NFL Internet Group","28,633","28,036","15,511","8,648","10,999","8,305","6,884","11,771","22,738","30,393","29,048","29,145","28,927","27,955","15,864"
"269","[P](u)","    National Geographic Sites","12,770","15,043","13,513","16,476","13,589","14,925","12,820","10,498","11,558","13,464","14,815","14,650","13,976","15,717","15,830"
"270","[P]","    Ford Motor Company","14,061","11,921","12,557","15,242","13,543","14,190","13,283","13,597","12,976","15,899","15,494","16,094","14,809","13,178","15,768"
"271","[P]","    Capital One","13,580","13,117","12,416","12,662","12,532","13,211","14,701","15,241","15,102","15,493","16,699","16,401","15,882","15,989","15,658"
"272","[P](u)","    BuscaPe.com Inc.","11,410","11,387","11,249","12,201","11,857","12,911","13,187","12,962","13,617","19,956","19,882","21,039","19,148","16,294","15,574"
"273","[P]","    Gameforge Sites","16,255","18,182","13,316","13,972","13,334","13,902","13,622","15,207","18,837","19,846","16,758","13,205","13,801","15,865","15,524"
"274","[P]","    39.NET","8,439","9,255","8,344","10,053","8,614","10,423","10,074","10,361","10,049","12,098","12,038","11,510","9,706","11,891","15,460"
"275","[P]","    Seat Pagine Gialle","10,471","11,914","11,360","12,258","10,737","12,020","11,884","12,352","12,418","13,232","14,207","13,543","14,139","14,841","15,452"
"276","[P]","    TALEO.NET","11,514","13,858","12,053","12,715","12,304","13,821","14,936","15,875","16,163","16,796","16,464","15,069","12,953","16,755","15,438"
"277","[P]","    DUOWAN.COM","7,867","9,976","9,390","8,980","8,940","9,680","10,848","13,346","12,248","11,454","14,500","13,878","14,820","16,682","15,330"
"278","[P]","    ING Group","12,536","13,861","12,577","12,792","12,089","13,749","13,618","13,971","13,886","13,893","15,397","15,680","14,452","17,324","15,328"
"279","[P](u)","    Grupo Clarin","8,259","8,424","8,535","10,520","8,873","9,425","12,931","13,654","13,849","14,381","16,254","15,869","15,057","15,220","15,290"
"280","[P]","    Travelocity","14,433","18,870","17,569","17,256","14,269","15,491","16,749","19,035","18,408","15,101","14,523","13,658","12,634","16,340","15,243"
"281","[P](u)","    McClatchy Corporation","14,843","15,523","13,821","15,523","14,370","16,186","15,699","15,096","16,702","15,849","14,513","14,674","14,726","16,214","15,186"
"282","[P]","    SNDA Sites","11,315","11,360","12,369","11,975","11,946","13,869","17,419","8,977","7,340","10,983","12,104","12,904","9,530","12,740","15,138"
"283","[P]","    Telegraph Media Group","9,672","9,772","10,619","11,860","12,053","13,669","11,557","12,222","13,187","12,319","14,894","14,275","14,220","15,458","15,036"
"284","[P]","    TORRENTREACTOR.NET","11,241","10,822","10,737","11,468","11,467","13,139","11,433","10,995","9,174","10,808","12,480","11,240","11,671","12,993","14,995"
"285","[P]","    CDC Corporation Sites","9,893","10,048","8,138","12,238","10,279","11,253","12,828","14,576","13,820","14,647","14,237","14,915","15,812","15,356","14,901"
"286","[P](U)","    Weblogs SL Sites","7,471","7,089","6,526","7,156","6,780","7,373","7,246","7,137","7,714","8,233","9,514","10,408","12,908","13,744","14,878"
"287","[P](u)","    Canoe Network","12,937","13,733","12,357","13,362","11,859","13,850","13,655","14,125","13,562","13,460","13,674","13,680","13,879","14,746","14,875"
"288","[P]","    TQ Digital Entertainment","6,201","6,774","6,454","6,856","8,035","8,414","9,482","10,472","10,579","9,814","11,268","10,393","11,085","13,183","14,769"
"289","[P]","    Grupo Abril","12,098","13,270","12,472","13,950","12,865","13,317","13,494","13,046","14,679","15,322","16,416","15,807","14,525","15,832","14,762"
"290","[P]","    KOOWO.COM","3,120","2,101","1,165","1,389","1,271","1,561","1,402","1,347","3,276","10,532","19,140","17,076","16,824","14,864","14,747"
"291","[P](u)","    DMGT (exc Mail Online)","10,637","12,982","11,658","13,005","12,317","14,256","14,847","13,771","13,640","13,627","13,464","13,764","13,336","15,534","14,638"
"292","[P]","    Vocento","17,506","17,848","16,787","18,107","16,492","17,789","17,075","16,777","17,384","17,868","19,349","18,723","16,760","17,778","14,536"
"293","[P](u)","    Superpages.com Network","35,368","35,413","33,476","35,488","30,422","30,080","30,856","32,518","31,840","30,526","33,019","32,585","31,027","29,761","14,454"
"294","[P]","    Yum! Brands Inc.","10,537","11,970","10,781","9,726","9,012","9,489","9,547","12,185","10,789","10,910","11,193","10,199","14,628","15,255","14,358"
"295","[P]","    51JOB.COM","5,367","4,736","6,642","7,053","6,271","7,427","6,970","7,726","7,498","7,250","8,191","9,298","8,012","6,567","14,349"
"296","[P](u)","    Michelin Group","9,752","13,816","13,599","14,964","15,478","16,407","17,501","18,422","16,951","16,272","16,055","14,946","13,714","14,397","14,309"
"297","[P]","    Corel Corporation","12,441","12,411","11,240","12,381","11,336","12,701","11,873","11,884","12,607","12,858","13,992","15,871","14,993","14,409","14,258"
"298","[P]","    Procter & Gamble","14,426","13,070","12,380","12,607","11,810","13,213","14,661","13,192","15,456","16,902","16,363","18,212","18,572","13,908","14,238"
"299","[P](U)","    Move, Inc. Real Estate Sites","12,330","13,126","11,841","14,664","14,241","15,597","15,373","16,549","15,770","14,257","12,471","13,138","12,169","14,272","14,221"
"300","[P]","    Reed Elsevier Group","8,562","10,818","9,759","10,973","11,144","12,284","11,735","11,318","10,787","12,412","13,557","12,927","11,339","13,488","14,151"
"301","[P]","    6.CN","9,448","10,046","10,723","9,976","10,039","10,314","12,890","12,786","11,326","10,497","10,981","11,383","12,227","14,144","14,147"
"302","[P]","    URBANDICTIONARY.COM","11,912","11,735","9,030","9,211","9,445","10,648","11,439","11,742","12,734","12,676","14,089","14,566","14,666","14,705","14,138"
"303","[P]","    Onlinedown Sites","8,511","6,886","7,224","8,621","7,027","9,415","8,324","10,152","8,644","9,731","11,734","11,173","12,837","11,857","14,070"
"304","[P]","    CHINA.COM.CN","5,343","5,309","5,985","7,515","7,004","7,687","8,299","9,106","9,004","9,057","10,206","11,200","11,693","9,838","14,057"
"305","[P]","    MIXI, Inc.","13,823","16,558","15,167","18,715","18,263","12,856","12,518","13,251","13,866","14,045","14,600","14,080","14,330","14,495","13,949"
"306","[P](U)","    PBS","8,722","11,375","11,143","12,297","12,201","11,484","8,027","6,801","8,389","12,304","12,997","12,624","10,813","12,952","13,941"
"307","[P]","    Kayak.com Network","8,997","10,902","9,650","10,945","11,051","11,868","12,434","13,457","12,188","12,340","12,404","11,235","12,012","14,596","13,827"
"308","[P]","    Oracle Corporation","8,270","10,737","10,664","11,624","10,027","12,481","12,351","10,471","11,429","13,909","15,908","15,129","13,400","13,785","13,766"
"309","[P]","    SkyCN","9,701","9,406","8,317","10,715","9,112","9,456","11,189","12,929","11,508","12,941","14,566","13,171","14,792","14,002","13,722"
"310","[P]","    Macy's Inc.","17,150","11,453","10,623","10,846","10,469","10,815","10,782","11,450","12,036","13,121","13,220","19,878","20,095","13,765","13,701"
"311","[P](u)","    MediaNews Group","13,214","13,874","13,262","15,774","13,892","13,357","12,770","12,496","13,312","13,749","14,623","12,764","14,153","14,647","13,636"
"312","[P]","    Bigpoint","13,058","13,182","12,012","11,922","11,777","11,036","11,649","13,771","15,108","14,251","14,669","14,494","16,325","15,695","13,616"
"313","[P]","    American Express","13,463","13,414","12,064","11,623","10,577","11,273","14,254","12,502","12,764","14,096","15,206","15,236","14,380","14,643","13,528"
"314","[P]","    Globe7","13,375","12,523","11,995","12,430","12,202","13,321","12,871","14,210","14,281","15,961","16,975","15,360","14,562","13,910","13,500"
"315","[P](U)","    Dominion Enterprises","8,931","11,951","11,406","13,324","13,417","13,302","13,436","14,079","13,735","12,234","11,754","10,582","10,566","13,590","13,405"
"316","[P]","    JCPenney Sites","18,254","12,685","11,316","11,283","10,843","10,455","11,199","12,467","12,950","13,077","14,693","20,113","18,907","13,147","13,322"
"317","[P]","    McDonald's","8,791","9,130","8,540","9,912","10,518","11,400","9,924","9,724","9,033","11,535","17,283","13,491","10,642","14,849","13,319"
"318","[P]","    ZHAOPIN.COM","4,115","3,863","5,936","6,761","5,579","6,071","5,187","6,535","5,652","7,068","7,283","8,323","6,853","7,062","13,263"
"319","[P]","    The Home Depot, Inc.","11,608","9,904","9,516","10,019","10,437","11,920","11,855","11,679","12,032","13,247","13,673","15,258","13,427","13,983","13,210"
"320","[P]","    KDDI Corporation","11,307","13,006","12,775","12,570","11,853","12,598","12,197","13,069","12,925","13,728","15,303","12,715","12,790","13,389","13,121"
"321","[P]","    Seiko Epson Corp","11,742","11,032","10,770","11,395","9,786","10,753","10,646","10,465","10,502","12,510","13,214","13,345","13,199","12,690","13,072"
"322","[P](u)","    Healthline","7,374","8,439","9,084","14,352","13,924","15,836","16,161","15,444","15,146","16,146","17,374","19,145","18,772","6,896","12,947"
"323","[P](U)","    Classified Ventures","9,057","12,703","11,841","12,623","12,669","11,922","12,839","13,694","13,173","12,206","11,737","11,474","10,618","13,275","12,933"
"324","[P](u)","    Postmedia Network","14,255","14,258","13,346","14,672","12,019","12,730","14,007","11,421","11,590","12,016","12,103","12,006","12,944","13,782","12,921"
"325","[P]","    Nike","11,628","10,256","9,846","11,901","11,858","11,883","11,987","11,766","13,263","10,775","11,557","12,623","13,108","12,235","12,856"
"326","[P]","    Ctrip.com International","7,022","7,652","7,390","7,448","7,831","9,375","8,796","11,874","11,109","12,645","12,650","10,987","12,424","15,360","12,840"
